round,home_team,home_score,away_score,away_team,notes
1,Dortmund,2,1,Bremen,[Aug 25]
1,Mönchengladbach,2,1,Hoffenheim,
1,Frankfurt,2,1,Leverkusen,
1,Augsburg,0,2,Düsseldorf,
1,Fürth,0,3,Bayern,
1,Hamburg,0,1,Nürnberg,
1,Freiburg,1,1,Mainz,
1,Stuttgart,0,1,Wolfsburg,[Aug 26]
1,Hannover,2,2,Schalke,
2,Mainz,0,1,Fürth,[Sep 1]
2,Nürnberg,1,1,Dortmund,
2,Leverkusen,2,0,Freiburg,
2,Düsseldorf,0,0,Mönchengladbach,
2,Hoffenheim,0,4,Frankfurt,
2,Schalke,3,1,Augsburg,
2,Bremen,2,0,Hamburg,[Sep 2]
2,Bayern,6,1,Stuttgart,
2,Wolfsburg,0,4,Hannover,
3,Augsburg,0,0,Wolfsburg,[Sep 15]
3,Bayern,3,1,Mainz,
3,Dortmund,3,0,Leverkusen,
3,Mönchengladbach,2,3,Nürnberg,
3,Fürth,0,2,Schalke,
3,Hannover,3,2,Bremen,
3,Stuttgart,0,0,Düsseldorf,[Sep 16]
3,Frankfurt,3,2,Hamburg,
3,Freiburg,5,3,Hoffenheim,
4,Nürnberg,1,2,Frankfurt,[Sep 22]
4,Düsseldorf,0,0,Freiburg,
4,Mainz,2,0,Augsburg,
4,Hamburg,3,2,Dortmund,
4,Schalke,0,2,Bayern,
4,Wolfsburg,1,1,Fürth,[Sep 23]
4,Leverkusen,1,1,Mönchengladbach,
4,Hoffenheim,3,1,Hannover,
4,Bremen,2,2,Stuttgart,
5,Bayern,3,0,Wolfsburg,
5,Frankfurt,3,3,Dortmund,
5,Fürth,0,2,Düsseldorf,
5,Schalke,3,0,Mainz,[Sep 26]
5,Mönchengladbach,2,2,Hamburg,
5,Augsburg,1,3,Leverkusen,
5,Hannover,4,1,Nürnberg,
5,Freiburg,1,2,Bremen,
5,Stuttgart,0,3,Hoffenheim,
6,Düsseldorf,2,2,Schalke,[Sep 29]
6,Nürnberg,0,2,Stuttgart,
6,Leverkusen,2,0,Fürth,
6,Dortmund,5,0,Mönchengladbach,
6,Hamburg,1,0,Hannover,
6,Hoffenheim,0,0,Augsburg,
6,Bremen,0,2,Bayern,[Sep 30]
6,Frankfurt,2,1,Freiburg,
6,Wolfsburg,0,2,Mainz,
7,Augsburg,3,1,Bremen,[Oct 6]
7,Bayern,2,0,Hoffenheim,
7,Mainz,1,0,Düsseldorf,
7,Fürth,0,1,Hamburg,
7,Freiburg,3,0,Nürnberg,
7,Schalke,3,0,Wolfsburg,[Oct 7]
7,Mönchengladbach,2,0,Frankfurt,
7,Hannover,1,1,Dortmund,
7,Stuttgart,2,2,Leverkusen,
8,Hoffenheim,3,3,Fürth,[Oct 20]
8,Leverkusen,2,2,Mainz,
8,Dortmund,1,2,Schalke,
8,Frankfurt,3,1,Hannover,
8,Düsseldorf,0,5,Bayern,
8,Wolfsburg,0,2,Freiburg,
8,Bremen,4,0,Mönchengladbach [Oct 21],
8,Nürnberg,0,0,Augsburg,
