day,date,home_team,result,away_team
Saturday,March 27,NY Red Bulls,1-0,CHI
Saturday,April 3,Colorado,2-2,CHI
Saturday,April 10,CHI,1-2,San Jose
Saturday,April 17,D.C. United,0-2,CHI
Saturday,April 24,CHI,2-0,Houston
Saturday,May 1,CHI,1-1,Chivas USA
Saturday,May 8,Toronto FC,4-1,CHI
Saturday,May 15,Sporting KC,2-2,CHI
Thursday,May 27,CHI,1-1,FC Dallas
Saturday,June 5,CHI,2-1,Philadelphia
Wednesday,June 9,CHI,2-2,Colorado
Sunday,June 27,New England,0-1,CHI
Saturday,July 3,Columbus,2-1,CHI
Thursday,July 8,CHI,0-1,Real Salt Lake
Sunday,August 1,LA Galaxy,2-3,CHI
Sunday,August 8,CHI,0-0,NY Red Bulls
Wednesday,August 18,CHI,2-1,New England
Saturday,August 21,Houston,4-3,CHI
Saturday,August 28,Seattle,2-1,CHI
Saturday,September 4,CHI,1-1,LA Galaxy
Wednesday,September 8,CHI,0-0,Toronto FC
Saturday,September 11,Philadelphia,1-0,CHI
Saturday,September 18,Real Salt Lake,1-0,CHI
Saturday,September 25,Seattle,0-1,CHI
Wednesday,September 29,San Jose,0-3,CHI
Saturday,October 2,FC Dallas,3-0,CHI
Friday,October 8,CHI,2-0,Columbus
Tuesday,October 12,CHI,0-2,Sporting KC
Saturday,October 16,CHI,0-0,D.C. United
Saturday,October 23,Chivas USA,1-4,CHI
