day,date,home_team,result,away_team
Thursday,March 25,Seattle,2-0,PHI
Saturday,April 10,PHI,3-2,D.C. United
Thursday,April 15,Toronto FC,2-1,PHI
Saturday,April 24,NY Red Bulls,2-1,PHI
Saturday,May 1,LA Galaxy,3-1,PHI
Saturday,May 8,Real Salt Lake,3-0,PHI
Saturday,May 15,PHI,1-1,FC Dallas
Saturday,May 29,Houston,2-3,PHI
Saturday,June 5,Chicago,2-1,PHI
Thursday,June 10,Sporting KC,2-0,PHI
Sunday,June 27,Seattle,3-1,PHI
Saturday,July 3,Chivas USA,1-1,PHI
Saturday,July 10,PHI,1-2,San Jose
Saturday,July 17,PHI,2-1,Toronto FC
Saturday,July 31,PHI,1-1,New England
Thursday,August 5,PHI,1-2,Columbus
Sunday,August 8,FC Dallas,3-1,PHI
Wednesday,August 11,PHI,1-1,Real Salt Lake
Saturday,August 14,PHI,1-1,Colorado
Sunday,August 22,D.C. United,2-0,PHI
Saturday,August 28,New England,1-2,PHI
Saturday,September 4,PHI,1-1,Sporting KC
Saturday,September 11,PHI,1-0,Chicago
Wednesday,September 15,San Jose,1-0,PHI
Saturday,September 25,PHI,3-0,Chivas USA
Wednesday,September 29,Colorado,4-1,PHI
Saturday,October 2,PHI,1-1,Houston
Thursday,October 7,PHI,0-1,LA Galaxy
Saturday,October 16,PHI,2-1,NY Red Bulls
Sunday,October 24,Columbus,3-1,PHI
