day,date,home_team,result,away_team
Saturday,March 27,SKC,4-0,D.C. United
Saturday,April 10,SKC,1-0,Colorado
Saturday,April 17,Seattle,1-0,SKC
Saturday,April 24,SKC,0-0,LA Galaxy
Saturday,May 1,Houston,3-0,SKC
Wednesday,May 5,D.C. United,2-1,SKC
Saturday,May 15,SKC,2-2,Chicago
Sunday,May 23,SKC,0-1,Columbus
Saturday,May 29,Real Salt Lake,4-1,SKC
Saturday,June 5,Toronto FC,0-0,SKC
Thursday,June 10,SKC,2-0,Philadelphia
Saturday,June 26,SKC,0-3,NY Red Bulls
Saturday,July 3,FC Dallas,1-0,SKC
Saturday,July 10,SKC,0-2,Chivas USA
Wednesday,July 14,Columbus,0-1,SKC
Saturday,July 17,Colorado,1-1,SKC
Saturday,July 31,SKC,1-0,Toronto FC
Saturday,August 7,SKC,1-1,Real Salt Lake
Saturday,August 14,San Jose,1-0,SKC
Saturday,August 21,SKC,4-1,New England
Saturday,August 28,LA Galaxy,0-2,SKC
Saturday,September 4,Philadelphia,1-1,SKC
Sunday,September 19,Chivas USA,0-2,SKC
Wednesday,September 22,SKC,4-3,Houston
Saturday,September 25,SKC,1-3,FC Dallas
Saturday,October 2,NY Red Bulls,1-0,SKC
Saturday,October 9,Seattle,1-2,SKC
Tuesday,October 12,Chicago,0-2,SKC
Saturday,October 16,New England,1-0,SKC
Saturday,October 23,SKC,4-1,San Jose
