day,date,home_team,result,away_team
Saturday,March 27,LA,1-0,New England
Thursday,April 1,LA,2-0,Chivas USA
Saturday,April 10,Houston,0-2,LA
Saturday,April 17,LA,2-1,Real Salt Lake
Saturday,April 24,Sporting KC,0-0,LA
Saturday,May 1,LA,3-1,Philadelphia
Wednesday,May 5,Colorado,0-1,LA
Saturday,May 8,Seattle,0-4,LA
Saturday,May 15,LA,0-0,Toronto FC
Thursday,May 20,FC Dallas,0-1,LA
Saturday,May 29,Columbus,0-2,LA
Saturday,June 5,LA,4-1,Houston
Wednesday,June 9,Real Salt Lake,1-0,LA
Saturday,June 26,Toronto FC,0-0,LA
Sunday,July 4,Seattle,3-1,LA
Saturday,July 10,New England,2-0,LA
Sunday,July 18,D.C. United,1-2,LA
Thursday,July 22,LA,2-2,San Jose
Sunday,August 1,LA,2-3,Chicago
Saturday,August 14,NY Red Bulls,0-1,LA
Saturday,August 21,San Jose,1-0,LA
Saturday,August 28,LA,0-2,Sporting KC
Saturday,September 4,Chicago,1-1,LA
Saturday,September 11,LA,3-1,Columbus
Saturday,September 18,LA,2-1,D.C. United
Friday,September 24,LA,0-2,NY Red Bulls
Sunday,October 3,Chivas USA,1-2,LA
Thursday,October 7,Philadelphia,0-1,LA
Saturday,October 16,LA,1-3,Colorado
Sunday,October 24,LA,2-1,FC Dallas
