day,date,home_team,result,away_team
Saturday,March 8,Vancouver,4-1,RBNY
Saturday,March 15,RBNY,1-1,Colorado
Sunday,March 23,Chicago,1-1,RBNY
Sunday,March 30,RBNY,1-1,Chivas USA
Saturday,April 5,Montreal,2-2,RBNY
Saturday,April 12,D.C. United,1-0,RBNY
Wednesday,April 16,RBNY,2-1,Philadelphia
Wednesday,April 23,RBNY,4-0,Houston
Saturday,April 26,Columbus,1-1,RBNY
Sunday,May 4,FC Dallas,0-1,RBNY
Saturday,May 10,RBNY,4-5,Chicago
Saturday,May 17,Toronto FC,2-0,RBNY
Saturday,May 24,RBNY,1-2,Portland
Tuesday,May 27,Sporting KC,1-1,RBNY
Sunday,June 8,New England,0-2,RBNY
Friday,June 27,RBNY,2-2,Toronto FC
Friday,July 4,Houston,2-2,RBNY
Saturday,July 12,RBNY,4-1,Columbus
Wednesday,July 16,Philadelphia,3-1,RBNY
Saturday,July 19,RBNY,1-1,San Jose
Wednesday,July 30,Real Salt Lake,1-1,RBNY
Saturday,August 2,RBNY,2-1,New England
Sunday,August 10,Chicago,1-0,RBNY
Saturday,August 23,RBNY,4-2,Montreal
Sunday,August 31,D.C. United,2-0,RBNY
Saturday,September 6,RBNY,2-1,Sporting KC
Wednesday,September 10,RBNY,1-0,D.C. United
Saturday,September 13,Philadelphia,2-2,RBNY
Saturday,September 20,Seattle,4-1,RBNY
Sunday,September 28,LA Galaxy,4-0,RBNY
Saturday,October 4,RBNY,1-0,Houston
Saturday,October 11,RBNY,3-1,Toronto FC
Sunday,October 19,RBNY,1-3,Columbus
Sunday,October 26,Sporting KC,0-2,RBNY
