day,date,home_team,result,away_team
Saturday,March 8,FC Dallas,3-2,MTL
Saturday,March 15,Houston,1-0,MTL
Sunday,March 23,Seattle,0-2,MTL
Saturday,March 29,Philadelphia,1-1,MTL
Saturday,April 5,MTL,2-2,NY Red Bulls
Saturday,April 12,MTL,1-1,Chicago
Saturday,April 19,Sporting KC,4-0,MTL
Saturday,April 26,MTL,1-0,Philadelphia
Saturday,May 10,MTL,0-3,Sporting KC
Saturday,May 17,D.C. United,1-1,MTL
Saturday,May 24,Colorado,4-1,MTL
Saturday,May 31,MTL,2-0,New England
Wednesday,June 11,MTL,2-4,D.C. United
Wednesday,June 25,Vancouver,0-0,MTL
Sunday,June 29,MTL,3-0,Houston
Saturday,July 5,Chivas USA,1-0,MTL
Saturday,July 12,MTL,1-2,Sporting KC
Saturday,July 19,Columbus,2-1,MTL
Thursday,July 24,Real Salt Lake,3-1,MTL
Sunday,July 27,MTL,2-3,Portland
Saturday,August 2,MTL,0-2,Toronto FC
Saturday,August 9,Philadelphia,2-1,MTL
Saturday,August 16,MTL,1-0,Chicago
Saturday,August 23,NY Red Bulls,4-2,MTL
Saturday,August 30,MTL,2-0,Columbus
Saturday,September 6,Houston,3-2,MTL
Wednesday,September 10,MTL,2-2,LA Galaxy
Saturday,September 13,New England,2-1,MTL
Saturday,September 20,MTL,2-0,San Jose
Saturday,September 27,Columbus,2-0,MTL
Sunday,October 5,Chicago,0-0,MTL
Saturday,October 11,MTL,2-2,New England
Saturday,October 18,Toronto FC,1-1,MTL
Saturday,October 25,MTL,1-1,D.C. United
