day,date,home_team,result,away_team
Saturday,March 8,Seattle,1-0,SKC
Saturday,March 15,SKC,1-1,FC Dallas
Saturday,March 22,SKC,1-0,San Jose
Saturday,March 29,Colorado,2-3,SKC
Saturday,April 5,SKC,0-0,Real Salt Lake
Saturday,April 19,SKC,4-0,Montreal
Saturday,April 26,New England,2-0,SKC
Sunday,May 4,SKC,2-0,Columbus
Saturday,May 10,Montreal,0-3,SKC
Wednesday,May 14,SKC,1-2,Philadelphia
Sunday,May 18,Chicago,2-1,SKC
Friday,May 23,SKC,2-2,Toronto FC
Tuesday,May 27,SKC,1-1,NY Red Bulls
Saturday,May 31,D.C. United,1-0,SKC
Friday,June 6,Houston,0-2,SKC
Friday,June 27,Portland,0-1,SKC
Sunday,July 6,SKC,1-1,Chicago
Saturday,July 12,Montreal,1-2,SKC
Wednesday,July 16,Columbus,1-2,SKC
Saturday,July 19,SKC,2-1,LA Galaxy
Saturday,July 26,Toronto FC,1-2,SKC
Friday,August 1,SKC,1-1,Philadelphia
Sunday,August 10,Vancouver,2-0,SKC
Saturday,August 16,SKC,4-1,Toronto FC
Saturday,August 23,SKC,0-3,D.C. United
Friday,August 29,SKC,1-3,Houston
Wednesday,September 3,New England,3-1,SKC
Saturday,September 6,NY Red Bulls,2-1,SKC
Friday,September 12,Chivas USA,0-4,SKC
Friday,September 26,SKC,2-3,New England
Friday,October 3,D.C. United,0-0,SKC
Friday,October 10,SKC,2-0,Chicago
Saturday,October 18,Philadelphia,2-1,SKC
Sunday,October 26,SKC,0-2,NY Red Bulls
