day,date,home_team,result,away_team
Saturday,March 8,DC,0-3,Columbus
Saturday,March 22,Toronto FC,1-0,DC
Saturday,March 29,DC,2-2,Chicago
Saturday,April 5,DC,2-0,New England
Saturday,April 12,DC,1-0,NY Red Bulls
Saturday,April 19,Columbus,1-1,DC
Saturday,April 26,DC,4-1,FC Dallas
Saturday,May 3,Portland,3-2,DC
Saturday,May 10,Philadelphia,0-1,DC
Saturday,May 17,DC,1-1,Montreal
Wednesday,May 21,DC,2-0,Houston
Saturday,May 24,New England,2-1,DC
Saturday,May 31,DC,1-0,Sporting KC
Saturday,June 7,DC,0-0,Columbus
Wednesday,June 11,Montreal,2-4,DC
Saturday,June 28,Seattle,0-1,DC
Saturday,July 5,Toronto FC,1-2,DC
Friday,July 11,San Jose,1-2,DC
Sunday,July 20,DC,3-1,Chivas USA
Wednesday,July 30,DC,3-0,Toronto FC
Sunday,August 3,Houston,1-0,DC
Saturday,August 9,Real Salt Lake,3-0,DC
Sunday,August 17,DC,4-2,Colorado
Saturday,August 23,Sporting KC,0-3,DC
Wednesday,August 27,LA Galaxy,4-1,DC
Sunday,August 31,DC,2-0,NY Red Bulls
Saturday,September 6,Vancouver,0-0,DC
Wednesday,September 10,NY Red Bulls,1-0,DC
Saturday,September 20,Chicago,3-3,DC
Saturday,September 27,DC,1-0,Philadelphia
Friday,October 3,DC,0-0,Sporting KC
Sunday,October 12,Houston,1-3,DC
Saturday,October 18,DC,2-1,Chicago
Saturday,October 25,Montreal,1-1,DC
