day,date,home_team,result,away_team
Saturday,March 8,DAL,3-2,Montreal
Saturday,March 15,Sporting KC,1-1,DAL
Saturday,March 22,DAL,3-1,Chivas USA
Saturday,March 29,DAL,2-1,Portland
Saturday,April 5,Houston,1-4,DAL
Saturday,April 12,Seattle,2-3,DAL
Saturday,April 19,DAL,2-1,Toronto FC
Saturday,April 26,D.C. United,4-1,DAL
Sunday,May 4,DAL,0-1,NY Red Bulls
Wednesday,May 7,Seattle,2-1,DAL
Saturday,May 10,San Jose,2-1,DAL
Saturday,May 17,DAL,1-1,Chivas USA
Wednesday,May 21,LA Galaxy,2-1,DAL
Saturday,May 24,Real Salt Lake,0-0,DAL
Saturday,May 31,DAL,1-2,San Jose
Saturday,June 7,DAL,3-2,Colorado
Wednesday,June 11,Portland,2-2,DAL
Sunday,June 29,Columbus,0-0,DAL
Friday,July 4,DAL,2-1,Philadelphia
Saturday,July 19,DAL,2-0,New England
Sunday,July 27,Vancouver,2-2,DAL
Sunday,August 3,Chivas USA,0-1,DAL
Saturday,August 9,DAL,3-1,Colorado
Saturday,August 16,San Jose,0-5,DAL
Friday,August 22,DAL,2-1,Real Salt Lake
Saturday,August 30,Chicago,1-0,DAL
Saturday,September 6,Real Salt Lake,2-1,DAL
Saturday,September 13,DAL,2-1,Vancouver
Saturday,September 20,LA Galaxy,2-1,DAL
Wednesday,September 24,Seattle,3-1,DAL
Saturday,October 4,Vancouver,2-0,DAL
Sunday,October 12,DAL,2-1,LA Galaxy
Saturday,October 18,Colorado,0-1,DAL
Saturday,October 25,DAL,0-2,Portland
