day,date,home_team,result,away_team
Sunday,March 9,Chivas USA,3-2,CHI
Sunday,March 16,Portland,1-1,CHI
Sunday,March 23,CHI,1-1,NY Red Bulls
Saturday,March 29,D.C. United,2-2,CHI
Saturday,April 5,CHI,2-2,Philadelphia
Saturday,April 12,Montreal,1-1,CHI
Saturday,April 19,CHI,1-1,New England
Saturday,May 3,CHI,2-3,Real Salt Lake
Saturday,May 10,NY Red Bulls,4-5,CHI
Sunday,May 18,CHI,2-1,Sporting KC
Saturday,May 24,Columbus,2-0,CHI
Sunday,June 1,CHI,1-1,LA Galaxy
Wednesday,June 4,Colorado,0-0,CHI
Saturday,June 7,Seattle,2-3,CHI
Wednesday,July 2,CHI,1-1,Toronto FC
Sunday,July 6,Sporting KC,1-1,CHI
Saturday,July 12,New England,0-1,CHI
Saturday,July 19,CHI,1-1,Philadelphia
Wednesday,July 23,San Jose,5-1,CHI
Wednesday,July 30,CHI,0-0,Vancouver
Saturday,August 2,CHI,1-1,Columbus
Sunday,August 10,CHI,1-0,NY Red Bulls
Saturday,August 16,Montreal,1-0,CHI
Saturday,August 23,Toronto FC,2-2,CHI
Saturday,August 30,CHI,1-0,FC Dallas
Sunday,September 7,New England,2-1,CHI
Saturday,September 13,CHI,1-1,Toronto FC
Saturday,September 20,CHI,3-3,D.C. United
Sunday,September 28,Houston,2-0,CHI
Thursday,October 2,Philadelphia,1-1,CHI
Sunday,October 5,CHI,0-0,Montreal
Friday,October 10,Sporting KC,2-0,CHI
Saturday,October 18,D.C. United,2-1,CHI
Friday,October 24,CHI,2-1,Houston
