day,date,home_team,result,away_team
Saturday,March 8,HOU,4-0,New England
Saturday,March 15,HOU,1-0,Montreal
Saturday,March 29,Vancouver,2-1,HOU
Saturday,April 5,HOU,1-4,FC Dallas
Saturday,April 12,New England,2-0,HOU
Saturday,April 19,Philadelphia,0-0,HOU
Wednesday,April 23,NY Red Bulls,4-0,HOU
Sunday,April 27,HOU,1-1,Portland
Saturday,May 3,Chivas USA,1-4,HOU
Wednesday,May 7,HOU,1-0,Columbus
Sunday,May 11,HOU,2-5,Real Salt Lake
Saturday,May 17,HOU,1-0,LA Galaxy
Wednesday,May 21,D.C. United,2-0,HOU
Sunday,May 25,San Jose,3-0,HOU
Sunday,June 1,Colorado,3-0,HOU
Friday,June 6,HOU,0-2,Sporting KC
Sunday,June 29,Montreal,3-0,HOU
Friday,July 4,HOU,2-2,NY Red Bulls
Saturday,July 12,Toronto FC,4-2,HOU
Saturday,July 19,HOU,2-2,Toronto FC
Sunday,August 3,HOU,1-0,D.C. United
Sunday,August 10,Seattle,2-0,HOU
Friday,August 15,HOU,2-0,Philadelphia
Saturday,August 23,Columbus,3-0,HOU
Friday,August 29,Sporting KC,1-3,HOU
Saturday,September 6,HOU,3-2,Montreal
Saturday,September 13,HOU,2-2,Columbus
Saturday,September 20,Philadelphia,0-0,HOU
Sunday,September 28,HOU,2-0,Chicago
Saturday,October 4,NY Red Bulls,1-0,HOU
Wednesday,October 8,Toronto FC,0-1,HOU
Sunday,October 12,HOU,1-3,D.C. United
Thursday,October 16,HOU,1-2,New England
Friday,October 24,Chicago,2-1,HOU
