day,date,home_team,result,away_team
Saturday,March 15,SJ,3-3,Real Salt Lake
Saturday,March 22,Sporting KC,1-0,SJ
Saturday,March 29,SJ,1-2,New England
Sunday,April 13,SJ,1-1,Columbus
Saturday,April 19,Colorado,0-0,SJ
Saturday,April 26,SJ,1-0,Chivas USA
Saturday,May 3,Vancouver,3-2,SJ
Wednesday,May 7,SJ,0-0,Colorado
Saturday,May 10,SJ,2-1,FC Dallas
Saturday,May 17,Seattle,1-0,SJ
Sunday,May 25,SJ,3-0,Houston
Saturday,May 31,FC Dallas,1-2,SJ
Saturday,June 7,Toronto FC,1-0,SJ
Saturday,June 28,SJ,0-1,LA Galaxy
Wednesday,July 2,SJ,0-1,Chivas USA
Friday,July 11,SJ,1-2,D.C. United
Saturday,July 19,NY Red Bulls,1-1,SJ
Wednesday,July 23,SJ,5-1,Chicago
Saturday,August 2,Seattle,1-0,SJ
Friday,August 8,LA Galaxy,2-2,SJ
Saturday,August 16,SJ,0-5,FC Dallas
Wednesday,August 20,Seattle,1-1,SJ
Sunday,August 24,Philadelphia,4-2,SJ
Saturday,August 30,SJ,1-1,Real Salt Lake
Sunday,September 7,Portland,3-3,SJ
Wednesday,September 10,Vancouver,2-0,SJ
Sunday,September 14,SJ,1-1,LA Galaxy
Saturday,September 20,Montreal,2-0,SJ
Saturday,September 27,Colorado,1-1,SJ
Saturday,October 4,SJ,1-2,Portland
Wednesday,October 8,Portland,3-0,SJ
Saturday,October 11,Real Salt Lake,2-0,SJ
Saturday,October 18,SJ,0-0,Vancouver
Sunday,October 26,Chivas USA,1-0,SJ
