day,date,home_team,result,away_team
Saturday,April 13,LA Galaxy,2-1,RBNY
Saturday,April 20,RBNY,0-1,New England
Saturday,April 27,RBNY,0-2,Columbus
Saturday,May 4,RBNY,4-3,Tampa Bay Mutiny
Sunday,May 12,D.C. United,1-2,RBNY
Thursday,May 16,RBNY,3-0,Colorado
Sunday,May 19,New England,2-0,RBNY
Wednesday,May 22,Sporting KC,2-1,RBNY
Thursday,May 30,RBNY,1-2,D.C. United
Sunday,June 2,FC Dallas,0-1,RBNY
Sunday,June 9,RBNY,0-4,LA Galaxy
Sunday,June 16,RBNY,0-1,San Jose
Wednesday,June 19,RBNY,1-0,FC Dallas
Wednesday,June 26,RBNY,2-0,Sporting KC
Sunday,June 30,Columbus,0-4,RBNY
Thursday,July 4,Colorado,3-1,RBNY
Wednesday,July 10,RBNY,3-2,FC Dallas
Sunday,July 21,LA Galaxy,3-0,RBNY
Wednesday,July 24,San Jose,0-1,RBNY
Sunday,July 28,RBNY,4-1,San Jose
Saturday,August 3,New England,2-1,RBNY
Sunday,August 11,Colorado,0-2,RBNY
Wednesday,August 14,RBNY,4-0,New England
Saturday,August 17,Tampa Bay Mutiny,3-1,RBNY
Wednesday,August 21,RBNY,2-3,D.C. United
Sunday,September 1,Sporting KC,3-2,RBNY
Wednesday,September 4,RBNY,0-2,Tampa Bay Mutiny
Friday,September 6,D.C. United,1-2,RBNY
Tuesday,September 10,RBNY,3-1,LA Galaxy
Sunday,September 15,Columbus,2-0,RBNY
Wednesday,September 18,RBNY,1-0,Columbus
Saturday,September 21,Tampa Bay Mutiny,4-1,RBNY
