day,date,home_team,result,away_team
Saturday,April 13,Tampa Bay Mutiny,3-2,NE
Saturday,April 20,NY Red Bulls,0-1,NE
Saturday,April 27,NE,2-1,D.C. United
Saturday,May 4,NE,1-2,San Jose
Saturday,May 11,Columbus,3-2,NE
Sunday,May 19,NE,2-0,NY Red Bulls
Saturday,May 25,NE,3-2,Colorado
Saturday,June 1,Sporting KC,2-1,NE
Thursday,June 6,NE,2-3,LA Galaxy
Saturday,June 15,NE,2-1,Sporting KC
Sunday,June 23,NE,1-4,FC Dallas
Thursday,June 27,NE,1-2,Columbus
Sunday,June 30,D.C. United,3-1,NE
Thursday,July 4,LA Galaxy,0-1,NE
Saturday,July 6,San Jose,1-2,NE
Thursday,July 11,Columbus,1-2,NE
Saturday,July 20,NE,2-0,D.C. United
Wednesday,July 24,Colorado,2-0,NE
Saturday,July 27,Sporting KC,4-2,NE
Wednesday,July 31,NE,2-0,San Jose
Saturday,August 3,NE,2-1,NY Red Bulls
Thursday,August 8,LA Galaxy,1-0,NE
Sunday,August 11,San Jose,6-1,NE
Wednesday,August 14,NY Red Bulls,4-0,NE
Friday,August 16,NE,2-0,Colorado
Wednesday,August 21,NE,4-2,Tampa Bay Mutiny
Saturday,August 31,Tampa Bay Mutiny,3-1,NE
Wednesday,September 4,NE,2-1,FC Dallas
Saturday,September 7,FC Dallas,0-2,NE
Thursday,September 12,NE,1-2,Tampa Bay Mutiny
Tuesday,September 17,D.C. United,3-2,NE
Saturday,September 21,NE,0-1,Columbus
