day,date,home_team,result,away_team
Saturday,April 13,Sporting KC,3-0,COL
Sunday,April 21,COL,3-1,FC Dallas
Sunday,May 5,COL,4-0,Sporting KC
Wednesday,May 8,San Jose,3-1,COL
Saturday,May 11,COL,1-2,Tampa Bay Mutiny
Thursday,May 16,NY Red Bulls,3-0,COL
Sunday,May 19,Columbus,2-4,COL
Saturday,May 25,New England,3-2,COL
Wednesday,May 29,COL,2-0,FC Dallas
Sunday,June 2,COL,2-3,D.C. United
Saturday,June 8,Tampa Bay Mutiny,2-1,COL
Saturday,June 15,FC Dallas,2-1,COL
Wednesday,June 19,Columbus,2-3,COL
Wednesday,June 26,LA Galaxy,3-1,COL
Sunday,June 30,COL,2-1,LA Galaxy
Thursday,July 4,COL,3-1,NY Red Bulls
Sunday,July 7,COL,2-1,Columbus
Wednesday,July 10,Sporting KC,2-0,COL
Wednesday,July 17,COL,1-2,San Jose
Sunday,July 21,COL,1-3,Tampa Bay Mutiny
Wednesday,July 24,COL,2-0,New England
Saturday,July 27,FC Dallas,3-0,COL
Thursday,August 1,COL,2-3,LA Galaxy
Saturday,August 3,Tampa Bay Mutiny,3-1,COL
Wednesday,August 7,COL,4-2,Sporting KC
Sunday,August 11,COL,0-2,NY Red Bulls
Friday,August 16,New England,2-0,COL
Sunday,August 25,San Jose,1-0,COL
Thursday,August 29,COL,1-2,D.C. United
Thursday,September 5,LA Galaxy,0-1,COL
Sunday,September 8,COL,1-3,San Jose
Saturday,September 21,D.C. United,3-1,COL
