day,date,home_team,result,away_team
Saturday,April 13,SKC,3-0,Colorado
Thursday,April 18,FC Dallas,3-0,SKC
Sunday,April 21,San Jose,2-3,SKC
Thursday,May 2,SKC,6-4,Columbus
Sunday,May 5,Colorado,4-0,SKC
Wednesday,May 8,Tampa Bay Mutiny,2-0,SKC
Saturday,May 11,SKC,2-3,FC Dallas
Sunday,May 19,LA Galaxy,2-0,SKC
Wednesday,May 22,SKC,2-1,NY Red Bulls
Wednesday,May 29,San Jose,2-1,SKC
Saturday,June 1,SKC,2-1,New England
Wednesday,June 5,SKC,1-3,Tampa Bay Mutiny
Saturday,June 8,Columbus,3-4,SKC
Saturday,June 15,New England,2-1,SKC
Thursday,June 20,SKC,5-1,D.C. United
Wednesday,June 26,NY Red Bulls,2-0,SKC
Saturday,June 29,FC Dallas,0-1,SKC
Saturday,July 6,SKC,3-1,LA Galaxy
Wednesday,July 10,SKC,2-0,Colorado
Thursday,July 18,Tampa Bay Mutiny,3-2,SKC
Saturday,July 20,SKC,1-2,FC Dallas
Saturday,July 27,SKC,4-2,New England
Wednesday,July 31,D.C. United,2-3,SKC
Sunday,August 4,D.C. United,2-4,SKC
Wednesday,August 7,Colorado,4-2,SKC
Sunday,August 11,SKC,3-2,LA Galaxy
Thursday,August 15,SKC,4-1,San Jose
Wednesday,August 21,LA Galaxy,1-2,SKC
Saturday,August 24,Columbus,2-1,SKC
Sunday,September 1,SKC,3-2,NY Red Bulls
Saturday,September 7,SKC,1-5,Columbus
Saturday,September 21,SKC,0-1,San Jose
