day,date,home_team,result,away_team
Saturday,March 19,DAL,1-1,Chicago
Saturday,March 26,DAL,0-2,San Jose
Friday,April 1,Columbus,2-0,DAL
Friday,April 8,DAL,3-0,Colorado
Sunday,April 17,Portland,3-2,DAL
Saturday,April 23,Vancouver,1-2,DAL
Sunday,May 1,DAL,2-1,LA Galaxy
Saturday,May 7,D.C. United,0-0,DAL
Wednesday,May 11,DAL,1-0,Toronto FC
Saturday,May 14,DAL,2-0,Philadelphia
Sunday,May 22,DAL,0-0,Real Salt Lake
Wednesday,May 25,Seattle,0-1,DAL
Saturday,May 28,Houston,2-2,DAL
Saturday,June 4,DAL,1-0,New England
Sunday,June 12,DAL,1-4,Sporting KC
Saturday,June 18,Chivas USA,1-2,DAL
Saturday,June 25,DAL,4-0,Portland
Saturday,July 2,DAL,2-0,Columbus
Saturday,July 9,Real Salt Lake,2-0,DAL
Saturday,July 16,DAL,0-0,D.C. United
Wednesday,July 20,Toronto FC,0-1,DAL
Saturday,July 23,NY Red Bulls,2-2,DAL
Sunday,July 31,DAL,1-0,Chivas USA
Saturday,August 6,LA Galaxy,3-1,DAL
Saturday,August 13,Philadelphia,2-2,DAL
Saturday,August 20,Seattle,0-1,DAL
Saturday,August 27,Sporting KC,2-3,DAL
Saturday,September 10,New England,2-0,DAL
Saturday,September 17,DAL,0-1,NY Red Bulls
Saturday,September 24,DAL,0-1,Houston
Saturday,October 1,Colorado,1-0,DAL
Wednesday,October 12,Chicago,1-2,DAL
Saturday,October 15,DAL,2-0,Vancouver
Saturday,October 22,San Jose,4-2,DAL
