day,date,home_team,result,away_team
Saturday,March 19,COL,3-1,Portland
Saturday,March 26,Chivas USA,0-1,COL
Sunday,April 3,COL,4-1,D.C. United
Friday,April 8,FC Dallas,3-0,COL
Wednesday,April 13,Real Salt Lake,1-0,COL
Friday,April 22,Seattle,0-1,COL
Saturday,April 30,COL,1-1,Chicago
Wednesday,May 4,Houston,1-2,COL
Saturday,May 7,New England,0-0,COL
Saturday,May 14,D.C. United,1-1,COL
Sunday,May 22,COL,0-0,Toronto FC
Wednesday,May 25,NY Red Bulls,2-2,COL
Saturday,May 28,COL,1-1,Sporting KC
Saturday,June 4,COL,1-1,Philadelphia
Saturday,June 11,Portland,0-1,COL
Saturday,June 18,COL,1-3,LA Galaxy
Sunday,June 26,Columbus,4-1,COL
Sunday,July 3,COL,0-0,Houston
Wednesday,July 6,Sporting KC,1-1,COL
Saturday,July 9,COL,2-1,Vancouver
Saturday,July 16,Seattle,4-3,COL
Wednesday,July 20,COL,4-1,NY Red Bulls
Saturday,July 23,COL,2-2,New England
Friday,July 29,Philadelphia,1-2,COL
Friday,August 5,COL,2-0,Columbus
Saturday,August 13,San Jose,1-2,COL
Saturday,August 20,COL,2-2,Chivas USA
Saturday,August 27,Chicago,2-0,COL
Friday,September 9,LA Galaxy,1-0,COL
Saturday,September 17,Toronto FC,2-1,COL
Saturday,September 24,COL,1-1,San Jose
Saturday,October 1,COL,1-0,FC Dallas
Friday,October 14,COL,0-0,Real Salt Lake
Saturday,October 22,Vancouver,1-2,COL
