day,date,home_team,result,away_team
Saturday,March 19,FC Dallas,1-1,CHI
Saturday,March 26,CHI,3-2,Sporting KC
Saturday,April 9,Seattle,2-1,CHI
Thursday,April 14,Portland,4-2,CHI
Sunday,April 17,CHI,1-2,LA Galaxy
Saturday,April 23,CHI,1-1,Houston
Saturday,April 30,Colorado,1-1,CHI
Saturday,May 7,CHI,0-0,Vancouver
Saturday,May 14,Toronto FC,2-2,CHI
Saturday,May 21,Philadelphia,2-1,CHI
Saturday,May 28,CHI,2-2,San Jose
Saturday,June 4,Seattle,0-0,CHI
Thursday,June 9,Sporting KC,0-0,CHI
Sunday,June 12,Columbus,0-1,CHI
Saturday,June 18,New England,1-1,CHI
Wednesday,June 22,CHI,0-0,Real Salt Lake
Sunday,June 26,CHI,1-1,NY Red Bulls
Saturday,July 2,Chivas USA,1-1,CHI
Saturday,July 9,LA Galaxy,2-1,CHI
Saturday,July 16,CHI,0-1,Portland
Wednesday,August 3,CHI,1-1,Philadelphia
Sunday,August 7,Vancouver,4-2,CHI
Saturday,August 13,NY Red Bulls,2-2,CHI
Thursday,August 18,CHI,1-1,D.C. United
Sunday,August 21,CHI,2-0,Toronto FC
Saturday,August 27,CHI,2-0,Colorado
Saturday,September 10,San Jose,2-0,CHI
Saturday,September 17,CHI,3-2,Chivas USA
Sunday,September 25,CHI,3-2,New England
Wednesday,September 28,Real Salt Lake,0-3,CHI
Saturday,October 1,Houston,1-1,CHI
Wednesday,October 12,CHI,1-2,FC Dallas
Saturday,October 15,D.C. United,1-2,CHI
Saturday,October 22,CHI,3-2,Columbus
