day,date,home_team,result,away_team
Saturday,March 20,DAL,4-0,Sporting KC
Sunday,March 28,LA Galaxy,1-0,DAL
Saturday,April 10,Chicago,0-1,DAL
Thursday,April 15,Fusion,2-1,DAL
Sunday,April 18,DAL,2-1,Tampa Bay Mutiny
Saturday,April 24,DAL,2-0,Columbus
Friday,April 30,San Jose,2-1,DAL
Saturday,May 8,DAL,1-2,Colorado
Saturday,May 15,DAL,2-1,San Jose
Saturday,May 22,San Jose,2-1,DAL
Wednesday,May 26,DAL,2-1,Fusion
Saturday,June 5,NY Red Bulls,2-5,DAL
Saturday,June 12,Sporting KC,1-0,DAL
Wednesday,June 16,DAL,3-0,D.C. United
Saturday,June 19,Colorado,2-1,DAL
Saturday,June 26,DAL,2-0,New England
Friday,July 2,Chicago,2-1,DAL
Sunday,July 4,DAL,1-2,Chicago
Saturday,July 10,DAL,5-0,Sporting KC
Saturday,July 24,Columbus,4-1,DAL
Saturday,July 31,DAL,0-2,Colorado
Wednesday,August 4,DAL,2-0,NY Red Bulls
Saturday,August 14,LA Galaxy,2-0,DAL
Wednesday,August 18,Colorado,0-3,DAL
Sunday,August 22,DAL,4-3,Chicago
Saturday,August 28,DAL,1-0,LA Galaxy
Saturday,September 4,D.C. United,4-1,DAL
Saturday,September 11,DAL,1-0,San Jose
Saturday,September 18,Sporting KC,1-2,DAL
Friday,September 24,New England,0-1,DAL
Sunday,October 3,DAL,4-3,LA Galaxy
Sunday,October 10,Tampa Bay Mutiny,1-2,DAL
