day,date,home_team,result,away_team
Saturday,March 20,Fusion,2-3,RBNY
Sunday,March 28,RBNY,1-0,Columbus
Saturday,April 3,RBNY,0-1,D.C. United
Sunday,April 11,Tampa Bay Mutiny,1-2,RBNY
Sunday,April 25,RBNY,0-1,Tampa Bay Mutiny
Saturday,May 1,RBNY,0-1,LA Galaxy
Saturday,May 8,D.C. United,2-1,RBNY
Saturday,May 15,RBNY,3-2,Fusion
Saturday,May 22,Colorado,2-0,RBNY
Saturday,May 29,RBNY,3-4,New England
Saturday,June 5,RBNY,2-5,FC Dallas
Saturday,June 12,RBNY,0-1,Colorado
Sunday,June 20,Sporting KC,6-0,RBNY
Saturday,June 26,Columbus,2-1,RBNY
Wednesday,June 30,RBNY,2-1,Tampa Bay Mutiny
Sunday,July 4,New England,3-2,RBNY
Saturday,July 10,Chicago,2-0,RBNY
Saturday,July 24,RBNY,0-1,Fusion
Wednesday,August 4,FC Dallas,2-0,RBNY
Saturday,August 7,Fusion,2-0,RBNY
Wednesday,August 11,RBNY,1-4,D.C. United
Saturday,August 14,RBNY,1-2,Sporting KC
Wednesday,August 18,RBNY,2-4,Columbus
Saturday,August 21,LA Galaxy,4-1,RBNY
Wednesday,August 25,RBNY,1-2,New England
Saturday,August 28,San Jose,2-1,RBNY
Sunday,September 5,RBNY,1-2,Chicago
Sunday,September 12,Columbus,1-2,RBNY
Saturday,September 18,D.C. United,2-1,RBNY
Wednesday,September 22,RBNY,1-2,San Jose
Saturday,September 25,Tampa Bay Mutiny,1-2,RBNY
Saturday,October 2,New England,2-1,RBNY
