day,date,home_team,result,away_team
Saturday,March 20,SJ,1-3,Chicago
Saturday,March 27,SJ,3-2,Colorado
Saturday,April 3,SJ,2-1,LA Galaxy
Saturday,April 10,Sporting KC,1-2,SJ
Saturday,April 17,D.C. United,1-2,SJ
Saturday,April 24,LA Galaxy,1-0,SJ
Friday,April 30,SJ,2-1,FC Dallas
Sunday,May 9,SJ,1-2,Columbus
Saturday,May 15,FC Dallas,2-1,SJ
Saturday,May 22,SJ,2-1,FC Dallas
Thursday,May 27,Colorado,4-2,SJ
Thursday,June 3,SJ,4-3,Colorado
Saturday,June 12,SJ,2-1,Tampa Bay Mutiny
Saturday,June 19,Chicago,2-0,SJ
Saturday,June 26,Fusion,1-2,SJ
Wednesday,June 30,Columbus,4-3,SJ
Sunday,July 4,SJ,2-1,D.C. United
Thursday,July 8,Tampa Bay Mutiny,2-1,SJ
Friday,July 23,Chicago,2-3,SJ
Saturday,July 31,Sporting KC,3-2,SJ
Saturday,August 7,SJ,1-4,LA Galaxy
Thursday,August 12,New England,1-2,SJ
Saturday,August 21,SJ,2-1,New England
Saturday,August 28,SJ,2-1,NY Red Bulls
Wednesday,September 1,LA Galaxy,3-1,SJ
Saturday,September 4,SJ,2-0,Sporting KC
Saturday,September 11,FC Dallas,1-0,SJ
Sunday,September 19,SJ,6-1,Fusion
Wednesday,September 22,NY Red Bulls,1-2,SJ
Sunday,September 26,SJ,2-0,Chicago
Friday,October 1,Colorado,1-0,SJ
Wednesday,October 6,SJ,1-0,Sporting KC
