day,date,home_team,result,away_team
Sunday,March 28,Fusion,2-1,NE
Saturday,April 3,Sporting KC,0-1,NE
Saturday,April 10,NE,2-3,D.C. United
Saturday,April 17,NE,0-1,Columbus
Saturday,April 24,D.C. United,2-3,NE
Saturday,May 1,NE,1-2,Colorado
Saturday,May 8,NE,1-0,Fusion
Saturday,May 15,Columbus,2-0,NE
Sunday,May 23,LA Galaxy,1-0,NE
Saturday,May 29,NY Red Bulls,3-4,NE
Saturday,June 5,NE,2-0,Chicago
Sunday,June 13,NE,4-3,Fusion
Wednesday,June 16,Columbus,2-1,NE
Saturday,June 19,Tampa Bay Mutiny,2-3,NE
Saturday,June 26,FC Dallas,2-0,NE
Sunday,July 4,NE,3-2,NY Red Bulls
Sunday,July 11,NE,2-5,LA Galaxy
Sunday,July 25,NE,0-2,D.C. United
Saturday,July 31,Tampa Bay Mutiny,4-1,NE
Friday,August 6,Colorado,1-0,NE
Thursday,August 12,NE,1-2,San Jose
Wednesday,August 18,NE,0-1,Tampa Bay Mutiny
Saturday,August 21,San Jose,2-1,NE
Wednesday,August 25,NY Red Bulls,1-2,NE
Saturday,August 28,Chicago,2-1,NE
Saturday,September 4,NE,1-5,Tampa Bay Mutiny
Tuesday,September 7,NE,3-2,Sporting KC
Saturday,September 11,Fusion,2-1,NE
Saturday,September 18,NE,0-1,Columbus
Friday,September 24,NE,0-1,FC Dallas
Saturday,October 2,NE,2-1,NY Red Bulls
Saturday,October 9,D.C. United,1-2,NE
