Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
SC1,05/08/00,Ayr,Ross County,1,0,H,1,0,H,2740,George Clyde,14,8,5,3,1,0,6,1,13,16,0,0,1,3,0,2,10,80,,,,,,,,,,1.62,3.5,4.5,1.66,3.6,4
SC1,05/08/00,Clyde,Falkirk,3,1,H,1,1,D,2706,Kevin Toner,8,7,6,3,1,1,3,8,8,9,10,1,2,1,0,1,20,35,,,,,,,,,,2.63,3.4,2.2,2.6,3.4,2.25
SC1,05/08/00,Inverness C,Airdrie,2,0,H,1,0,H,2366,Gary Mitchell,9,5,6,2,0,0,5,2,4,11,6,5,2,1,0,0,20,10,,,,,,,,,,1.8,3.5,3.5,1.9,3.4,3.25
SC1,05/08/00,Morton,Livingston,0,2,A,0,0,D,1727,John Fleming,10,13,5,7,0,1,4,6,14,11,3,4,1,2,0,0,10,20,,,,,,,,,,3,3.4,2,2.75,3.5,2.1
SC1,05/08/00,Raith Rvs,Alloa,1,2,A,0,2,A,2123,Brian McGarry,13,7,7,4,1,0,5,3,15,15,2,2,1,0,1,0,35,0,,,,,,,,,,1.62,3.5,4.5,1.72,3.6,3.75
SC1,12/08/00,Airdrie,Raith Rvs,1,1,D,1,0,H,3011,Tom Brown,7,18,5,7,0,2,5,14,17,14,0,0,4,3,0,0,40,30,,,,,,,,,,2.25,3.5,2.5,2.25,3.5,2.5
SC1,12/08/00,Alloa,Ayr,1,1,D,1,0,H,1274,Martin Dale,9,26,8,18,0,0,2,5,13,16,6,1,1,2,0,0,10,20,,,,,,,,,,2.63,3.4,2.2,2.5,3.5,2.25
SC1,12/08/00,Falkirk,Morton,1,0,H,0,0,D,2782,Dougie Smith,12,3,6,2,0,0,10,5,10,9,3,3,3,4,1,0,55,40,,,,,,,,,,1.44,3.75,6,1.5,3.8,5
SC1,12/08/00,Livingston,Inverness C,3,1,H,1,0,H,4113,Bobby Orr,12,8,6,6,2,0,5,4,7,10,7,2,0,1,0,0,0,10,,,,,,,,,,1.73,3.6,3.75,1.66,3.6,4
SC1,12/08/00,Ross County,Clyde,0,2,A,0,1,A,2645,Alan Freeland,11,9,4,6,1,0,9,7,7,11,1,0,2,3,0,0,20,30,,,,,,,,,,2.4,3.25,2.5,2.25,3.5,2.5
