Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
SC3,04/08/98,Berwick,Queens Park,0,3,A,,,,,,,,,,,,,,,,,,,,,
SC3,04/08/98,Brechin,Stenhousemuir,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC3,04/08/98,Cowdenbeath,Montrose,4,1,H,,,,,,,,,,,,,,,,,,,,,
SC3,04/08/98,Dumbarton,Albion Rvs,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC3,04/08/98,Ross County,East Stirling,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC3,15/08/98,Albion Rvs,Ross County,0,8,A,,,,,,,,,,,,,,,,,,,,,
SC3,15/08/98,East Stirling,Brechin,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC3,15/08/98,Montrose,Berwick,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC3,15/08/98,Queens Park,Dumbarton,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC3,15/08/98,Stenhousemuir,Cowdenbeath,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC3,22/08/98,Berwick,Albion Rvs,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC3,22/08/98,Brechin,Queens Park,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC3,22/08/98,Cowdenbeath,East Stirling,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC3,22/08/98,Dumbarton,Stenhousemuir,0,2,A,,,,,,,,,,,,,,,,,,,,,
SC3,22/08/98,Ross County,Montrose,3,1,H,,,,,,,,,,,,,,,,,,,,,
SC3,29/08/98,Albion Rvs,Queens Park,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC3,29/08/98,Brechin,Montrose,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC3,29/08/98,Dumbarton,Berwick,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC3,29/08/98,Ross County,Cowdenbeath,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC3,29/08/98,Stenhousemuir,East Stirling,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC3,05/09/98,Berwick,Ross County,0,2,A,,,,,,,,,,,,,,,,,,,,,
SC3,05/09/98,Cowdenbeath,Brechin,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC3,05/09/98,East Stirling,Dumbarton,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC3,05/09/98,Montrose,Albion Rvs,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC3,05/09/98,Queens Park,Stenhousemuir,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC3,12/09/98,Brechin,Dumbarton,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC3,12/09/98,Cowdenbeath,Berwick,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC3,12/09/98,East Stirling,Albion Rvs,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC3,12/09/98,Queens Park,Ross County,4,2,H,,,,,,,,,,,,,,,,,,,,,
SC3,12/09/98,Stenhousemuir,Montrose,4,0,H,,,,,,,,,,,,,,,,,,,,,
SC3,19/09/98,Albion Rvs,Brechin,1,4,A,,,,,,,,,,,,,,,,,,,,,
SC3,19/09/98,Berwick,East Stirling,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC3,19/09/98,Dumbarton,Cowdenbeath,5,0,H,,,,,,,,,,,,,,,,,,,,,
SC3,19/09/98,Montrose,Queens Park,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC3,19/09/98,Ross County,Stenhousemuir,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC3,26/09/98,Albion Rvs,Cowdenbeath,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC3,26/09/98,Berwick,Stenhousemuir,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC3,26/09/98,Montrose,Dumbarton,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC3,26/09/98,Queens Park,East Stirling,0,4,A,,,,,,,,,,,,,,,,,,,,,
SC3,26/09/98,Ross County,Brechin,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC3,03/10/98,Brechin,Berwick,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC3,03/10/98,Cowdenbeath,Queens Park,0,3,A,,,,,,,,,,,,,,,,,,,,,
SC3,03/10/98,Dumbarton,Ross County,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC3,03/10/98,East Stirling,Montrose,3,1,H,,,,,,,,,,,,,,,,,,,,,
