Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
SC0,26/08/95,Falkirk,Aberdeen,2,3,A,0,2,A,,,,,,,,,,,
SC0,26/08/95,Hearts,Motherwell,1,1,D,0,0,D,,,,,,,,,,,
SC0,26/08/95,Partick,Hibernian,1,1,D,0,0,D,,,,,,,,,,,
SC0,26/08/95,Raith Rvs,Celtic,0,1,A,0,0,D,,,,,,,,,,,
SC0,26/08/95,Rangers,Kilmarnock,1,0,H,0,0,D,,,,,,,,,,,
SC0,09/09/95,Hearts,Falkirk,4,1,H,2,1,H,,,,,,,,,,,
SC0,09/09/95,Kilmarnock,Hibernian,0,3,A,0,3,A,,,,,,,,,,,
SC0,09/09/95,Motherwell,Partick,1,1,D,0,0,D,,,,,,,,,,,
SC0,09/09/95,Rangers,Raith Rvs,4,0,H,3,0,H,,,,,,,,,,,
SC0,10/09/95,Aberdeen,Celtic,2,3,A,2,3,A,,,,,,,,,,,
SC0,16/09/95,Celtic,Motherwell,1,1,D,1,0,H,,,,,,,,,,,
SC0,16/09/95,Falkirk,Rangers,0,2,A,0,1,A,,,,,,,,,,,
SC0,16/09/95,Hibernian,Aberdeen,1,1,D,0,0,D,,,,,,,,,,,
SC0,16/09/95,Partick,Hearts,2,0,H,1,0,H,,,,,,,,,,,
SC0,16/09/95,Raith Rvs,Kilmarnock,2,0,H,0,0,D,,,,,,,,,,,
SC0,23/09/95,Falkirk,Motherwell,0,0,D,0,0,D,,,,,,,,,,,
SC0,23/09/95,Hearts,Celtic,0,4,A,0,2,A,,,,,,,,,,,
SC0,23/09/95,Kilmarnock,Aberdeen,1,2,A,0,2,A,,,,,,,,,,,
SC0,23/09/95,Raith Rvs,Partick,3,1,H,2,0,H,,,,,,,,,,,
SC0,23/09/95,Rangers,Hibernian,0,1,A,0,0,D,,,,,,,,,,,
SC0,30/09/95,Aberdeen,Raith Rvs,3,0,H,2,0,H,,,,,,,,,,,
SC0,30/09/95,Celtic,Rangers,0,2,A,0,1,A,,,,,,,,,,,
SC0,30/09/95,Motherwell,Kilmarnock,3,0,H,1,0,H,,,,,,,,,,,
SC0,30/09/95,Partick,Falkirk,1,1,D,0,0,D,,,,,,,,,,,
SC0,01/10/95,Hibernian,Hearts,2,2,D,0,1,A,,,,,,,,,,,
SC0,03/10/95,Rangers,Motherwell,2,1,H,1,0,H,,,,,,,,,,,
SC0,04/10/95,Falkirk,Celtic,0,1,A,0,0,D,,,,,,,,,,,
