Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
E0,16/08/03,Arsenal,Everton,2,1,H,1,0,H,M Halsey,11,13,5,7,8,15,6,9,1,3,1,1,1.4,3.8,8,1.44,4,7,1.35,4,7,1.333,4,8,1.4,3.75,7.5,1.4,3.75,7.5,1.28,4.5,8,1.75,1.95,1.7,2.1,1.9,1.9,-1.25,1.9,1.95,-1.25,1.975,1.925,-1.25
E0,16/08/03,Birmingham,Tottenham,1,0,H,1,0,H,R Styles,10,15,5,7,20,27,1,4,3,5,0,0,2.375,3.25,2.75,2.35,3.25,2.8,2.5,3,2.5,2.2,3.2,2.8,2.25,3.25,2.75,2.25,3.2,2.8,2.2,3.2,2.8,1.85,1.85,1.95,1.85,2.05,1.75,-0.25,1.75,2.1,0,2.1,1.8,-0.25
E0,16/08/03,Blackburn,Wolves,5,1,H,2,0,H,J Winter,25,8,13,5,8,14,6,2,1,1,0,0,1.615,3.4,5.5,1.68,3.4,5,1.7,3.2,4.2,1.615,3.5,4.5,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.5,5,1.85,1.85,1.9,1.9,1.95,1.85,-0.75,2,1.85,-0.75,1.95,1.95,-0.75
E0,16/08/03,Fulham,Middlesbrough,3,2,H,1,1,D,G Poll,17,8,9,5,18,16,7,6,1,1,0,0,2.3,3.25,2.8,2.4,3.25,2.7,2.1,3.1,3,2.375,3.2,2.6,2.2,3.25,2.8,2.2,3.2,2.87,2.3,3.2,2.62,1.95,1.75,2.1,1.7,1.8,2,0,1.85,2,0,2.1,1.8,-0.25
E0,16/08/03,Leicester,Southampton,2,2,D,2,0,H,M Riley,12,13,7,10,27,15,2,7,3,1,0,0,2.5,3.2,2.6,2.5,3.25,2.6,2.2,3.1,2.8,2.5,3.2,2.5,2.38,3.2,2.63,2.4,3.2,2.6,2.3,3.2,2.62,1.95,1.75,2,1.8,1.85,1.95,0,1.85,2,0,1.85,2.05,0
E0,16/08/03,Man United,Bolton,4,0,H,1,0,H,P Durkin,13,15,6,5,12,8,8,4,0,4,0,0,1.286,4.5,10,1.3,4.8,9,1.3,4.2,8,1.25,4.5,10,1.25,5,8.5,1.25,5,9,1.22,5,9.5,1.65,2.1,1.66,2.2,1.95,1.85,-1.75,1.95,1.9,-1.75,2.05,1.85,-1.75
E0,16/08/03,Portsmouth,Aston Villa,2,1,H,1,0,H,G Barber,4,9,3,5,18,22,7,9,2,1,0,1,2.375,3.25,2.75,2.4,3.25,2.7,2.4,3,2.6,2.375,3.2,2.6,2.38,3.3,2.8,2.25,3.2,2.8,2.3,3.2,2.62,1.9,1.8,1.9,1.9,2.05,1.75,-0.25,2.1,1.75,-0.25,2.1,1.8,-0.25
E0,17/08/03,Charlton,Man City,0,3,A,0,2,A,M Dean,10,14,5,8,12,16,4,7,2,1,1,0,2.25,3.4,2.75,2.38,3.25,2.75,2.1,3.1,3,2.25,3.2,2.75,2.25,3.25,2.75,2.3,3.2,2.75,2.37,3.3,2.5,1.9,1.8,1.85,1.95,2.05,1.75,-0.25,2.05,1.8,-0.25,1.8,2.1,0
E0,17/08/03,Leeds,Newcastle,2,2,D,1,1,D,R Martin,8,19,3,10,19,16,4,8,4,2,0,0,2.75,3.25,2.375,2.85,3.25,2.3,2.7,3,2.3,2.8,3.2,2.2,2.9,3.4,2.25,2.62,3.2,2.37,3,3.2,2.1,1.8,1.9,1.8,2,1.8,2,0.25,1.8,2.05,0.25,1.825,2.075,0.25
E0,17/08/03,Liverpool,Chelsea,1,2,A,0,1,A,S Bennett,12,10,7,6,13,12,8,6,3,1,0,0,2.25,3.25,2.875,2.25,3.25,3.25,2.3,3,2.7,2.25,3.2,2.75,2.25,3.3,3,2.2,3.2,2.87,2.3,3,2.8,1.9,1.8,1.9,1.9,2.05,1.85,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25
E0,23/08/03,Bolton,Blackburn,2,2,D,2,0,H,A D'Urso,16,10,10,5,11,15,9,2,2,4,0,1,2.5,3.3,2.5,2.5,3.25,2.6,2.4,3,2.6,2.5,3.25,2.4,2.5,3.2,2.5,2.4,3.2,2.6,2.5,3.1,2.5,1.85,1.85,2,1.8,1.9,1.9,0,1.95,1.9,0,1.95,1.95,0
E0,23/08/03,Chelsea,Leicester,2,1,H,2,1,H,R Styles,17,5,7,1,12,18,7,2,0,3,1,2,1.25,5,10,1.26,5,10,1.25,4.5,9,1.25,4.5,10,1.22,5,10,1.25,5,9,1.22,5,9.5,1.6,2.15,1.75,2.05,1.75,2.05,-1.5,1.75,2.1,-1.5,1.775,2.125,-1.5
E0,23/08/03,Everton,Fulham,3,1,H,3,0,H,N Barry,10,23,8,15,15,14,4,10,2,4,0,0,1.8,3.4,4,1.85,3.3,4,1.8,3.1,3.8,1.727,3.4,4,1.67,3.4,4.5,1.72,3.25,4.33,1.72,3.4,4,1.9,1.79,2.1,1.7,1.8,2,-0.5,1.8,2.05,-0.5,1.85,2.05,-0.5
E0,23/08/03,Man City,Portsmouth,1,1,D,0,1,A,M Messias,21,4,11,2,8,22,11,7,2,3,0,0,1.667,3.6,4.5,1.67,3.4,5,1.65,3.3,4.4,1.615,3.5,4.5,1.67,3.4,4.5,1.66,3.4,4.5,1.66,3.4,4.33,1.85,1.85,1.9,1.9,1.8,2,-0.75,1.8,2.05,-0.75,1.825,2.075,-0.75
E0,23/08/03,Newcastle,Man United,1,2,A,1,0,H,U Rennie,7,11,5,8,18,14,2,4,2,2,0,0,3,3.2,2.2,3.1,3.4,2.1,3.1,3,2.1,2.75,3.25,2.2,3,3.4,2.2,3,3.25,2.1,2.87,3.1,2.2,1.65,2.05,1.7,2.1,2.3,1.6,0,2.1,1.75,0.25,2.025,1.875,0.25
E0,23/08/03,Southampton,Birmingham,0,0,D,0,0,D,Graham Barber,14,12,7,5,15,19,2,7,3,1,0,0,1.909,3.25,3.75,2,3.2,3.6,1.9,3.1,3.5,2,3.2,3.2,1.91,3.25,3.5,1.9,3.2,3.6,1.9,3.2,3.5,2,1.71,2.1,1.7,1.95,1.85,-0.5,2,1.85,-0.5,2,1.9,-0.5
E0,23/08/03,Tottenham,Leeds,2,1,H,1,1,D,S Dunn,20,5,4,2,14,14,6,0,1,2,0,0,2,3.25,3.4,2.1,3.2,3.3,2,3.1,3.2,2.1,3.2,3,2.1,3.25,3,2.2,3.2,2.9,2.1,3.2,3,1.85,1.85,1.95,1.85,2,1.8,-0.25,2,1.85,-0.25,2.025,1.875,-0.25
E0,23/08/03,Wolves,Charlton,0,4,A,0,4,A,P Dowd,10,8,4,6,11,7,5,2,2,1,0,1,2.375,3.25,2.7,2.35,3.3,2.75,2.2,3,2.9,2.25,3.2,2.75,2.38,3.2,2.62,2.25,3.2,2.8,2.25,3.1,2.8,1.85,1.85,2.05,1.75,2.05,1.75,-0.25,2.05,1.8,-0.25,1.8,2.1,0
E0,24/08/03,Aston Villa,Liverpool,0,0,D,0,0,D,P Durkin,14,15,9,9,16,7,8,9,0,1,0,0,3,3.2,2.2,3.1,3.3,2.15,3.1,3,2.1,2.75,3.25,2.2,3,3.4,2.2,2.87,3.2,2.2,3.1,3.1,2.1,1.85,1.85,2.05,1.75,1.95,1.85,0.25,,,,1.95,1.95,0.25
E0,24/08/03,Middlesbrough,Arsenal,0,4,A,0,3,A,D Gallagher,10,14,4,10,11,7,3,5,1,0,0,0,4,3.4,1.8,4.4,3.4,1.75,3.8,3.1,1.8,4,3.2,1.8,4.33,3.4,1.8,4.33,3.25,1.72,4.2,3.25,1.72,1.75,1.95,1.95,1.85,1.65,2.2,1,2.05,1.8,0.5,2.05,1.85,0.5
E0,25/08/03,Blackburn,Man City,2,3,A,1,1,D,A Wiley,14,13,10,5,14,10,9,0,2,1,0,0,2,3.25,3.4,2,3.2,3.5,1.85,3.1,3.6,2,3.4,3,1.91,3.5,3.75,1.9,3.25,3.5,2,3.2,3.2,1.79,1.9,1.9,1.9,1.95,1.85,-0.5,2,1.85,-0.5,2.1,1.8,-0.5
E0,26/08/03,Charlton,Everton,2,2,D,1,1,D,S Dunn,10,13,4,4,8,8,6,8,1,1,0,0,2.375,3.2,2.75,2.4,3.25,2.7,2.2,3,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.3,3.2,2.7,2.4,3.1,2.6,1.85,1.9,1.95,1.85,1.75,2.05,0,1.75,2.1,0,,,
E0,26/08/03,Leeds,Southampton,0,0,D,0,0,D,P Durkin,15,14,6,8,10,11,6,10,2,3,0,0,2,3.25,3.4,2.05,3.25,3.35,1.9,3.1,3.5,2,3.4,3,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.85,1.85,2,1.8,1.8,2,-0.25,1.85,2,-0.25,,,
E0,26/08/03,Leicester,Middlesbrough,0,0,D,0,0,D,G Barber,12,13,4,3,17,16,6,4,3,2,0,0,2.5,3.2,2.6,2.4,3.25,2.7,2.3,3,2.7,2.375,3.2,2.6,2.25,3.25,2.75,2.37,3.2,2.62,2.37,3.1,2.62,1.9,1.79,2.05,1.75,1.8,2,0,1.8,2.05,0,,,
E0,26/08/03,Portsmouth,Bolton,4,0,H,0,0,D,D Gallagher,13,13,8,4,12,14,0,4,2,4,0,0,2.1,3.25,3.2,2.1,3.25,3.25,2.2,3,2.9,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.9,1.79,1.95,1.85,1.8,2,-0.25,1.8,2.05,-0.25,,,
E0,27/08/03,Arsenal,Aston Villa,2,0,H,0,0,D,M Dean,14,6,6,3,16,16,2,6,3,4,0,0,1.286,5,8.5,1.26,5,10,1.3,4.2,8,1.25,4.5,10,1.25,5,8.5,1.25,5,8.5,1.28,4.5,8,1.6,2.15,1.8,2,1.8,2,-1.5,2.05,1.8,-1.75,1.875,2.025,-1.5
E0,27/08/03,Liverpool,Tottenham,0,0,D,0,0,D,U Rennie,22,9,10,4,20,27,8,5,2,5,0,0,1.5,3.5,7,1.53,3.5,6.5,1.55,3.5,4.8,1.533,3.5,5.5,1.57,3.4,5.5,1.53,3.4,6,1.5,3.4,6,1.79,1.9,1.95,1.85,2,1.8,-1,2.05,1.8,-1,2.1,1.8,-1
E0,27/08/03,Man United,Wolves,1,0,H,0,0,D,G Poll,14,12,5,2,6,12,10,2,2,2,0,0,1.143,6.5,15,1.13,7,16,1.15,6,12,1.167,5.5,12,1.12,7.5,17,1.12,6,17,1.11,6.5,15,1.4,2.65,1.44,2.62,1.8,2,-2.25,1.85,2,-2.25,1.875,2.025,-2.25
E0,30/08/03,Aston Villa,Leicester,3,1,H,3,0,H,S Bennett,10,5,8,4,18,17,11,1,1,2,0,1,1.667,3.4,5,1.7,3.4,4.7,1.75,3.2,4,1.667,3.25,4.5,1.73,3.25,4.33,1.72,3.25,4.33,1.72,3.2,4.33,1.85,1.85,2.05,1.75,2.2,1.65,-1,,,,2.075,1.825,-0.75
E0,30/08/03,Bolton,Charlton,0,0,D,0,0,D,A Wiley,13,7,9,1,18,16,12,3,4,2,0,0,2.3,3.25,2.8,2.3,3.3,2.8,2.1,3.1,3,2.25,3.2,2.75,2.1,3.25,3,2.1,3.25,3,2.2,3.25,2.75,1.9,1.79,1.95,1.85,1.95,1.85,-0.25,2,1.85,-0.25,2.05,1.85,-0.25
E0,30/08/03,Chelsea,Blackburn,2,2,D,1,1,D,M Dean,12,7,5,4,11,19,3,4,0,4,0,0,1.5,3.6,6.5,1.53,3.55,6.25,1.55,3.5,4.8,1.4,3.75,7,1.44,3.75,6.5,1.44,3.75,6.5,1.5,3.4,6,1.6,2.15,1.8,2,2.2,1.65,-1.25,1.8,2.05,-1,2.1,1.8,-1.25
E0,30/08/03,Everton,Liverpool,0,3,A,0,1,A,M Riley,11,18,5,11,22,17,9,5,3,3,0,0,2.6,3.2,2.5,2.65,3.1,2.55,2.5,3,2.5,2.5,3.2,2.5,2.6,3.25,2.6,2.5,3.2,2.5,2.5,3.1,2.5,1.9,1.79,2,1.8,2,1.8,0,2.05,1.8,0,2.075,1.825,0
E0,30/08/03,Middlesbrough,Leeds,2,3,A,0,1,A,N Barry,27,8,16,4,17,21,6,3,2,3,0,0,2,3.25,3.4,2.2,3.25,3,2.1,3,3.1,2,3.2,3.2,2.1,3.25,3,2.1,3.25,3,2,3.2,3.2,1.85,1.85,2,1.8,1.85,1.95,-0.25,1.8,2.05,-0.25,1.85,2.05,-0.25
E0,30/08/03,Newcastle,Birmingham,0,1,A,0,0,D,M Messias,19,7,10,3,15,15,9,6,2,1,0,0,1.533,3.4,6.5,1.55,3.55,6.1,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6,1.75,1.95,1.8,2,2,1.8,-1,2.1,1.75,-1,2.075,1.825,-1
