day,date,home_team,result,away_team
Saturday,March 22,SJ,1-0,NY Red Bulls
Saturday,March 29,Sporting KC,3-2,SJ
Saturday,April 5,FC Dallas,2-1,SJ
Saturday,April 12,SJ,4-1,LA Galaxy
Saturday,April 19,Columbus,2-1,SJ
Saturday,April 26,D.C. United,2-3,SJ
Saturday,May 3,SJ,1-3,Columbus
Friday,May 9,NY Red Bulls,0-1,SJ
Friday,May 16,SJ,1-2,New England
Sunday,May 18,LA Galaxy,2-1,SJ
Thursday,May 22,D.C. United,3-1,SJ
Sunday,June 1,SJ,2-3,D.C. United
Sunday,June 8,SJ,2-3,Sporting KC
Sunday,June 15,Sporting KC,1-3,SJ
Saturday,June 21,Tampa Bay Mutiny,3-1,SJ
Saturday,June 28,SJ,3-1,FC Dallas
Friday,July 4,Colorado,3-1,SJ
Sunday,July 6,SJ,3-2,New England
Sunday,July 13,SJ,2-3,Tampa Bay Mutiny
Friday,July 18,FC Dallas,3-1,SJ
Sunday,July 20,Tampa Bay Mutiny,3-1,SJ
Friday,July 25,SJ,1-2,Colorado
Sunday,August 3,New England,1-5,SJ
Saturday,August 9,SJ,2-1,Columbus
Sunday,August 17,LA Galaxy,2-3,SJ
Sunday,August 24,SJ,2-3,Sporting KC
Friday,August 29,NY Red Bulls,3-0,SJ
Saturday,September 6,SJ,4-0,NY Red Bulls
Thursday,September 11,SJ,0-1,FC Dallas
Wednesday,September 17,Colorado,1-2,SJ
Sunday,September 21,SJ,2-3,LA Galaxy
Sunday,September 28,SJ,1-3,Colorado
