day,date,home_team,result,away_team
Saturday,March 29,Columbus,2-1,COL
Sunday,April 6,COL,2-0,Columbus
Saturday,April 12,COL,2-5,D.C. United
Friday,April 18,LA Galaxy,2-1,COL
Sunday,April 20,FC Dallas,4-1,COL
Wednesday,April 23,COL,1-0,FC Dallas
Saturday,April 26,New England,2-1,COL
Saturday,May 3,COL,2-0,Tampa Bay Mutiny
Saturday,May 10,Tampa Bay Mutiny,2-1,COL
Saturday,May 17,COL,2-1,Columbus
Saturday,May 24,COL,1-2,New England
Sunday,June 1,COL,2-0,Tampa Bay Mutiny
Saturday,June 7,D.C. United,5-0,COL
Friday,June 13,NY Red Bulls,1-3,COL
Sunday,June 15,Columbus,0-2,COL
Saturday,June 21,COL,2-1,LA Galaxy
Saturday,June 28,COL,3-4,Sporting KC
Friday,July 4,COL,3-1,San Jose
Sunday,July 13,NY Red Bulls,4-1,COL
Sunday,July 20,COL,2-4,FC Dallas
Friday,July 25,San Jose,1-2,COL
Sunday,July 27,COL,1-2,LA Galaxy
Saturday,August 2,D.C. United,2-3,COL
Saturday,August 9,COL,3-0,New England
Friday,August 15,COL,2-0,NY Red Bulls
Thursday,August 28,Sporting KC,1-0,COL
Sunday,August 31,FC Dallas,4-1,COL
Saturday,September 6,COL,1-2,Sporting KC
Wednesday,September 10,LA Galaxy,2-0,COL
Wednesday,September 17,COL,1-2,San Jose
Friday,September 26,Sporting KC,5-2,COL
Sunday,September 28,San Jose,1-3,COL
