day,date,home_team,result,away_team
Saturday,April 7,CLB,0-0,NY Red Bulls
Saturday,April 14,Real Salt Lake,0-0,CLB
Thursday,April 19,CLB,2-2,New England
Saturday,April 28,CLB,1-0,D.C. United
Saturday,May 5,Sporting KC,1-0,CLB
Saturday,May 12,CLB,1-1,Chivas USA
Saturday,May 19,NY Red Bulls,4-0,CLB
Saturday,May 26,CLB,2-2,Toronto FC
Sunday,June 3,Chicago,3-2,CLB
Sunday,June 10,CLB,1-2,Houston
Saturday,June 16,New England,3-3,CLB
Wednesday,June 20,CLB,2-1,Sporting KC
Saturday,June 23,LA Galaxy,2-3,CLB
Saturday,June 30,CLB,1-0,NY Red Bulls
Wednesday,July 4,Colorado,0-0,CLB
Saturday,July 7,CLB,2-0,Real Salt Lake
Saturday,July 14,Chivas USA,2-1,CLB
Sunday,July 22,CLB,2-0,Toronto FC
Saturday,August 4,Chicago,0-0,CLB
Saturday,August 11,FC Dallas,3-2,CLB
Saturday,August 18,CLB,0-2,D.C. United
Saturday,August 25,Houston,1-1,CLB
Sunday,September 2,CLB,1-1,Colorado
Saturday,September 8,CLB,0-1,Chicago
Saturday,September 15,Sporting KC,3-2,CLB
Saturday,September 22,Toronto FC,1-2,CLB
Sunday,September 30,CLB,1-2,LA Galaxy
Saturday,October 6,CLB,1-3,FC Dallas
Saturday,October 13,New England,2-3,CLB
Saturday,October 20,D.C. United,2-3,CLB
