day,date,home_team,result,away_team
Saturday,April 7,Chivas USA,2-0,TOR
Saturday,April 14,New England,4-0,TOR
Wednesday,April 25,Sporting KC,3-0,TOR
Saturday,April 28,TOR,0-1,Sporting KC
Saturday,May 12,TOR,3-1,Chicago
Wednesday,May 16,TOR,1-0,Houston
Saturday,May 19,TOR,1-2,D.C. United
Saturday,May 26,Columbus,2-2,TOR
Saturday,June 2,TOR,2-1,Colorado
Wednesday,June 6,TOR,1-2,NY Red Bulls
Sunday,June 17,TOR,4-0,FC Dallas
Saturday,June 23,New England,3-0,TOR
Sunday,July 1,Sporting KC,1-1,TOR
Wednesday,July 4,Real Salt Lake,1-2,TOR
Saturday,July 7,Chicago,1-1,TOR
Sunday,July 15,Houston,0-0,TOR
Sunday,July 22,Columbus,2-0,TOR
Sunday,July 29,TOR,0-3,Chicago
Sunday,August 5,TOR,0-0,LA Galaxy
Sunday,August 12,NY Red Bulls,3-0,TOR
Saturday,August 18,TOR,0-2,Chivas USA
Saturday,August 25,TOR,0-1,D.C. United
Saturday,September 8,FC Dallas,2-0,TOR
Saturday,September 15,TOR,0-0,Real Salt Lake
Saturday,September 22,TOR,1-2,Columbus
Saturday,September 29,D.C. United,4-1,TOR
Thursday,October 4,TOR,2-1,NY Red Bulls
Sunday,October 7,Colorado,1-0,TOR
Saturday,October 13,LA Galaxy,2-1,TOR
Saturday,October 20,TOR,2-2,New England
