day,date,home_team,result,away_team
Saturday,April 7,Columbus,0-0,RBNY
Sunday,April 15,RBNY,3-0,FC Dallas
Saturday,April 21,RBNY,1-0,Houston
Thursday,April 26,FC Dallas,0-1,RBNY
Saturday,May 5,Real Salt Lake,3-3,RBNY
Sunday,May 13,RBNY,0-1,Colorado
Saturday,May 19,RBNY,4-0,Columbus
Thursday,May 24,RBNY,3-0,Chicago
Saturday,June 2,Sporting KC,3-2,RBNY
Wednesday,June 6,Toronto FC,1-2,RBNY
Sunday,June 10,D.C. United,4-2,RBNY
Saturday,June 16,RBNY,3-3,Sporting KC
Saturday,June 30,Columbus,1-0,RBNY
Thursday,July 5,Houston,4-0,RBNY
Sunday,July 8,Colorado,0-1,RBNY
Saturday,July 14,RBNY,0-1,New England
Sunday,July 22,RBNY,1-0,D.C. United
Thursday,July 26,RBNY,0-2,Chivas USA
Sunday,August 12,RBNY,3-0,Toronto FC
Saturday,August 18,RBNY,5-4,LA Galaxy
Wednesday,August 22,D.C. United,3-1,RBNY
Saturday,August 25,New England,2-1,RBNY
Saturday,September 1,RBNY,1-0,Chicago
Sunday,September 9,Chivas USA,3-0,RBNY
Saturday,September 15,Chicago,2-2,RBNY
Saturday,September 22,RBNY,2-2,New England
Saturday,September 29,RBNY,2-2,Real Salt Lake
Thursday,October 4,Toronto FC,2-1,RBNY
Saturday,October 13,RBNY,2-1,Sporting KC
Thursday,October 18,LA Galaxy,1-1,RBNY
