day,date,home_team,result,away_team
Saturday,March 21,Houston,1-1,CLB
Saturday,March 28,CLB,1-1,Toronto FC
Thursday,April 2,Real Salt Lake,4-1,CLB
Sunday,April 5,Chivas USA,2-1,CLB
Saturday,April 11,CLB,1-1,Colorado
Saturday,April 25,CLB,2-2,Chicago
Saturday,May 2,Toronto FC,1-1,CLB
Saturday,May 9,CLB,3-2,Sporting KC
Sunday,May 17,LA Galaxy,1-1,CLB
Wednesday,May 27,CLB,2-1,San Jose
Saturday,May 30,Seattle,1-1,CLB
Saturday,June 6,Sporting KC,0-2,CLB
Sunday,June 14,CLB,2-1,Chivas USA
Saturday,June 20,FC Dallas,2-1,CLB
Saturday,June 27,CLB,1-0,NY Red Bulls
Saturday,July 4,CLB,1-1,D.C. United
Saturday,July 11,Chicago,0-0,CLB
Saturday,July 18,CLB,3-1,Real Salt Lake
Saturday,July 25,CLB,3-2,Toronto FC
Saturday,August 1,Colorado,0-1,CLB
Saturday,August 8,San Jose,0-3,CLB
Saturday,August 15,CLB,2-0,FC Dallas
Sunday,August 30,NY Red Bulls,1-0,CLB
Sunday,September 13,CLB,2-1,Houston
Sunday,September 20,Chicago,2-2,CLB
Saturday,September 26,CLB,2-0,LA Galaxy
Saturday,October 3,Seattle,0-1,CLB
Saturday,October 10,New England,0-1,CLB
Saturday,October 17,D.C. United,1-0,CLB
Sunday,October 25,CLB,0-1,New England
