day,date,home_team,result,away_team
Saturday,March 21,FC Dallas,1-3,CHI
Saturday,March 28,D.C. United,1-1,CHI
Sunday,April 5,CHI,1-0,NY Red Bulls
Saturday,April 11,San Jose,3-3,CHI
Saturday,April 18,CHI,2-2,Sporting KC
Saturday,April 25,Columbus,2-2,CHI
Saturday,May 2,Seattle,1-1,CHI
Saturday,May 9,CHI,1-1,New England
Saturday,May 16,Toronto FC,0-2,CHI
Sunday,May 24,NY Red Bulls,0-1,CHI
Thursday,May 28,Chivas USA,2-3,CHI
Sunday,May 31,CHI,0-3,FC Dallas
Friday,June 5,CHI,0-1,Houston
Saturday,June 13,D.C. United,2-1,CHI
Saturday,July 4,Colorado,1-2,CHI
Saturday,July 11,CHI,0-0,Columbus
Saturday,July 18,CHI,2-0,San Jose
Saturday,July 25,Seattle,0-0,CHI
Saturday,August 1,CHI,1-0,Real Salt Lake
Sunday,August 9,Houston,3-2,CHI
Sunday,August 16,Sporting KC,0-2,CHI
Wednesday,August 19,CHI,0-2,LA Galaxy
Sunday,August 23,CHI,3-2,Colorado
Saturday,August 29,CHI,0-1,D.C. United
Saturday,September 12,Real Salt Lake,1-1,CHI
Sunday,September 20,CHI,2-2,Columbus
Saturday,September 26,CHI,2-2,Toronto FC
Friday,October 2,LA Galaxy,1-0,CHI
Saturday,October 17,New England,0-0,CHI
Thursday,October 22,CHI,1-0,Chivas USA
