round,home_team,home_score,away_score,away_team,notes
1,Wolfsburg,2,0,Stuttgart[Aug 8],
1,Bremen,2,3,Frankfurt,
1,Dortmund,1,0,Köln,
1,Berlin,1,0,Hannover,
1,Hoffenheim,1,1,Bayern,
1,Mainz,2,2,Leverkusen,
1,Nürnberg,1,2,Schalke[Aug 9],
1,Bochum,3,3,Mönchengladbach,
1,Freiburg,1,1,Hamburg,
2,Hamburg,4,1,Dortmund,
2,Köln,1,3,Wolfsburg,
2,Bayern,1,1,Bremen,
2,Frankfurt,1,1,Nürnberg,
2,Stuttgart,4,2,Freiburg,
2,Hannover,1,1,Mainz,
2,Leverkusen,1,0,Hoffenheim[Aug 16],
2,Mönchengladbach,2,1,Berlin,
2,Schalke,3,0,Bochum,
3,Hoffenheim,0,0,Schalke[Aug 22],
3,Mainz,2,1,Bayern,
3,Köln,0,0,Frankfurt,
3,Dortmund,1,1,Stuttgart,
3,Freiburg,0,5,Leverkusen,
3,Nürnberg,0,2,Hannover[Aug 23],
3,Bochum,1,0,Berlin,
3,Wolfsburg,2,4,Hamburg,
3,Bremen,3,0,Mönchengladbach,
4,Mönchengladbach,2,0,Mainz[Aug 29],
4,Frankfurt,1,1,Dortmund,
4,Bayern,3,0,Wolfsburg,
4,Stuttgart,0,0,Nürnberg,
4,Schalke,0,1,Freiburg,
4,Leverkusen,2,1,Bochum,
4,Hannover,0,1,Hoffenheim[Aug 30],
4,Berlin,2,3,Bremen,
4,Hamburg,3,1,Köln,
5,Bremen,0,0,Hannover,
5,Köln,1,2,Schalke,[Sep 12]
5,Dortmund,1,5,Bayern,
5,Freiburg,0,2,Frankfurt,
5,Hamburg,3,1,Stuttgart,
5,Hoffenheim,3,0,Bochum,
5,Mainz,2,1,Berlin,
5,Nürnberg,1,0,Mönchengladbach,
5,Wolfsburg,2,3,Leverkusen,
6,Schalke,1,2,Wolfsburg[Sep 19],
6,Bayern,2,1,Nürnberg,
6,Bochum,2,3,Mainz,
6,Hannover,1,1,Dortmund,
6,Mönchengladbach,2,4,Hoffenheim,
6,Stuttgart,0,2,Köln[Sep 20],
6,Frankfurt,1,1,Hamburg,
6,Leverkusen,0,0,Bremen,
6,Berlin,0,4,Freiburg,
7,Nürnberg,0,1,Bochum,[Sep 26]
7,Bremen,3,0,Mainz,
7,Dortmund,0,1,Schalke,
7,Frankfurt,0,3,Stuttgart,
7,Hamburg,1,0,Bayern,
7,Köln,0,1,Leverkusen,
7,Wolfsburg,4,2,Hannover,[Sep 27]
7,Freiburg,3,0,Mönchengladbach,
7,Hoffenheim,5,1,Berlin,
7,Schalke,2,0,Frankfurt,[Oct 3]
7,Bayern,0,0,Köln,
7,Bochum,1,1,Wolfsburg,
7,Hannover,5,2,Freiburg,
7,Leverkusen,4,0,Nürnberg,
7,Mainz,2,1,Hoffenheim,
7,Mönchengladbach,0,1,Dortmund,[Oct 4]
7,Berlin,1,3,Hamburg,
7,Stuttgart,0,2,Bremen,
9,Bremen,2,0,Hoffenheim,
9,Frankfurt,2,1,Hannover,
9,Freiburg,1,2,Bayern,
9,Hamburg,0,0,Leverkusen,
9,Köln,1,0,Mainz,
9,Nürnberg,3,0,Berlin,
9,Stuttgart,1,2,Schalke,[Oct 18]
9,Dortmund,2,0,Bochum,
9,Wolfsburg,2,1,Mönchengladbach,
10,Leverkusen,1,1,Dortmund,[Oct 24]
10,Bayern,2,1,Frankfurt,
10,Hannover,1,0,Stuttgart,
10,Hoffenheim,3,0,Nürnberg,
10,Mainz,3,0,Freiburg,
10,Mönchengladbach,0,0,Köln,[Oct 25]
10,Berlin,0,0,Wolfsburg,
10,Bochum,1,4,Bremen,
10,Schalke,3,3,Hamburg,
11,Dortmund,2,0,Berlin,[Oct 31]
11,Hamburg,2,3,Mönchengladbach,
11,Köln,0,1,Hannover,
11,Nürnberg,2,2,Bremen,
11,Schalke,2,2,Leverkusen,
11,Stuttgart,0,0,Bayern,
11,Wolfsburg,3,3,Mainz,[Nov 1]
11,Frankfurt,2,1,Bochum,
11,Freiburg,0,1,Hoffenheim,
12,Leverkusen,4,0,Frankfurt,[Nov 7]
12,Bayern,1,1,Schalke,
12,Bochum,1,2,Freiburg,
12,Hoffenheim,1,2,Wolfsburg,
12,Mainz,1,0,Nürnberg,
12,Mönchengladbach,0,0,Stuttgart,[Nov 8]
12,Berlin,0,1,Köln,
12,Bremen,1,1,Dortmund,
12,Hannover,2,2,Hamburg,
13,Dortmund,0,0,Mainz,
13,Frankfurt,1,2,Mönchengladbach,
13,Freiburg,0,6,Bremen,
13,Köln,0,4,Hoffenheim,
13,Schalke,2,0,Hannover,
13,Stuttgart,1,1,Berlin,
13,Wolfsburg,2,3,Nürnberg,[Nov 22]
13,Bayern,1,1,Leverkusen,
13,Hamburg,0,1,Bochum,
14,Bochum,0,0,Köln,[Nov 28]
14,Berlin,1,3,Frankfurt,
14,Bremen,2,2,Wolfsburg,
14,Hoffenheim,1,2,Dortmund,
14,Mainz,1,1,Hamburg,
14,Mönchengladbach,1,0,Schalke,
14,Nürnberg,0,1,Freiburg,[Nov 29]
14,Hannover,0,3,Bayern,
14,Leverkusen,4,0,Stuttgart,
15,Bayern,2,1,Mönchengladbach [Dec 5],
15,Dortmund,4,0,Nürnberg,
15,Frankfurt,2,0,Mainz,
15,Hamburg,0,0,Hoffenheim,
15,Hannover,0,0,Leverkusen,
15,Stuttgart,1,1,Bochum,
15,Wolfsburg,2,2,Freiburg[Dec 6],
15,Köln,0,0,Bremen,
15,Schalke,2,0,Berlin,
16,Berlin,2,2,Leverkusen[Dec 12],
16,Bochum,1,5,Bayern,
16,Bremen,0,2,Schalke,
16,Freiburg,0,0,Köln,
16,Hoffenheim,1,1,Frankfurt,
16,Mönchengladbach,5,3,Hannover,
16,Nürnberg,0,4,Hamburg[Dec 13],
16,Mainz,1,1,Stuttgart,
16,Wolfsburg,1,3,Dortmund,
17,Schalke,1,0,Mainz[Dec 19],
17,Bayern,5,2,Berlin,
17,Dortmund,1,0,Freiburg,
17,Frankfurt,2,2,Wolfsburg,
17,Hannover,2,3,Bochum,
17,Leverkusen,3,2,Mönchengladbach,
17,Stuttgart,3,1,Hoffenheim[Dec 20],
17,Hamburg,2,1,Bremen,
17,Köln,3,0,Nürnberg,
18,Bayern,2,0,Hoffenheim[Jan 16],
18,Frankfurt,1,0,Bremen,
18,Hamburg,2,0,Freiburg,
18,Hannover,0,3,Berlin,
18,Leverkusen,4,2,Mainz,
18,Mönchengladbach,1,2,Bochum,
18,Stuttgart,3,1,Wolfsburg[Jan 17],
18,Köln,2,3,Dortmund,
18,Schalke,1,0,Nürnberg,
19,Freiburg,0,1,Stuttgart,[Jan 23]
19,Berlin,0,0,Mönchengladbach,
19,Bochum,2,2,Schalke,
19,Bremen,2,3,Bayern,
19,Dortmund,1,0,Hamburg,
19,Mainz,1,0,Hannover,
19,Nürnberg,1,1,Frankfurt,[Jan 24]
19,Hoffenheim,0,3,Leverkusen,
19,Wolfsburg,2,3,Köln,
20,Hamburg,1,1,Wolfsburg,[Jan 30]
20,Bayern,3,0,Mainz,
20,Berlin,0,0,Bochum,
20,Frankfurt,1,2,Köln,
20,Hannover,1,3,Nürnberg,
20,Mönchengladbach,4,3,Bremen,
20,Schalke,2,0,Hoffenheim,[Jan 31]
20,Leverkusen,3,1,Freiburg,
20,Stuttgart,4,1,Dortmund,
21,Bremen,2,1,Berlin,[Feb 6]
21,Bochum,1,1,Leverkusen,
21,Freiburg,0,0,Schalke,
21,Hoffenheim,2,1,Hannover,
21,Köln,3,3,Hamburg,
21,Nürnberg,1,2,Stuttgart,
21,Wolfsburg,1,3,Bayern,[Feb 7]
21,Dortmund,2,3,Frankfurt,
21,Mainz,1,0,Mönchengladbach,
22,Mönchengladbach,2,1,Nürnberg,[Feb 13]
22,Bayern,3,1,Dortmund,
22,Bochum,2,1,Hoffenheim,
22,Hannover,1,5,Bremen,
22,Berlin,1,1,Mainz,
22,Leverkusen,2,1,Wolfsburg,
22,Stuttgart,1,3,Hamburg,[Feb 14]
22,Frankfurt,2,1,Freiburg,
22,Schalke,2,0,Köln,
23,Hoffenheim,2,2,Mönchengladbach [Feb 20],
23,Dortmund,4,1,Hannover,
23,Hamburg,0,0,Frankfurt,
23,Köln,1,5,Stuttgart,
23,Mainz,0,0,Bochum,
23,Nürnberg,1,1,Bayern,[Feb 21]
23,Bremen,2,2,Leverkusen,
23,Freiburg,0,3,Berlin,
23,Wolfsburg,2,1,Schalke,
24,Schalke,2,1,Dortmund,[Feb 27]
24,Berlin,0,2,Hoffenheim,
24,Bochum,0,0,Nürnberg,
24,Leverkusen,0,0,Köln,
24,Mainz,1,2,Bremen,
24,Mönchengladbach,1,1,Freiburg,
24,Stuttgart,2,1,Frankfurt,[Feb 28]
24,Bayern,1,0,Hamburg,
24,Hannover,0,1,Wolfsburg,
25,Bremen,2,2,Stuttgart,
25,Dortmund,3,0,Mönchengladbach,
25,Frankfurt,1,4,Schalke,
25,Freiburg,1,2,Hannover,
25,Hamburg,1,0,Berlin,
25,Köln,1,1,Bayern,
25,Wolfsburg,4,1,Bochum,[Mar 7]
25,Hoffenheim,0,1,Mainz,
25,Nürnberg,3,2,Leverkusen,
26,Schalke,2,1,Stuttgart,[Mar 13]
26,Bayern,2,1,Freiburg,
26,Berlin,1,2,Nürnberg,
26,Bochum,1,4,Dortmund,
26,Hannover,2,1,Frankfurt,
26,Mainz,1,0,Köln,
26,Mönchengladbach,0,4,Wolfsburg,[Mar 14]
26,Hoffenheim,0,1,Bremen,
26,Leverkusen,4,2,Hamburg,
27,Köln,1,1,Mönchengladbach [Mar 20],
27,Bremen,3,2,Bochum,
27,Dortmund,3,0,Leverkusen,
27,Frankfurt,2,1,Bayern,
27,Freiburg,1,0,Mainz,
27,Nürnberg,0,0,Hoffenheim,
27,Stuttgart,2,0,Hannover,[Mar 21]
27,Hamburg,2,2,Schalke,
27,Wolfsburg,1,5,Berlin,
28,Bochum,1,2,Frankfurt,[Mar 27]
28,Bayern,1,2,Stuttgart,
28,Berlin,0,0,Dortmund,
28,Bremen,4,2,Nürnberg,
28,Hannover,1,4,Köln,
28,Leverkusen,0,2,Schalke,
28,Mainz,0,2,Wolfsburg,[Mar 28]
28,Hoffenheim,1,1,Freiburg,
28,Mönchengladbach,1,0,Hamburg,
29,Dortmund,2,1,Bremen,
29,Frankfurt,3,2,Leverkusen,
29,Freiburg,1,1,Bochum,
29,Köln,0,3,Berlin,
29,Nürnberg,2,0,Mainz,
29,Schalke,1,2,Bayern,
29,Stuttgart,2,1,Mönchengladbach [Apr 4],
29,Hamburg,0,0,Hannover,
29,Wolfsburg,4,0,Hoffenheim,
30,Mönchengladbach,2,0,Frankfurt,[Apr 10]
30,Berlin,0,1,Stuttgart,
30,Bremen,4,0,Freiburg,
30,Hannover,4,2,Schalke,
30,Hoffenheim,0,2,Köln,
30,Leverkusen,1,1,Bayern,
30,Mainz,1,0,Dortmund,[Apr 11]
30,Bochum,1,2,Hamburg,
30,Nürnberg,0,2,Wolfsburg,
31,Köln,2,0,Bochum[Apr 17],
31,Bayern,7,0,Hannover,
31,Freiburg,2,1,Nürnberg,
31,Hamburg,0,1,Mainz,
31,Schalke,3,1,Mönchengladbach,
31,Stuttgart,2,1,Leverkusen,
31,Wolfsburg,2,4,Bremen[Apr 18],
31,Dortmund,1,1,Hoffenheim,
31,Frankfurt,2,2,Berlin,
32,Bochum,0,2,Stuttgart,[Apr 24]
32,Berlin,0,1,Schalke,
32,Bremen,1,0,Köln,
32,Leverkusen,3,0,Hannover,
32,Mainz,3,3,Frankfurt,
32,Mönchengladbach,1,1,Bayern,
32,Nürnberg,2,3,Dortmund,[Apr 25]
32,Freiburg,1,0,Wolfsburg,
32,Hoffenheim,5,1,Hamburg,
33,Bayern,3,1,Bochum,
33,Dortmund,1,1,Wolfsburg,
33,Frankfurt,1,2,Hoffenheim,
33,Hamburg,4,0,Nürnberg,
33,Hannover,6,1,Mönchengladbach,
33,Köln,2,2,Freiburg,
33,Leverkusen,1,1,Berlin,
33,Schalke,0,2,Bremen,
33,Stuttgart,2,2,Mainz,
34,Berlin,1,3,Bayern,
34,Bochum,0,3,Hannover,
34,Bremen,1,1,Hamburg,
34,Freiburg,3,1,Dortmund,
34,Hoffenheim,1,1,Stuttgart,
34,Mainz,0,0,Schalke,
34,Mönchengladbach,1,1,Leverkusen,
34,Nürnberg,1,0,Köln,
34,Wolfsburg,3,1,Frankfurt,
