Id,name,kind,lat,lng,created_at,updated_at
245,Abu Dhabi,CITY,,,2014-10-17T00:53:52.3056890-04:00,2014-10-17T00:53:52.3056890-04:00
246,Yemen,CNTY,,,2014-10-17T00:53:52.3254530-04:00,2014-10-17T00:53:52.3254530-04:00
247,Sana'a,CITY,,,2014-10-17T00:53:52.3280050-04:00,2014-10-17T00:53:52.3280050-04:00
248,Iraq,CNTY,,,2014-10-17T00:53:52.3540770-04:00,2014-10-17T00:53:52.3540770-04:00
249,BaghdÄd [Baghdad],MTRO,,,2014-10-17T00:53:52.3567590-04:00,2014-10-17T00:53:59.5186010-04:00
250,Israel,CNTY,,,2014-10-17T00:53:52.3753940-04:00,2014-10-17T00:53:52.3753940-04:00
251,Jordan,CNTY,,,2014-10-17T00:53:52.3901260-04:00,2014-10-17T00:53:52.3901260-04:00
252,'AmmÄn [Amman],MTRO,,,2014-10-17T00:53:52.3927390-04:00,2014-10-17T00:53:59.5561950-04:00
253,Lebanon,CNTY,,,2014-10-17T00:53:52.4098510-04:00,2014-10-17T00:53:52.4098510-04:00
254,Beirut,CITY,,,2014-10-17T00:53:52.4124650-04:00,2014-10-17T00:53:52.4124650-04:00
255,Palestine,CNTY,,,2014-10-17T00:53:52.4292770-04:00,2014-10-17T00:53:52.4292770-04:00
256,Syria,CNTY,,,2014-10-17T00:53:52.4478370-04:00,2014-10-17T00:53:52.4478370-04:00
257,Damascus,CITY,,,2014-10-17T00:53:52.4504630-04:00,2014-10-17T00:53:52.4504630-04:00
258,Iran,CNTY,,,2014-10-17T00:53:52.4678670-04:00,2014-10-17T00:53:52.4678670-04:00
259,TehrÄn [Tehran],MTRO,,,2014-10-17T00:53:52.4707590-04:00,2014-10-17T00:53:59.5341600-04:00
260,Canada,CNTY,,,2014-10-17T00:53:52.4870360-04:00,2014-10-17T00:53:52.4870360-04:00
261,United States,CNTY,,,2014-10-17T00:53:52.5070950-04:00,2014-10-17T00:53:52.5070950-04:00
262,MÃ©xico [Mexico],CNTY,,,2014-10-17T00:53:52.5121280-04:00,2014-10-17T00:53:52.5121280-04:00
263,Australia,CNTY,,,2014-10-17T00:53:52.5186490-04:00,2014-10-17T00:53:52.5186490-04:00
264,Papua New Guinea,CNTY,,,2014-10-17T00:53:52.5360950-04:00,2014-10-17T00:53:52.5360950-04:00
265,Fiji,CNTY,,,2014-10-17T00:53:52.5521300-04:00,2014-10-17T00:53:52.5521300-04:00
266,Suva,CITY,,,2014-10-17T00:53:52.5549880-04:00,2014-10-17T00:53:52.5549880-04:00
267,Solomon Islands,CNTY,,,2014-10-17T00:53:52.5692300-04:00,2014-10-17T00:53:52.5692300-04:00
268,Honiara,CITY,,,2014-10-17T00:53:52.5718090-04:00,2014-10-17T00:53:52.5718090-04:00
269,Vanuatu,CNTY,,,2014-10-17T00:53:52.5861750-04:00,2014-10-17T00:53:52.5861750-04:00
270,Port Vila,CITY,,,2014-10-17T00:53:52.5887830-04:00,2014-10-17T00:53:52.5887830-04:00
271,Palau,CNTY,,,2014-10-17T00:53:52.6037540-04:00,2014-10-17T00:53:52.6037540-04:00
272,Ngerulmud,CITY,,,2014-10-17T00:53:52.6063290-04:00,2014-10-17T00:53:52.6063290-04:00
273,Micronesia,CNTY,,,2014-10-17T00:53:52.6192870-04:00,2014-10-17T00:53:52.6192870-04:00
274,Palikir,CITY,,,2014-10-17T00:53:52.6227080-04:00,2014-10-17T00:53:52.6227080-04:00
275,Marshall Islands,CNTY,,,2014-10-17T00:53:52.6333130-04:00,2014-10-17T00:53:52.6333130-04:00
276,Majuro,CITY,,,2014-10-17T00:53:52.6356300-04:00,2014-10-17T00:53:52.6356300-04:00
277,Nauru,CNTY,,,2014-10-17T00:53:52.6464990-04:00,2014-10-17T00:53:52.6464990-04:00
278,Yaren,CITY,,,2014-10-17T00:53:52.6495060-04:00,2014-10-17T00:53:52.6495060-04:00
279,Kiribati,CNTY,,,2014-10-17T00:53:52.6624450-04:00,2014-10-17T00:53:52.6624450-04:00
280,Tarawa,CITY,,,2014-10-17T00:53:52.6649900-04:00,2014-10-17T00:53:52.6649900-04:00
281,New Zealand,CNTY,,,2014-10-17T00:53:52.6778850-04:00,2014-10-17T00:53:52.6778850-04:00
282,Samoa,CNTY,,,2014-10-17T00:53:52.6948250-04:00,2014-10-17T00:53:52.6948250-04:00
283,Apia,CITY,,,2014-10-17T00:53:52.6986010-04:00,2014-10-17T00:53:52.6986010-04:00
284,Tonga,CNTY,,,2014-10-17T00:53:52.7145930-04:00,2014-10-17T00:53:52.7145930-04:00
285,Nuku'alofa,CITY,,,2014-10-17T00:53:52.7171550-04:00,2014-10-17T00:53:52.7171550-04:00
286,Tuvalu,CNTY,,,2014-10-17T00:53:52.7334030-04:00,2014-10-17T00:53:52.7334030-04:00
287,Funafuti,CITY,,,2014-10-17T00:53:52.7358110-04:00,2014-10-17T00:53:52.7358110-04:00
288,Argentina,CNTY,,,2014-10-17T00:53:52.7514810-04:00,2014-10-17T00:53:52.7514810-04:00
289,Bolivia,CNTY,,,2014-10-17T00:53:52.7671820-04:00,2014-10-17T00:53:52.7671820-04:00
290,Brazil,CNTY,,,2014-10-17T00:53:52.7798080-04:00,2014-10-17T00:53:52.7798080-04:00
291,Chile,CNTY,,,2014-10-17T00:53:52.7964810-04:00,2014-10-17T00:53:52.7964810-04:00
292,Colombia,CNTY,,,2014-10-17T00:53:52.8104400-04:00,2014-10-17T00:53:52.8104400-04:00
293,Ecuador,CNTY,,,2014-10-17T00:53:52.8232240-04:00,2014-10-17T00:53:52.8232240-04:00
294,Peru,CNTY,,,2014-10-17T00:53:52.8370590-04:00,2014-10-17T00:53:52.8370590-04:00
295,Paraguay,CNTY,,,2014-10-17T00:53:52.8567170-04:00,2014-10-17T00:53:52.8567170-04:00
296,Uruguay,CNTY,,,2014-10-17T00:53:52.8866630-04:00,2014-10-17T00:53:52.8866630-04:00
297,Venezuela,CNTY,,,2014-10-17T00:53:52.9005720-04:00,2014-10-17T00:53:52.9005720-04:00
298,Guyana,CNTY,,,2014-10-17T00:53:52.9132010-04:00,2014-10-17T00:53:52.9132010-04:00
299,Suriname,CNTY,,,2014-10-17T00:53:52.9275530-04:00,2014-10-17T00:53:52.9275530-04:00
300,Mayotte,TERR,,,2014-10-17T00:53:52.9421380-04:00,2014-10-17T00:53:52.9421380-04:00
301,Mamoudzou,CITY,,,2014-10-17T00:53:52.9447430-04:00,2014-10-17T00:53:52.9447430-04:00
302,RÃ©union,TERR,,,2014-10-17T00:53:52.9542900-04:00,2014-10-17T00:53:52.9542900-04:00
303,Hong Kong,TERR,,,2014-10-17T00:53:52.9644150-04:00,2014-10-17T00:53:52.9644150-04:00
304,Macau,TERR,,,2014-10-17T00:53:52.9782590-04:00,2014-10-17T00:53:52.9782590-04:00
305,Cocos (Keeling) Islands,TERR,,,2014-10-17T00:53:52.9895260-04:00,2014-10-17T00:53:52.9895260-04:00
306,West Island,CITY,,,2014-10-17T00:53:52.9934720-04:00,2014-10-17T00:53:52.9934720-04:00
307,Christmas Island,TERR,,,2014-10-17T00:53:53.0019880-04:00,2014-10-17T00:53:53.0019880-04:00
308,Flying Fish Cove,CITY,,,2014-10-17T00:53:53.0045880-04:00,2014-10-17T00:53:53.0045880-04:00
309,British Indian Ocean Territory,TERR,,,2014-10-17T00:53:53.0115840-04:00,2014-10-17T00:53:53.0115840-04:00
310,Diego Garcia,CITY,,,2014-10-17T00:53:53.0140930-04:00,2014-10-17T00:53:53.0140930-04:00
311,Puerto Rico,TERR,,,2014-10-17T00:53:53.0224560-04:00,2014-10-17T00:53:53.0224560-04:00
312,United States Virgin Islands,TERR,,,2014-10-17T00:53:53.0353920-04:00,2014-10-17T00:53:53.0353920-04:00
313,Charlotte Amalie,CITY,,,2014-10-17T00:53:53.0379120-04:00,2014-10-17T00:53:53.0379120-04:00
314,Guadeloupe,TERR,,,2014-10-17T00:53:53.0446000-04:00,2014-10-17T00:53:53.0446000-04:00
315,Martinique,TERR,,,2014-10-17T00:53:53.0558610-04:00,2014-10-17T00:53:53.0558610-04:00
316,Saint BarthÃ©lemy,TERR,,,2014-10-17T00:53:53.0682590-04:00,2014-10-17T00:53:53.0682590-04:00
317,Saint Martin (French),TERR,,,2014-10-17T00:53:53.0774470-04:00,2014-10-17T00:53:53.0774470-04:00
318,Marigot,CITY,,,2014-10-17T00:53:53.0798790-04:00,2014-10-17T00:53:53.0798790-04:00
319,Aruba,TERR,,,2014-10-17T00:53:53.0868100-04:00,2014-10-17T00:53:53.0868100-04:00
320,Oranjestad,CITY,,,2014-10-17T00:53:53.0893960-04:00,2014-10-17T00:53:53.0893960-04:00
321,CuraÃ§ao,TERR,,,2014-10-17T00:53:53.0964250-04:00,2014-10-17T00:53:53.0964250-04:00
322,Willemstad,CITY,,,2014-10-17T00:53:53.0989300-04:00,2014-10-17T00:53:53.0989300-04:00
323,Anguilla,TERR,,,2014-10-17T00:53:53.1065760-04:00,2014-10-17T00:53:53.1065760-04:00
324,The Valley,CITY,,,2014-10-17T00:53:53.1091570-04:00,2014-10-17T00:53:53.1091570-04:00
325,Bermuda,TERR,,,2014-10-17T00:53:53.1167410-04:00,2014-10-17T00:53:53.1167410-04:00
326,Hamilton,CITY,,,2014-10-17T00:53:53.1192930-04:00,2014-10-17T00:53:53.1192930-04:00
327,Cayman Islands,TERR,,,2014-10-17T00:53:53.1264130-04:00,2014-10-17T00:53:53.1264130-04:00
328,George Town,MTRO,,,2014-10-17T00:53:53.1289500-04:00,2014-10-17T00:53:55.2335570-04:00
329,Montserrat,TERR,,,2014-10-17T00:53:53.1359130-04:00,2014-10-17T00:53:53.1359130-04:00
330,Plymouth,CITY,,,2014-10-17T00:53:53.1381960-04:00,2014-10-17T00:53:53.1381960-04:00
331,Turks and Caicos Islands,TERR,,,2014-10-17T00:53:53.1451780-04:00,2014-10-17T00:53:53.1451780-04:00
332,Cockburn Town,CITY,,,2014-10-17T00:53:53.1474760-04:00,2014-10-17T00:53:53.1474760-04:00
333,British Virgin Islands,TERR,,,2014-10-17T00:53:53.1545540-04:00,2014-10-17T00:53:53.1545540-04:00
334,Road Town,CITY,,,2014-10-17T00:53:53.1571610-04:00,2014-10-17T00:53:53.1571610-04:00
335,England,TERR,,,2014-10-17T00:53:53.1658900-04:00,2014-10-17T00:53:53.1658900-04:00
336,Scotland,TERR,,,2014-10-17T00:53:53.1767280-04:00,2014-10-17T00:53:53.1767280-04:00
337,Wales,TERR,,,2014-10-17T00:53:53.1871380-04:00,2014-10-17T00:53:53.1871380-04:00
338,Northern Ireland,TERR,,,2014-10-17T00:53:53.1975850-04:00,2014-10-17T00:53:53.1975850-04:00
339,Belfast,CITY,,,2014-10-17T00:53:53.2002850-04:00,2014-10-17T00:53:53.2002850-04:00
340,Gibraltar,TERR,,,2014-10-17T00:53:53.2114870-04:00,2014-10-17T00:53:53.2114870-04:00
341,Isle of Man,TERR,,,2014-10-17T00:53:53.2210700-04:00,2014-10-17T00:53:53.2210700-04:00
342,Jersey,TERR,,,2014-10-17T00:53:53.2334500-04:00,2014-10-17T00:53:53.2334500-04:00
343,Guernsey,TERR,,,2014-10-17T00:53:53.2431680-04:00,2014-10-17T00:53:53.2431680-04:00
344,Faroe Islands,TERR,,,2014-10-17T00:53:53.2630430-04:00,2014-10-17T00:53:53.2630430-04:00
345,Ã…land Islands,TERR,,,2014-10-17T00:53:53.2754020-04:00,2014-10-17T00:53:53.2754020-04:00
346,Greenland,TERR,,,2014-10-17T00:53:53.2887550-04:00,2014-10-17T00:53:53.2887550-04:00
347,Saint Pierre and Miquelon,TERR,,,2014-10-17T00:53:53.2963160-04:00,2014-10-17T00:53:53.2963160-04:00
348,Tahiti,TERR,,,2014-10-17T00:53:53.3053430-04:00,2014-10-17T00:53:53.3053430-04:00
349,New Caledonia,TERR,,,2014-10-17T00:53:53.3176380-04:00,2014-10-17T00:53:53.3176380-04:00
350,NoumÃ©a,CITY,,,2014-10-17T00:53:53.3202150-04:00,2014-10-17T00:53:53.3202150-04:00
351,Wallis and Futuna,TERR,,,2014-10-17T00:53:53.3282180-04:00,2014-10-17T00:53:53.3282180-04:00
352,American Samoa,TERR,,,2014-10-17T00:53:53.3365530-04:00,2014-10-17T00:53:53.3365530-04:00
353,Guam,TERR,,,2014-10-17T00:53:53.3463910-04:00,2014-10-17T00:53:53.3463910-04:00
354,Northern Mariana Islands,TERR,,,2014-10-17T00:53:53.3551960-04:00,2014-10-17T00:53:53.3551960-04:00
355,Saipan,CITY,,,2014-10-17T00:53:53.3593170-04:00,2014-10-17T00:53:53.3593170-04:00
356,Cook Islands,TERR,,,2014-10-17T00:53:53.3692250-04:00,2014-10-17T00:53:53.3692250-04:00
357,Niue,TERR,,,2014-10-17T00:53:53.3769560-04:00,2014-10-17T00:53:53.3769560-04:00
358,Alofi,CITY,,,2014-10-17T00:53:53.3796000-04:00,2014-10-17T00:53:53.3796000-04:00
359,Tokelau,TERR,,,2014-10-17T00:53:53.3872530-04:00,2014-10-17T00:53:53.3872530-04:00
360,Fakaofo,CITY,,,2014-10-17T00:53:53.3899580-04:00,2014-10-17T00:53:53.3899580-04:00
361,Norfolk Island,TERR,,,2014-10-17T00:53:53.3982360-04:00,2014-10-17T00:53:53.3982360-04:00
362,Kingston,CITY,,,2014-10-17T00:53:53.4019640-04:00,2014-10-17T00:53:53.4019640-04:00
363,Pitcairn Islands,TERR,,,2014-10-17T00:53:53.4091540-04:00,2014-10-17T00:53:53.4091540-04:00
364,Adamstown,CITY,,,2014-10-17T00:53:53.4116620-04:00,2014-10-17T00:53:53.4116620-04:00
365,French Guiana,TERR,,,2014-10-17T00:53:53.4197950-04:00,2014-10-17T00:53:53.4197950-04:00
366,Cayenne,CITY,,,2014-10-17T00:53:53.4223160-04:00,2014-10-17T00:53:53.4223160-04:00
367,Falkland Islands,TERR,,,2014-10-17T00:53:53.4295910-04:00,2014-10-17T00:53:53.4295910-04:00
368,Stanley,CITY,,,2014-10-17T00:53:53.4321630-04:00,2014-10-17T00:53:53.4321630-04:00
369,South Georgia and South Sandwich,TERR,,,2014-10-17T00:53:53.4394840-04:00,2014-10-17T00:53:53.4394840-04:00
370,King Edward Point,CITY,,,2014-10-17T00:53:53.4417370-04:00,2014-10-17T00:53:53.4417370-04:00
371,Saint Helena,TERR,,,2014-10-17T00:53:53.4483910-04:00,2014-10-17T00:53:53.4483910-04:00
372,Ascension and Tristan da Cunha,CITY,,,2014-10-17T00:53:53.4508710-04:00,2014-10-17T00:53:53.4508710-04:00
373,Jamestown,CITY,,,2014-10-17T00:53:53.4535750-04:00,2014-10-17T00:53:53.4535750-04:00
374,Cotonou,MTRO,,,2014-10-17T00:53:54.4691240-04:00,2014-10-17T00:53:54.4691240-04:00
375,Lubumbashi,MTRO,,,2014-10-17T00:53:54.4767760-04:00,2014-10-17T00:53:54.4767760-04:00
376,Mbuji-Mayi,MTRO,,,2014-10-17T00:53:54.4793850-04:00,2014-10-17T00:53:54.4793850-04:00
377,Abidjan,MTRO,,,2014-10-17T00:53:54.4956900-04:00,2014-10-17T00:53:54.4956900-04:00
378,Douala,MTRO,,,2014-10-17T00:53:54.5002710-04:00,2014-10-17T00:53:54.5002710-04:00
379,YaoundÃ©,MTRO,,,2014-10-17T00:53:54.5025790-04:00,2014-10-17T00:53:54.5025790-04:00
380,El DjazaÃ¯r [Algiers],MTRO,,,2014-10-17T00:53:54.5066400-04:00,2014-10-17T00:53:54.5066400-04:00
381,Oran,MTRO,,,2014-10-17T00:53:54.5089090-04:00,2014-10-17T00:53:54.5089090-04:00
382,Al-QÄhirah [Cairo],MTRO,,,2014-10-17T00:53:54.5129290-04:00,2014-10-17T00:53:54.5129290-04:00
383,Al-IskandarÄ«yah [Alexandria],MTRO,,,2014-10-17T00:53:54.5155830-04:00,2014-10-17T00:53:54.5155830-04:00
384,Adis Abeba [Addis Ababa],MTRO,,,2014-10-17T00:53:54.5257700-04:00,2014-10-17T00:53:54.5257700-04:00
385,Accra,MTRO,,,2014-10-17T00:53:54.5299730-04:00,2014-10-17T00:53:54.5299730-04:00
386,Kumasi,MTRO,,,2014-10-17T00:53:54.5323820-04:00,2014-10-17T00:53:54.5323820-04:00
387,Mombasa,MTRO,,,2014-10-17T00:53:54.5435350-04:00,2014-10-17T00:53:54.5435350-04:00
388,á¹¬arÄbulus [Tripoli],MTRO,,,2014-10-17T00:53:54.5563430-04:00,2014-10-17T00:53:54.5563430-04:00
389,Casablanca,MTRO,,,2014-10-17T00:53:54.5611160-04:00,2014-10-17T00:53:54.5611160-04:00
390,Rabat,MTRO,,,2014-10-17T00:53:54.5636410-04:00,2014-10-17T00:53:54.5636410-04:00
391,FÃ¨s [Fes],MTRO,,,2014-10-17T00:53:54.5659760-04:00,2014-10-17T00:53:54.5659760-04:00
392,Marrakech [Marrakesh],MTRO,,,2014-10-17T00:53:54.5683530-04:00,2014-10-17T00:53:54.5683530-04:00
393,Agadir,CITY,,,2014-10-17T00:53:54.5707580-04:00,2014-10-17T00:53:54.5707580-04:00
394,Meknes,CITY,,,2014-10-17T00:53:54.5729990-04:00,2014-10-17T00:53:54.5729990-04:00
395,Tangier,CITY,,,2014-10-17T00:53:54.5754870-04:00,2014-10-17T00:53:54.5754870-04:00
396,Lagos,MTRO,,,2014-10-17T00:53:54.5970640-04:00,2014-10-17T00:53:54.5970640-04:00
397,Kano,MTRO,,,2014-10-17T00:53:54.5995220-04:00,2014-10-17T00:53:54.5995220-04:00
398,Ibadan,MTRO,,,2014-10-17T00:53:54.6067900-04:00,2014-10-17T00:53:54.6067900-04:00
399,Port Harcourt,MTRO,,,2014-10-17T00:53:54.6095920-04:00,2014-10-17T00:53:54.6095920-04:00
400,Kaduna,MTRO,,,2014-10-17T00:53:54.6119600-04:00,2014-10-17T00:53:54.6119600-04:00
401,Abuja,MTRO,,,2014-10-17T00:53:54.6184520-04:00,2014-10-17T00:53:54.6184520-04:00
402,Benin City,MTRO,,,2014-10-17T00:53:54.6238030-04:00,2014-10-17T00:53:54.6238030-04:00
403,Maiduguri,MTRO,,,2014-10-17T00:53:54.6266440-04:00,2014-10-17T00:53:54.6266440-04:00
404,Al-Khará¹­Å«m [Khartoum],MTRO,,,2014-10-17T00:53:54.6370940-04:00,2014-10-17T00:53:54.6370940-04:00
405,Muqdisho [Mogadishu],MTRO,,,2014-10-17T00:53:54.6498510-04:00,2014-10-17T00:53:54.6498510-04:00
406,TÅ«nis [Tunis],MTRO,,,2014-10-17T00:53:54.6634880-04:00,2014-10-17T00:53:54.6634880-04:00
407,Dar es Salaam,MTRO,,,2014-10-17T00:53:54.6680070-04:00,2014-10-17T00:53:54.6680070-04:00
408,Johannesburg,MTRO,,,2014-10-17T00:53:54.6770290-04:00,2014-10-17T00:53:54.6770290-04:00
409,Pretoria,CITY,,,2014-10-17T00:53:54.6794460-04:00,2014-10-17T00:53:54.6794460-04:00
410,Kaapstad [Cape Town],MTRO,,,2014-10-17T00:53:54.6817720-04:00,2014-10-17T00:53:54.6817720-04:00
411,Durban,CITY,,,2014-10-17T00:53:54.6844450-04:00,2014-10-17T00:53:54.6844450-04:00
412,Port Elizabeth,MTRO,,,2014-10-17T00:53:54.6873340-04:00,2014-10-17T00:53:54.6873340-04:00
413,Polokwane,CITY,,,2014-10-17T00:53:54.6900320-04:00,2014-10-17T00:53:54.6900320-04:00
414,Nelspruit,CITY,,,2014-10-17T00:53:54.6926020-04:00,2014-10-17T00:53:54.6926020-04:00
415,Bloemfontein,CITY,,,2014-10-17T00:53:54.6951600-04:00,2014-10-17T00:53:54.6951600-04:00
416,Rustenburg,CITY,,,2014-10-17T00:53:54.6976170-04:00,2014-10-17T00:53:54.6976170-04:00
417,Vereeniging,MTRO,,,2014-10-17T00:53:54.7001430-04:00,2014-10-17T00:53:54.7001430-04:00
418,KÄbol [Kabul],MTRO,,,2014-10-17T00:53:54.9384440-04:00,2014-10-17T00:53:54.9384440-04:00
419,Dhaka [Dacca],MTRO,,,2014-10-17T00:53:54.9471920-04:00,2014-10-17T00:53:54.9471920-04:00
420,Chittagong,MTRO,,,2014-10-17T00:53:54.9495700-04:00,2014-10-17T00:53:54.9495700-04:00
421,Khulna,MTRO,,,2014-10-17T00:53:54.9518640-04:00,2014-10-17T00:53:54.9518640-04:00
422,Guangzhou,MTRO,,,2014-10-17T00:53:54.9561830-04:00,2014-10-17T00:53:54.9561830-04:00
423,Shanghai,MTRO,,,2014-10-17T00:53:54.9586630-04:00,2014-10-17T00:53:54.9586630-04:00
424,Beijing,MTRO,,,2014-10-17T00:53:54.9608720-04:00,2014-10-17T00:53:54.9608720-04:00
425,Shenzhen,MTRO,,,2014-10-17T00:53:54.9633830-04:00,2014-10-17T00:53:54.9633830-04:00
426,Tianjin,MTRO,,,2014-10-17T00:53:54.9658760-04:00,2014-10-17T00:53:54.9658760-04:00
427,Chengdu,MTRO,,,2014-10-17T00:53:54.9683780-04:00,2014-10-17T00:53:54.9683780-04:00
428,Shenyang,MTRO,,,2014-10-17T00:53:54.9709670-04:00,2014-10-17T00:53:54.9709670-04:00
429,Hangzhou,MTRO,,,2014-10-17T00:53:54.9735440-04:00,2014-10-17T00:53:54.9735440-04:00
430,Hong Kong,MTRO,,,2014-10-17T00:53:54.9760520-04:00,2014-10-17T00:53:54.9760520-04:00
431,Wuhan,MTRO,,,2014-10-17T00:53:54.9785330-04:00,2014-10-17T00:53:54.9785330-04:00
432,Chongqing,MTRO,,,2014-10-17T00:53:54.9808600-04:00,2014-10-17T00:53:54.9808600-04:00
433,Xi'an,MTRO,,,2014-10-17T00:53:54.9834530-04:00,2014-10-17T00:53:54.9834530-04:00
434,Nanjing,MTRO,,,2014-10-17T00:53:54.9866810-04:00,2014-10-17T00:53:54.9866810-04:00
435,Shantou,MTRO,,,2014-10-17T00:53:54.9893990-04:00,2014-10-17T00:53:54.9893990-04:00
436,Harbin,MTRO,,,2014-10-17T00:53:54.9916600-04:00,2014-10-17T00:53:54.9916600-04:00
437,Xiamen,MTRO,,,2014-10-17T00:53:54.9940260-04:00,2014-10-17T00:53:54.9940260-04:00
438,Wenzhou,MTRO,,,2014-10-17T00:53:54.9964390-04:00,2014-10-17T00:53:54.9964390-04:00
439,Zhengzhou,MTRO,,,2014-10-17T00:53:54.9987480-04:00,2014-10-17T00:53:54.9987480-04:00
440,Qingdao,MTRO,,,2014-10-17T00:53:55.0011770-04:00,2014-10-17T00:53:55.0011770-04:00
441,Dalian,MTRO,,,2014-10-17T00:53:55.0038110-04:00,2014-10-17T00:53:55.0038110-04:00
442,Hefei,MTRO,,,2014-10-17T00:53:55.0069940-04:00,2014-10-17T00:53:55.0069940-04:00
443,Changsha,MTRO,,,2014-10-17T00:53:55.0094470-04:00,2014-10-17T00:53:55.0094470-04:00
444,Quanzhou,MTRO,,,2014-10-17T00:53:55.0119040-04:00,2014-10-17T00:53:55.0119040-04:00
445,Taiyuan,MTRO,,,2014-10-17T00:53:55.0143440-04:00,2014-10-17T00:53:55.0143440-04:00
446,Jakarta,MTRO,,,2014-10-17T00:53:55.0185830-04:00,2014-10-17T00:53:55.0185830-04:00
447,Bandung,MTRO,,,2014-10-17T00:53:55.0209940-04:00,2014-10-17T00:53:55.0209940-04:00
448,Surabaya,MTRO,,,2014-10-17T00:53:55.0234180-04:00,2014-10-17T00:53:55.0234180-04:00
449,Medan,MTRO,,,2014-10-17T00:53:55.0259160-04:00,2014-10-17T00:53:55.0259160-04:00
450,Semarang,MTRO,,,2014-10-17T00:53:55.0282290-04:00,2014-10-17T00:53:55.0282290-04:00
451,Makassar,MTRO,,,2014-10-17T00:53:55.0305060-04:00,2014-10-17T00:53:55.0305060-04:00
452,Palembang,MTRO,,,2014-10-17T00:53:55.0328160-04:00,2014-10-17T00:53:55.0328160-04:00
453,Denpasar,MTRO,,,2014-10-17T00:53:55.0352110-04:00,2014-10-17T00:53:55.0352110-04:00
454,Malang,MTRO,,,2014-10-17T00:53:55.0376840-04:00,2014-10-17T00:53:55.0376840-04:00
455,Yogyakarta,MTRO,,,2014-10-17T00:53:55.0400220-04:00,2014-10-17T00:53:55.0400220-04:00
456,Surakarta,MTRO,,,2014-10-17T00:53:55.0424110-04:00,2014-10-17T00:53:55.0424110-04:00
457,Pekanbaru,MTRO,,,2014-10-17T00:53:55.0447780-04:00,2014-10-17T00:53:55.0447780-04:00
458,Batam,MTRO,,,2014-10-17T00:53:55.0470690-04:00,2014-10-17T00:53:55.0470690-04:00
459,Bandar Lampung,MTRO,,,2014-10-17T00:53:55.0494950-04:00,2014-10-17T00:53:55.0494950-04:00
460,Serang,MTRO,,,2014-10-17T00:53:55.0518550-04:00,2014-10-17T00:53:55.0518550-04:00
461,Delhi,MTRO,,,2014-10-17T00:53:55.0564490-04:00,2014-10-17T00:53:55.0564490-04:00
462,Mumbai [Bombay],MTRO,,,2014-10-17T00:53:55.0590340-04:00,2014-10-17T00:53:55.0590340-04:00
463,Kolkata [Calcutta],MTRO,,,2014-10-17T00:53:55.0616230-04:00,2014-10-17T00:53:55.0616230-04:00
464,Bengaluru [Bangalore],MTRO,,,2014-10-17T00:53:55.0640960-04:00,2014-10-17T00:53:55.0640960-04:00
465,Chennai [Madras],MTRO,,,2014-10-17T00:53:55.0667330-04:00,2014-10-17T00:53:55.0667330-04:00
466,HyderÄbÄd [Hyderabad],MTRO,,,2014-10-17T00:53:55.0698420-04:00,2014-10-17T00:53:55.0698420-04:00
467,AhmadÄbÄd [Ahmedabad],MTRO,,,2014-10-17T00:53:55.0725990-04:00,2014-10-17T00:53:55.0725990-04:00
468,Pune [Poona],MTRO,,,2014-10-17T00:53:55.0749650-04:00,2014-10-17T00:53:55.0749650-04:00
469,SÅ«rat [Surat],MTRO,,,2014-10-17T00:53:55.0773830-04:00,2014-10-17T00:53:55.0773830-04:00
470,KÄnpur [Kanpur],MTRO,,,2014-10-17T00:53:55.0797820-04:00,2014-10-17T00:53:55.0797820-04:00
471,Jaipur,MTRO,,,2014-10-17T00:53:55.0821860-04:00,2014-10-17T00:53:55.0821860-04:00
472,Lucknow,MTRO,,,2014-10-17T00:53:55.0847340-04:00,2014-10-17T00:53:55.0847340-04:00
473,NÄgpur [Nagpur],MTRO,,,2014-10-17T00:53:55.0874230-04:00,2014-10-17T00:53:55.0874230-04:00
474,Indore,MTRO,,,2014-10-17T00:53:55.0899750-04:00,2014-10-17T00:53:55.0899750-04:00
475,Coimbatore,MTRO,,,2014-10-17T00:53:55.0925440-04:00,2014-10-17T00:53:55.0925440-04:00
476,Bhilai,MTRO,,,2014-10-17T00:53:55.0952280-04:00,2014-10-17T00:53:55.0952280-04:00
477,Patna,MTRO,,,2014-10-17T00:53:55.0980680-04:00,2014-10-17T00:53:55.0980680-04:00
478,BhopÄl [Bhopal],MTRO,,,2014-10-17T00:53:55.1007390-04:00,2014-10-17T00:53:55.1007390-04:00
479,Vadodara,MTRO,,,2014-10-17T00:53:55.1035160-04:00,2014-10-17T00:53:55.1035160-04:00
480,TÅkyÅ [Tokyo],MTRO,,,2014-10-17T00:53:55.1079660-04:00,2014-10-17T00:53:55.1079660-04:00
481,Yokohama,CITY,,,2014-10-17T00:53:55.1104370-04:00,2014-10-17T00:53:55.1104370-04:00
482,ÅŒsaka [Osaka],MTRO,,,2014-10-17T00:53:55.1128760-04:00,2014-10-17T00:53:55.1128760-04:00
483,Nagoya,MTRO,,,2014-10-17T00:53:55.1152020-04:00,2014-10-17T00:53:55.1152020-04:00
484,Sapporo,MTRO,,,2014-10-17T00:53:55.1218020-04:00,2014-10-17T00:53:55.1218020-04:00
485,Kobe,CITY,,,2014-10-17T00:53:55.1252490-04:00,2014-10-17T00:53:55.1252490-04:00
