Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D1,16/08/96,M'gladbach,Bielefeld,0,0,D,0,0,D,,,,,,,,,,,
D1,16/08/96,St Pauli,Bayern Munich,1,2,A,1,2,A,,,,,,,,,,,
D1,17/08/96,Bochum,Duisburg,1,0,H,1,0,H,,,,,,,,,,,
D1,17/08/96,Freiburg,Werder Bremen,3,2,H,2,0,H,,,,,,,,,,,
D1,17/08/96,Hansa Rostock,Karlsruhe,2,2,D,0,1,A,,,,,,,,,,,
D1,17/08/96,Leverkusen,Dortmund,4,2,H,2,2,D,,,,,,,,,,,
D1,17/08/96,Munich 1860,Hamburg,2,1,H,0,0,D,,,,,,,,,,,
D1,17/08/96,Stuttgart,Schalke 04,4,0,H,2,0,H,,,,,,,,,,,
D1,18/08/96,Dusseldorf,FC Koln,0,3,A,0,1,A,,,,,,,,,,,
D1,20/08/96,Bielefeld,St Pauli,1,2,A,0,1,A,,,,,,,,,,,
D1,20/08/96,Hamburg,Freiburg,5,1,H,4,0,H,,,,,,,,,,,
D1,20/08/96,Schalke 04,M'gladbach,0,0,D,0,0,D,,,,,,,,,,,
D1,20/08/96,Werder Bremen,Hansa Rostock,1,1,D,0,1,A,,,,,,,,,,,
D1,21/08/96,Bayern Munich,Bochum,1,1,D,0,0,D,,,,,,,,,,,
D1,21/08/96,Dortmund,Dusseldorf,4,0,H,2,0,H,,,,,,,,,,,
D1,21/08/96,Duisburg,Leverkusen,1,3,A,0,0,D,,,,,,,,,,,
D1,21/08/96,FC Koln,Munich 1860,1,0,H,1,0,H,,,,,,,,,,,
D1,23/08/96,Hansa Rostock,Hamburg,0,1,A,0,0,D,,,,,,,,,,,
D1,23/08/96,St Pauli,Schalke 04,4,4,D,1,3,A,,,,,,,,,,,
D1,24/08/96,Bochum,Bielefeld,1,1,D,0,0,D,,,,,,,,,,,
D1,24/08/96,Freiburg,FC Koln,1,3,A,0,1,A,,,,,,,,,,,
D1,24/08/96,Leverkusen,Dusseldorf,0,1,A,0,0,D,,,,,,,,,,,
D1,24/08/96,M'gladbach,Karlsruhe,1,3,A,1,2,A,,,,,,,,,,,
D1,24/08/96,Munich 1860,Dortmund,1,3,A,1,0,H,,,,,,,,,,,
D1,24/08/96,Stuttgart,Werder Bremen,2,1,H,0,0,D,,,,,,,,,,,
D1,25/08/96,Duisburg,Bayern Munich,0,4,A,0,2,A,,,,,,,,,,,
D1,27/08/96,Dortmund,Freiburg,3,1,H,2,0,H,,,,,,,,,,,
D1,27/08/96,Hamburg,Stuttgart,0,4,A,0,1,A,,,,,,,,,,,
D1,27/08/96,Schalke 04,Bochum,1,1,D,1,0,H,,,,,,,,,,,
D1,27/08/96,Werder Bremen,M'gladbach,1,0,H,1,0,H,,,,,,,,,,,
D1,28/08/96,Bayern Munich,Leverkusen,4,2,H,3,1,H,,,,,,,,,,,
D1,28/08/96,Bielefeld,Duisburg,1,1,D,0,0,D,,,,,,,,,,,
D1,28/08/96,Dusseldorf,Munich 1860,0,0,D,0,0,D,,,,,,,,,,,
D1,28/08/96,FC Koln,Hansa Rostock,0,2,A,0,1,A,,,,,,,,,,,
D1,28/08/96,Karlsruhe,St Pauli,4,0,H,1,0,H,,,,,,,,,,,
D1,06/09/96,Freiburg,Dusseldorf,1,2,A,1,1,D,,,,,,,,,,,
D1,06/09/96,M'gladbach,Hamburg,3,0,H,3,0,H,,,,,,,,,,,
D1,07/09/96,Bayern Munich,Bielefeld,1,0,H,0,0,D,,,,,,,,,,,
D1,07/09/96,Bochum,Karlsruhe,3,1,H,1,0,H,,,,,,,,,,,
D1,07/09/96,Duisburg,Schalke 04,0,1,A,0,1,A,,,,,,,,,,,
D1,07/09/96,Hansa Rostock,Dortmund,0,1,A,0,0,D,,,,,,,,,,,
