Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D2,13/08/99,Chemnitz,M'gladbach,2,0,H,0,0,D,,,,,,,,,,,
D2,13/08/99,Cottbus,F Koln,2,0,H,0,0,D,,,,,,,,,,,
D2,13/08/99,Mainz,Offenbach,1,1,D,1,1,D,,,,,,,,,,,
D2,13/08/99,St Pauli,Greuther Furth,0,0,D,0,0,D,,,,,,,,,,,
D2,14/08/99,FC Koln,Oberhausen,1,0,H,0,0,D,,,,,,,,,,,
D2,15/08/99,Aachen,Stuttgarter K,4,1,H,1,1,D,,,,,,,,,,,
D2,15/08/99,Hannover,TB Berlin,2,3,A,2,2,D,,,,,,,,,,,
D2,15/08/99,Nurnberg,Mannheim,3,0,H,1,0,H,,,,,,,,,,,
D2,16/08/99,Karlsruhe,Bochum,1,3,A,0,1,A,,,,,,,,,,,
D2,20/08/99,Bochum,Aachen,5,0,H,1,0,H,,,,,,,,,,,
D2,20/08/99,Greuther Furth,FC Koln,0,0,D,0,0,D,,,,,,,,,,,
D2,20/08/99,Mannheim,Chemnitz,4,0,H,2,0,H,,,,,,,,,,,
D2,21/08/99,TB Berlin,Karlsruhe,2,2,D,1,1,D,,,,,,,,,,,
D2,22/08/99,F Koln,Mainz,2,1,H,1,1,D,,,,,,,,,,,
D2,22/08/99,M'gladbach,Hannover,2,3,A,1,1,D,,,,,,,,,,,
D2,22/08/99,Oberhausen,Cottbus,0,4,A,0,1,A,,,,,,,,,,,
D2,22/08/99,Stuttgarter K,St Pauli,2,1,H,1,0,H,,,,,,,,,,,
D2,23/08/99,Offenbach,Nurnberg,1,3,A,1,0,H,,,,,,,,,,,
D2,27/08/99,Chemnitz,Offenbach,3,0,H,1,0,H,,,,,,,,,,,
D2,27/08/99,FC Koln,Stuttgarter K,4,1,H,2,1,H,,,,,,,,,,,
D2,27/08/99,Hannover,Mannheim,2,2,D,1,0,H,,,,,,,,,,,
D2,28/08/99,Aachen,TB Berlin,2,2,D,0,0,D,,,,,,,,,,,
D2,29/08/99,Cottbus,Mainz,3,0,H,2,0,H,,,,,,,,,,,
D2,29/08/99,Nurnberg,F Koln,2,1,H,1,0,H,,,,,,,,,,,
D2,29/08/99,Oberhausen,Greuther Furth,3,4,A,3,1,H,,,,,,,,,,,
D2,29/08/99,St Pauli,Bochum,0,0,D,0,0,D,,,,,,,,,,,
D2,30/08/99,Karlsruhe,M'gladbach,3,0,H,1,0,H,,,,,,,,,,,
D2,10/09/99,Mannheim,Karlsruhe,1,1,D,1,1,D,,,,,,,,,,,
D2,10/09/99,Offenbach,Hannover,0,2,A,0,1,A,,,,,,,,,,,
