Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
D1,11/08/00,Dortmund,Hansa Rostock,1,0,H,0,0,D,61000,Jörg Kessler ,17,5,7,2,0,0,7,3,25,19,4,8,1,5,0,0,10,50,1.5,3.4,5,1.45,3.5,5,,,,1.5,3.5,6,1.44,3.6,6.5
D1,12/08/00,Bayern Munich,Hertha,4,1,H,1,0,H,57000,Markus Merk ,14,11,6,5,1,0,4,9,13,12,3,3,1,0,0,0,10,0,1.3,4.5,6,1.45,3.5,5,,,,1.4,3.75,7,1.44,3.6,6.5
D1,12/08/00,Freiburg,Stuttgart,4,0,H,2,0,H,22500,Helmut Krug ,15,18,7,5,0,0,4,7,22,17,0,0,1,1,0,0,10,10,2.4,3.1,2.5,2.3,2.9,2.5,,,,2.6,3.25,2.38,2.4,3.2,2.5
D1,12/08/00,Hamburg,Munich 1860,2,2,D,2,2,D,35000,Herbert Fandel ,18,9,5,7,1,0,5,3,0,0,0,0,2,2,0,1,20,45,1.8,3.3,3.8,1.8,3,3.5,,,,1.75,3.3,4,1.66,3.3,4.5
D1,12/08/00,Kaiserslautern,Bochum,0,1,A,0,0,D,38000,Helmut Fleischer ,11,5,2,2,0,0,5,5,9,8,0,0,1,0,0,0,10,0,1.5,3.4,4.6,1.45,3.5,5,,,,1.44,3.8,6,1.5,3.6,5.5
D1,12/08/00,Leverkusen,Wolfsburg,2,0,H,2,0,H,22500,Edgar Steinborn ,18,5,5,5,0,0,6,4,25,22,0,0,0,2,0,0,0,20,1.4,4,5.5,1.55,3.3,4.5,,,,1.44,3.8,6,1.44,3.6,6.5
D1,12/08/00,Werder Bremen,Cottbus,3,1,H,2,1,H,30000,Wolfgang Stark ,12,3,2,3,0,0,3,2,9,6,0,0,3,3,0,0,30,30,1.5,3.6,6,1.45,3.5,5,,,,1.4,3.75,7,1.5,3.4,6
D1,13/08/00,Ein Frankfurt,Unterhaching,3,0,H,1,0,H,35000,Hartmut Strampe ,7,15,5,3,1,2,7,6,15,19,2,2,1,1,0,0,10,10,1.75,3,4.5,1.65,3.1,4,1.8,3.25,3.75,1.8,3.2,3.9,1.72,3.2,4.2
D1,13/08/00,Schalke 04,FC Koln,2,1,H,2,0,H,62109,Hermann Albrecht ,16,10,6,3,1,0,6,5,15,26,0,0,2,3,0,0,20,30,1.95,3,3.3,1.85,2.9,3.4,1.8,3.25,3.75,1.85,3.25,3.6,1.75,3.25,4
D1,18/08/00,Cottbus,Dortmund,1,4,A,0,0,D,20500,Franz-Xaver Wack ,11,10,3,5,0,0,8,4,25,20,1,1,2,2,0,0,20,20,2.9,3,2.1,3,2.9,2,,,,3.1,3.2,2.1,3.2,3,2.1
D1,19/08/00,Munich 1860,Werder Bremen,2,1,H,1,1,D,23000,Bernd Heynemann ,11,7,5,2,0,1,2,5,10,12,1,4,0,0,0,0,0,0,1.9,2.9,3.7,1.9,2.9,3.2,,,,1.91,3.25,3.5,1.9,3.2,3.5
D1,19/08/00,Bochum,Bayern Munich,0,3,A,0,3,A,31013,Alfons Berg ,14,13,3,9,0,0,7,1,11,11,2,1,1,0,0,0,10,0,5.75,3.1,1.47,3.6,3.1,1.75,,,,5,3.5,1.53,5.5,3.4,1.53
D1,19/08/00,Hertha,Hamburg,4,0,H,3,0,H,40000,Jürgen Aust ,11,5,7,2,0,0,6,3,13,13,10,1,4,3,0,1,40,55,2.1,3.1,3,2,2.9,3,,,,2.1,3.2,3,2.1,3.1,3.1
D1,19/08/00,Stuttgart,Leverkusen,4,1,H,2,0,H,25000,Herbert Fandel ,9,6,6,1,0,0,8,4,13,26,4,8,1,4,0,0,10,40,2.9,3,2.3,2.4,2.9,2.4,,,,3.4,3.25,2,2.8,3.2,2.2
D1,19/08/00,Unterhaching,Freiburg,1,1,D,1,0,H,10200,Lutz Wagner ,13,12,6,7,1,0,6,5,14,12,0,0,2,2,0,0,20,20,1.95,2.8,3.6,2.1,2.9,2.9,,,,2,3.25,3.25,2,3.2,3.2
D1,19/08/00,Wolfsburg,Kaiserslautern,4,0,H,1,0,H,18000,Peter Sippel ,18,14,10,2,1,0,7,7,16,20,2,2,2,3,0,1,20,55,2.25,3,2.9,2.1,2.9,2.9,,,,2.25,3.2,2.8,2.25,3.1,2.8
D1,20/08/00,FC Koln,Ein Frankfurt,4,1,H,2,0,H,35000,Jürgen Jansen ,12,6,7,3,0,0,1,12,17,9,6,1,0,1,0,0,0,10,2.1,3,2.9,1.9,2.9,3.2,,,,2.1,3.25,3,1.9,3.2,3.5
D1,20/08/00,Hansa Rostock,Schalke 04,0,4,A,0,3,A,15000,Uwe Kemmling ,17,16,6,11,0,0,5,4,12,10,1,3,2,3,1,0,45,30,2.3,2.95,2.5,2.2,2.8,2.8,,,,2.2,3.2,2.88,2.3,3,2.8
D1,05/09/00,Freiburg,FC Koln,0,0,D,0,0,D,25000,Florian Meyer ,13,11,5,3,1,0,9,3,13,13,1,0,1,3,0,0,10,30,1.85,3.2,3.7,1.75,3.1,3.6,,,,1.85,3.2,3.75,1.9,3.2,3.5
D1,05/09/00,Kaiserslautern,Stuttgart,1,0,H,1,0,H,37940,Franz-Xaver Wack ,7,16,5,3,0,0,3,6,16,24,7,2,4,2,0,0,40,20,2.05,3.15,3.2,2,2.9,3,2,3.4,3,2,3,3.5,1.9,3.2,3.5
D1,05/09/00,Leverkusen,Unterhaching,1,0,H,1,0,H,22500,B.Zerr ,17,0,8,0,0,0,8,0,21,29,2,2,5,2,0,1,50,45,1.2,4.8,8.5,1.25,4.3,8,,,,1.33,4,8.5,1.3,4,9.5
D1,05/09/00,Schalke 04,Cottbus,3,0,H,2,0,H,36200,Edgar Steinborn ,15,5,12,3,0,0,5,2,16,13,3,0,0,4,0,0,0,40,1.25,4.4,8,1.3,4,7,1.4,3.75,7,1.4,3.75,7.5,1.36,3.75,8
D1,06/09/00,Bayern Munich,Wolfsburg,3,1,H,2,0,H,41000,Lutz Wagner ,16,15,8,9,0,1,11,5,16,19,3,1,0,3,0,0,0,30,1.2,4.5,9,1.25,4.3,8,1.3,4,9,1.3,4,10,1.3,4,9.5
D1,06/09/00,Dortmund,Munich 1860,2,3,A,1,1,D,56000,Alfons Berg ,12,8,4,5,0,1,7,4,12,20,1,1,3,2,0,0,30,20,1.8,3.25,4,1.7,3.1,3.8,1.7,3.5,3.75,1.75,3.2,4.33,1.61,3.25,5
D1,06/09/00,Ein Frankfurt,Hansa Rostock,4,0,H,0,0,D,20000,Michael Weiner ,6,12,5,3,0,3,3,5,16,13,3,2,3,3,1,1,55,55,1.85,3.1,3.9,1.75,3.1,3.6,1.8,3.4,3.6,1.8,3.2,4,1.8,3.25,3.8
D1,06/09/00,Hamburg,Werder Bremen,2,1,H,1,0,H,40000,Helmut Fleischer ,18,6,11,3,0,1,10,3,20,20,6,9,2,2,0,0,20,20,1.95,3.1,3.4,1.9,2.9,3.2,,,,1.95,3.2,3.5,2,2.87,3.6
D1,06/09/00,Hertha,Bochum,4,0,H,3,0,H,30000,Hartmut Strampe ,21,8,6,1,0,0,3,6,13,8,0,4,0,2,0,0,0,20,1.4,3.6,6.5,1.45,3.5,5,1.5,3.5,5.5,1.5,3.5,6,1.5,3.4,6
D1,08/09/00,Unterhaching,Kaiserslautern,0,0,D,0,0,D,13000,Helmut Krug ,18,19,9,10,0,1,8,8,23,15,2,6,0,1,0,0,0,10,2.35,3,2.8,,,,,,,2.5,3.2,2.5,2.62,3.1,2.4
D1,09/09/00,FC Koln,Leverkusen,1,1,D,0,1,A,40000,Markus Merk ,7,9,2,2,1,2,2,8,11,21,3,2,2,2,0,1,20,45,2.9,3.1,2.15,3,2.9,2,2.6,3.4,2.25,3,3.25,2.1,3,3.2,2.1
D1,09/09/00,Munich 1860,Schalke 04,1,1,D,0,0,D,40000,Peter Gagelmann ,16,8,7,4,2,0,8,2,17,10,3,1,2,3,0,0,20,30,1.95,3.15,3.3,1.9,2.9,3.2,2.2,3.25,2.75,2,3.2,3.3,2,3.2,3.2
D1,09/09/00,Bochum,Hamburg,0,4,A,0,2,A,23500,Jörg Kessler ,2,21,1,6,0,3,3,5,20,18,3,0,1,2,1,0,35,20,2.45,3.15,2.55,2.4,2.9,2.4,2.5,3.25,2.4,2.63,3.2,2.38,2.62,3.1,2.4
D1,09/09/00,Stuttgart,Bayern Munich,2,1,H,1,1,D,51165,Bernd Heynemann ,8,9,5,2,0,0,6,3,18,21,1,4,3,3,0,0,30,30,3.3,3.1,2,2.9,2.9,2.1,3.6,3.1,1.9,3.5,3.25,1.9,3.75,3.3,1.8
D1,09/09/00,Werder Bremen,Dortmund,1,2,A,0,1,A,35000,Lutz Michael Fröhlich ,9,14,4,5,0,1,3,3,12,23,6,8,3,2,0,0,30,20,2.2,3.1,2.9,2.2,2.9,2.7,2.25,3.2,2.75,2.15,3.25,3,2.25,3.1,2.8
D1,09/09/00,Wolfsburg,Hertha,2,1,H,1,0,H,16333,Hermann Albrecht ,14,10,6,4,1,0,7,9,22,17,0,1,2,3,0,0,20,30,2.15,3.1,3,2.2,2.9,2.7,2.1,3.2,3,2.2,3.2,2.88,2.25,3.1,2.8
D1,10/09/00,Cottbus,Ein Frankfurt,2,0,H,0,0,D,14012,Jürgen Aust ,17,10,9,2,2,0,8,2,15,15,7,0,2,4,0,0,20,40,2.25,3.2,2.8,2.2,2.9,2.7,2.4,3.25,2.5,2.3,3.2,2.75,2.3,3.1,2.75
D1,10/09/00,Hansa Rostock,Freiburg,0,0,D,0,0,D,20000,Jürgen Jansen ,14,7,5,5,1,0,13,7,28,18,4,2,1,2,0,0,10,20,2.2,3.15,2.9,2,2.9,3,2.1,3.2,3,2.25,3.1,2.88,2.1,3.2,3
D1,15/09/00,Kaiserslautern,FC Koln,3,1,H,1,1,D,38000,Hartmut Strampe ,18,13,8,7,1,0,5,3,14,15,1,2,1,1,1,0,35,10,1.66,3.4,4.3,1.6,3.2,4.2,1.7,3.4,4,1.67,3.25,4.75,1.57,3.5,5
D1,16/09/00,Bayern Munich,Unterhaching,3,1,H,1,1,D,48000,Jürgen Jansen ,15,14,6,3,0,1,4,6,16,20,4,3,2,0,0,0,20,0,1.25,5.2,8,1.25,4.3,8,1.25,4.5,10,1.22,5,10,1.16,5,15
D1,16/09/00,Bochum,Wolfsburg,2,1,H,1,0,H,10000,Lutz Michael Fröhlich ,9,21,5,11,0,0,5,16,13,15,3,4,2,3,0,0,20,30,2.2,3.2,2.85,2.4,2.9,2.4,2.5,3.25,2.35,2.6,3.2,2.4,2.4,3.25,2.5
D1,16/09/00,Ein Frankfurt,Munich 1860,1,0,H,1,0,H,30000,Helmut Krug ,9,16,2,4,2,0,7,6,18,24,1,2,3,4,0,0,30,40,2.3,3.2,2.65,2.3,2.9,2.5,2.35,3.25,2.5,2.38,3.1,2.7,2.5,3.1,2.5
D1,16/09/00,Freiburg,Cottbus,4,1,H,0,0,D,,Helmut Fleischer ,20,7,10,2,1,0,7,3,17,9,3,2,1,1,0,0,10,10,1.51,3.45,6.1,1.45,3.5,5,1.55,3.5,5,1.5,3.5,6,1.61,3.25,5
D1,16/09/00,Hamburg,Dortmund,2,3,A,1,1,D,46694,Bernd Heynemann ,9,7,3,6,0,0,6,8,17,18,4,3,2,1,0,0,20,10,2.05,3.25,3.15,2,2.9,3,2,3.4,3,2.1,3.1,3.2,2.1,3,3.2
D1,16/09/00,Leverkusen,Hansa Rostock,1,2,A,0,2,A,21000,Franz-Xaver Wack ,26,5,9,1,0,0,14,4,19,21,2,1,2,2,0,0,20,20,1.25,4.8,7.9,1.3,4,7,1.33,4.3,7,1.29,4.5,8.5,1.28,4.5,8
D1,17/09/00,Hertha,Stuttgart,2,0,H,0,0,D,40000,Florian Meyer ,10,6,5,3,0,0,10,8,16,15,3,0,0,0,0,0,0,0,1.85,3.2,3.8,1.85,3,3.3,1.8,3.4,3.75,1.55,3.4,4.5,1.72,3.3,4.33
D1,17/09/00,Schalke 04,Werder Bremen,1,1,D,0,0,D,45025,Alfons Berg ,12,7,5,4,0,0,5,3,23,26,4,3,2,3,0,0,20,30,1.75,3.15,3.9,1.75,3.1,3.6,1.8,3.4,3.6,1.45,3.5,5,1.72,3.4,4
D1,22/09/00,Munich 1860,Freiburg,3,1,H,0,1,A,22500,Lutz Michael Fröhlich ,13,9,4,4,0,2,7,8,9,21,1,2,1,3,0,1,10,55,1.6,3.45,4.8,1.6,3.2,4.2,1.65,3.4,4.3,,,,1.61,3.25,5
D1,23/09/00,FC Koln,Bayern Munich,1,2,A,1,1,D,45000,Helmut Krug ,22,19,7,8,1,1,10,6,11,11,1,2,0,0,0,0,0,0,4.1,3.25,1.71,3.3,3,1.85,3.75,3.25,1.8,4.33,3.25,1.73,4.2,3.25,1.72
D1,23/09/00,Cottbus,Leverkusen,1,2,A,1,1,D,20000,Lutz Wagner ,8,14,4,9,0,1,6,4,19,19,3,7,1,3,1,0,35,30,3.65,3.35,1.85,3.1,3,1.9,3.75,3.25,1.8,3.5,3.25,1.95,3.4,3.3,1.9
D1,23/09/00,Dortmund,Schalke 04,0,4,A,0,2,A,68000,Markus Merk ,10,8,3,4,0,0,7,4,17,14,4,3,2,2,0,0,20,20,1.85,3.1,3.9,1.85,3,3.3,1.9,3.25,3.4,1.95,3.2,3.5,1.9,2.75,4.2
D1,23/09/00,Stuttgart,Bochum,1,1,D,0,1,A,15000,Wolfgang Stark ,16,8,5,3,2,0,11,2,14,16,1,3,4,2,0,0,40,20,1.4,3.8,6.9,1.5,3.4,4.7,1.45,3.6,6.5,1.4,3.6,6.5,1.5,3.4,6
D1,23/09/00,Werder Bremen,Ein Frankfurt,1,1,D,1,1,D,26500,Peter Sippel ,10,6,5,4,1,0,6,6,15,18,4,1,2,0,0,1,20,25,1.7,3.4,4.2,1.7,3.1,3.8,1.65,3.4,4.3,1.53,3.5,5,1.6,3.5,4.5
D1,23/09/00,Wolfsburg,Hamburg,4,4,D,2,1,H,21000,Alfons Berg ,15,7,7,7,0,0,4,5,20,29,1,0,1,2,0,0,10,20,2.15,3.25,2.9,2.3,2.9,2.5,2.1,3.25,2.85,2.25,3.2,2.8,2.1,3.2,3
