Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
D1,07/08/93,Bayern Munich,Freiburg,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,07/08/93,Dortmund,Karlsruhe,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,07/08/93,Duisburg,Leverkusen,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,07/08/93,FC Koln,Kaiserslautern,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,07/08/93,Hamburg,Nurnberg,5,2,H,,,,,,,,,,,,,,,,,,,,,
D1,07/08/93,Leipzig,Dresden,3,3,D,,,,,,,,,,,,,,,,,,,,,
D1,07/08/93,M'Gladbach,Ein Frankfurt,0,4,A,,,,,,,,,,,,,,,,,,,,,
D1,07/08/93,Wattenscheid,Schalke 04,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,07/08/93,Werder Bremen,Stuttgart,5,1,H,,,,,,,,,,,,,,,,,,,,,
D1,14/08/93,Dresden,Duisburg,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,14/08/93,Ein Frankfurt,Werder Bremen,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,14/08/93,Freiburg,Wattenscheid,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,14/08/93,Kaiserslautern,M'Gladbach,4,2,H,,,,,,,,,,,,,,,,,,,,,
D1,14/08/93,Karlsruhe,Hamburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,14/08/93,Leverkusen,Bayern Munich,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,14/08/93,Nurnberg,FC Koln,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,14/08/93,Schalke 04,Dortmund,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,14/08/93,Stuttgart,Leipzig,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,21/08/93,Bayern Munich,Dresden,5,0,H,,,,,,,,,,,,,,,,,,,,,
D1,21/08/93,Dortmund,Freiburg,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,21/08/93,Duisburg,Stuttgart,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,21/08/93,Ein Frankfurt,Kaiserslautern,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,21/08/93,FC Koln,Karlsruhe,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,21/08/93,Hamburg,Schalke 04,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,21/08/93,M'Gladbach,Nurnberg,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,21/08/93,Wattenscheid,Leverkusen,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,21/08/93,Werder Bremen,Leipzig,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,28/08/93,Dresden,Wattenscheid,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,28/08/93,Freiburg,Hamburg,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,28/08/93,Kaiserslautern,Werder Bremen,2,3,A,,,,,,,,,,,,,,,,,,,,,
D1,28/08/93,Karlsruhe,M'Gladbach,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,28/08/93,Leipzig,Duisburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,28/08/93,Leverkusen,Dortmund,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,28/08/93,Nurnberg,Ein Frankfurt,1,5,A,,,,,,,,,,,,,,,,,,,,,
D1,28/08/93,Schalke 04,FC Koln,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,28/08/93,Stuttgart,Bayern Munich,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,01/09/93,Bayern Munich,Leipzig,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,01/09/93,Dortmund,Dresden,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,01/09/93,Ein Frankfurt,Karlsruhe,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,01/09/93,FC Koln,Freiburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,01/09/93,Hamburg,Leverkusen,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,01/09/93,Kaiserslautern,Nurnberg,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,01/09/93,M'Gladbach,Schalke 04,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,01/09/93,Wattenscheid,Stuttgart,2,4,A,,,,,,,,,,,,,,,,,,,,,
D1,01/09/93,Werder Bremen,Duisburg,1,5,A,,,,,,,,,,,,,,,,,,,,,
D1,04/09/93,Dresden,Hamburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,04/09/93,Duisburg,Bayern Munich,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,04/09/93,Freiburg,M'Gladbach,3,3,D,,,,,,,,,,,,,,,,,,,,,
D1,04/09/93,Karlsruhe,Kaiserslautern,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,04/09/93,Leipzig,Wattenscheid,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,04/09/93,Leverkusen,FC Koln,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,04/09/93,Nurnberg,Werder Bremen,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,04/09/93,Schalke 04,Ein Frankfurt,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,04/09/93,Stuttgart,Dortmund,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,08/09/93,Dortmund,Leipzig,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,08/09/93,Ein Frankfurt,Freiburg,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,08/09/93,FC Koln,Dresden,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,08/09/93,Hamburg,Stuttgart,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,08/09/93,Kaiserslautern,Schalke 04,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,08/09/93,M'Gladbach,Leverkusen,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,08/09/93,Nurnberg,Karlsruhe,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,08/09/93,Wattenscheid,Duisburg,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,08/09/93,Werder Bremen,Bayern Munich,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,18/09/93,Bayern Munich,Wattenscheid,3,3,D,,,,,,,,,,,,,,,,,,,,,
D1,18/09/93,Dresden,M'Gladbach,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,18/09/93,Duisburg,Dortmund,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,18/09/93,Freiburg,Kaiserslautern,2,3,A,,,,,,,,,,,,,,,,,,,,,
D1,18/09/93,Karlsruhe,Werder Bremen,0,3,A,,,,,,,,,,,,,,,,,,,,,
D1,18/09/93,Leipzig,Hamburg,1,4,A,,,,,,,,,,,,,,,,,,,,,
D1,18/09/93,Leverkusen,Ein Frankfurt,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,18/09/93,Schalke 04,Nurnberg,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,18/09/93,Stuttgart,FC Koln,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,25/09/93,Dortmund,Bayern Munich,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,25/09/93,Ein Frankfurt,Dresden,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,25/09/93,FC Koln,Leipzig,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,25/09/93,Hamburg,Duisburg,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,25/09/93,Kaiserslautern,Leverkusen,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,25/09/93,Karlsruhe,Schalke 04,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,25/09/93,M'Gladbach,Stuttgart,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,25/09/93,Nurnberg,Freiburg,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,25/09/93,Werder Bremen,Wattenscheid,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,02/10/93,Bayern Munich,Hamburg,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,02/10/93,Dresden,Kaiserslautern,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,02/10/93,Duisburg,FC Koln,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,02/10/93,Freiburg,Karlsruhe,3,3,D,,,,,,,,,,,,,,,,,,,,,
D1,02/10/93,Leipzig,M'Gladbach,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,02/10/93,Leverkusen,Nurnberg,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,02/10/93,Schalke 04,Werder Bremen,1,1,D,,,,,,,,,,,,,,,,,,,,,
