Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
E0,09/08/97,Barnsley,West Ham,1,2,A,1,0,H,,,,,,,,,,,
E0,09/08/97,Blackburn,Derby,1,0,H,1,0,H,,,,,,,,,,,
E0,09/08/97,Coventry,Chelsea,3,2,H,1,1,D,,,,,,,,,,,
E0,09/08/97,Everton,Crystal Palace,1,2,A,0,1,A,,,,,,,,,,,
E0,09/08/97,Leeds,Arsenal,1,1,D,1,1,D,,,,,,,,,,,
E0,09/08/97,Leicester,Aston Villa,1,0,H,1,0,H,,,,,,,,,,,
E0,09/08/97,Newcastle,Sheffield Weds,2,1,H,1,1,D,,,,,,,,,,,
E0,09/08/97,Southampton,Bolton,0,1,A,0,1,A,,,,,,,,,,,
E0,09/08/97,Wimbledon,Liverpool,1,1,D,0,0,D,,,,,,,,,,,
E0,10/08/97,Tottenham,Man United,0,2,A,0,0,D,,,,,,,,,,,
E0,11/08/97,Arsenal,Coventry,2,0,H,1,0,H,,,,,,,,,,,
E0,12/08/97,Crystal Palace,Barnsley,0,1,A,0,0,D,,,,,,,,,,,
E0,13/08/97,Aston Villa,Blackburn,0,4,A,0,3,A,,,,,,,,,,,
E0,13/08/97,Liverpool,Leicester,1,2,A,0,1,A,,,,,,,,,,,
E0,13/08/97,Man United,Southampton,1,0,H,0,0,D,,,,,,,,,,,
E0,13/08/97,Sheffield Weds,Leeds,1,3,A,0,2,A,,,,,,,,,,,
E0,13/08/97,West Ham,Tottenham,2,1,H,1,0,H,,,,,,,,,,,
E0,23/08/97,Blackburn,Liverpool,1,1,D,0,0,D,,,,,,,,,,,
E0,23/08/97,Coventry,Bolton,2,2,D,2,0,H,,,,,,,,,,,
E0,23/08/97,Everton,West Ham,2,1,H,0,1,A,,,,,,,,,,,
E0,23/08/97,Leeds,Crystal Palace,0,2,A,0,1,A,,,,,,,,,,,
E0,23/08/97,Leicester,Man United,0,0,D,0,0,D,,,,,,,,,,,
E0,23/08/97,Newcastle,Aston Villa,1,0,H,1,0,H,,,,,,,,,,,
E0,23/08/97,Southampton,Arsenal,1,3,A,1,1,D,,,,,,,,,,,
E0,23/08/97,Tottenham,Derby,1,0,H,1,0,H,,,,,,,,,,,
E0,23/08/97,Wimbledon,Sheffield Weds,1,1,D,1,0,H,,,,,,,,,,,
E0,24/08/97,Barnsley,Chelsea,0,6,A,0,3,A,,,,,,,,,,,
E0,25/08/97,Blackburn,Sheffield Weds,7,2,H,5,1,H,,,,,,,,,,,
E0,26/08/97,Leeds,Liverpool,0,2,A,0,1,A,,,,,,,,,,,
E0,27/08/97,Barnsley,Bolton,2,1,H,1,1,D,,,,,,,,,,,
E0,27/08/97,Coventry,West Ham,1,1,D,1,0,H,,,,,,,,,,,
E0,27/08/97,Everton,Man United,0,2,A,0,1,A,,,,,,,,,,,
E0,27/08/97,Leicester,Arsenal,3,3,D,0,1,A,,,,,,,,,,,
E0,27/08/97,Southampton,Crystal Palace,1,0,H,0,0,D,,,,,,,,,,,
E0,27/08/97,Tottenham,Aston Villa,3,2,H,1,1,D,,,,,,,,,,,
E0,27/08/97,Wimbledon,Chelsea,0,2,A,0,0,D,,,,,,,,,,,
E0,30/08/97,Arsenal,Tottenham,0,0,D,0,0,D,,,,,,,,,,,
E0,30/08/97,Aston Villa,Leeds,1,0,H,0,0,D,,,,,,,,,,,
E0,30/08/97,Chelsea,Southampton,4,2,H,4,1,H,,,,,,,,,,,
E0,30/08/97,Crystal Palace,Blackburn,1,2,A,0,2,A,,,,,,,,,,,
E0,30/08/97,Derby,Barnsley,1,0,H,1,0,H,,,,,,,,,,,
E0,30/08/97,Man United,Coventry,3,0,H,1,0,H,,,,,,,,,,,
E0,30/08/97,Sheffield Weds,Leicester,1,0,H,0,0,D,,,,,,,,,,,
E0,30/08/97,West Ham,Wimbledon,3,1,H,0,0,D,,,,,,,,,,,
E0,01/09/97,Bolton,Everton,0,0,D,0,0,D,,,,,,,,,,,
E0,13/09/97,Arsenal,Bolton,4,1,H,3,1,H,,,,,,,,,,,
E0,13/09/97,Barnsley,Aston Villa,0,3,A,0,1,A,,,,,,,,,,,
E0,13/09/97,Coventry,Southampton,1,0,H,0,0,D,,,,,,,,,,,
