day,date,home_team,result,away_team
Saturday,April 7,D.C. United,3-2,SKC
Saturday,April 14,SKC,2-1,LA Galaxy
Wednesday,April 18,SKC,2-1,Fusion
Saturday,April 21,Columbus,0-3,SKC
Saturday,April 28,SKC,0-0,San Jose
Wednesday,May 2,NY Red Bulls,4-1,SKC
Saturday,May 5,LA Galaxy,2-1,SKC
Saturday,May 19,Chicago,2-0,SKC
Thursday,May 24,SKC,1-0,NY Red Bulls
Saturday,June 2,Tampa Bay Mutiny,1-2,SKC
Saturday,June 9,Fusion,5-1,SKC
Wednesday,June 13,LA Galaxy,4-0,SKC
Saturday,June 16,SKC,0-3,D.C. United
Saturday,June 23,San Jose,2-0,SKC
Saturday,June 30,SKC,3-0,Tampa Bay Mutiny
Wednesday,July 4,SKC,0-7,Chicago
Saturday,July 7,New England,1-2,SKC
Saturday,July 14,SKC,3-2,FC Dallas
Wednesday,July 18,Colorado,0-0,SKC
Sunday,July 29,SKC,2-0,New England
Saturday,August 4,SKC,1-3,Columbus
Sunday,August 12,Colorado,2-2,SKC
Wednesday,August 15,SKC,1-2,LA Galaxy
Sunday,August 19,SKC,3-2,Colorado
Saturday,August 25,FC Dallas,3-0,SKC
Saturday,September 1,San Jose,3-0,SKC
Saturday,September 8,SKC,1-0,San Jose
