day,date,home_team,result,away_team
Saturday,April 7,LA Galaxy,2-3,SJ
Saturday,April 14,SJ,0-1,FC Dallas
Saturday,April 21,Fusion,2-1,SJ
Saturday,April 28,Sporting KC,0-0,SJ
Saturday,May 5,SJ,3-2,New England
Saturday,May 12,D.C. United,2-3,SJ
Saturday,May 19,SJ,2-0,NY Red Bulls
Wednesday,May 23,FC Dallas,0-2,SJ
Saturday,May 26,Chicago,1-1,SJ
Wednesday,May 30,SJ,1-1,Colorado
Saturday,June 2,Colorado,1-2,SJ
Saturday,June 9,SJ,3-1,LA Galaxy
Saturday,June 16,NY Red Bulls,0-0,SJ
Saturday,June 23,SJ,2-0,Sporting KC
Saturday,June 30,New England,0-0,SJ
Wednesday,July 4,SJ,1-1,Fusion
Saturday,July 7,Colorado,3-1,SJ
Saturday,July 14,SJ,2-1,Tampa Bay Mutiny
Wednesday,July 18,SJ,4-0,D.C. United
Saturday,July 21,Columbus,2-1,SJ
Saturday,August 4,Tampa Bay Mutiny,2-0,SJ
Wednesday,August 8,New England,1-5,SJ
Saturday,August 11,SJ,2-2,Columbus
Saturday,August 18,SJ,0-1,Chicago
Saturday,August 25,SJ,5-2,Colorado
Saturday,September 1,SJ,3-0,Sporting KC
Saturday,September 8,Sporting KC,1-0,SJ
