day,date,home_team,result,away_team
Saturday,March 19,Chivas USA,2-3,SKC
Saturday,March 26,Chicago,3-2,SKC
Saturday,April 2,Vancouver,3-3,SKC
Saturday,April 16,Columbus,1-0,SKC
Saturday,April 23,New England,3-2,SKC
Saturday,April 30,NY Red Bulls,1-0,SKC
Saturday,May 14,LA Galaxy,4-1,SKC
Saturday,May 21,Seattle,1-0,SKC
Saturday,May 28,Colorado,1-1,SKC
Saturday,June 4,Toronto FC,0-0,SKC
Thursday,June 9,SKC,0-0,Chicago
Sunday,June 12,FC Dallas,1-4,SKC
Friday,June 17,SKC,1-0,San Jose
Wednesday,June 22,Philadelphia,0-0,SKC
Saturday,June 25,SKC,2-1,Vancouver
Saturday,July 2,Portland,1-2,SKC
Wednesday,July 6,SKC,1-1,Colorado
Saturday,July 9,SKC,1-1,Chivas USA
Saturday,July 16,Houston,1-1,SKC
Saturday,July 23,SKC,4-2,Toronto FC
Saturday,July 30,SKC,1-1,New England
Wednesday,August 3,SKC,2-0,Real Salt Lake
Saturday,August 6,Seattle,1-2,SKC
Wednesday,August 17,SKC,3-1,Portland
Sunday,August 21,SKC,1-0,D.C. United
Saturday,August 27,SKC,2-3,FC Dallas
Monday,September 5,SKC,2-2,LA Galaxy
Saturday,September 10,SKC,3-0,Houston
Saturday,September 17,Real Salt Lake,1-0,SKC
Friday,September 23,SKC,1-1,Philadelphia
Wednesday,September 28,SKC,2-1,Columbus
Saturday,October 1,San Jose,1-1,SKC
Saturday,October 15,SKC,2-0,NY Red Bulls
Saturday,October 22,D.C. United,0-1,SKC
