day,date,home_team,result,away_team
Saturday,March 19,D.C. United,3-1,CLB
Saturday,March 26,CLB,0-0,NY Red Bulls
Friday,April 1,CLB,2-0,FC Dallas
Saturday,April 9,Chivas USA,0-0,CLB
Saturday,April 16,CLB,1-0,Sporting KC
Saturday,April 23,Toronto FC,1-1,CLB
Saturday,April 30,CLB,2-1,Vancouver
Saturday,May 7,Seattle,1-1,CLB
Saturday,May 14,San Jose,3-0,CLB
Saturday,May 21,Portland,1-0,CLB
Saturday,May 28,CLB,3-3,Chivas USA
Saturday,June 4,NY Red Bulls,1-1,CLB
Wednesday,June 8,CLB,2-1,Real Salt Lake
Sunday,June 12,CLB,0-1,Chicago
Saturday,June 18,Houston,0-2,CLB
Sunday,June 26,CLB,4-1,Colorado
Saturday,July 2,FC Dallas,2-0,CLB
Wednesday,July 6,Vancouver,0-1,CLB
Saturday,July 16,CLB,0-0,San Jose
Wednesday,July 20,LA Galaxy,1-0,CLB
Saturday,July 23,CLB,1-0,Portland
Saturday,July 30,Real Salt Lake,0-2,CLB
Friday,August 5,Colorado,2-0,CLB
Saturday,August 13,CLB,3-1,New England
Saturday,August 20,CLB,2-1,Philadelphia
Saturday,August 27,Seattle,6-2,CLB
Saturday,September 10,CLB,2-4,Toronto FC
Wednesday,September 14,CLB,2-2,Houston
Saturday,September 17,Philadelphia,1-0,CLB
Saturday,September 24,CLB,0-1,LA Galaxy
Wednesday,September 28,Sporting KC,2-1,CLB
Sunday,October 2,CLB,2-1,D.C. United
Saturday,October 15,New England,0-3,CLB
Saturday,October 22,Chicago,3-2,CLB
