day,date,home_team,result,away_team
Saturday,March 19,San Jose,0-1,RSL
Saturday,March 26,RSL,4-1,LA Galaxy
Saturday,April 9,New England,0-2,RSL
Wednesday,April 13,RSL,1-0,Colorado
Saturday,April 30,Portland,1-0,RSL
Saturday,May 7,RSL,1-0,Chivas USA
Saturday,May 14,RSL,0-0,Houston
Sunday,May 22,FC Dallas,0-0,RSL
Saturday,May 28,Seattle,1-2,RSL
Saturday,June 4,RSL,2-0,Vancouver
Wednesday,June 8,Columbus,2-1,RSL
Saturday,June 11,Philadelphia,1-1,RSL
Saturday,June 18,RSL,1-1,D.C. United
Wednesday,June 22,Chicago,0-0,RSL
Saturday,June 25,RSL,3-1,Toronto FC
Monday,July 4,RSL,3-3,New England
Saturday,July 9,RSL,2-0,FC Dallas
Saturday,July 23,RSL,4-0,San Jose
Saturday,July 30,RSL,0-2,Columbus
Wednesday,August 3,Sporting KC,2-0,RSL
Saturday,August 6,RSL,3-0,NY Red Bulls
Saturday,August 13,Toronto FC,1-0,RSL
Saturday,August 20,Houston,3-2,RSL
Saturday,August 27,Chivas USA,0-1,RSL
Saturday,September 3,RSL,2-1,Philadelphia
Saturday,September 10,Seattle,1-2,RSL
Saturday,September 17,RSL,1-0,Sporting KC
Wednesday,September 21,NY Red Bulls,1-3,RSL
Saturday,September 24,D.C. United,4-1,RSL
Wednesday,September 28,RSL,0-3,Chicago
Saturday,October 1,LA Galaxy,2-1,RSL
Thursday,October 6,Vancouver,3-0,RSL
Friday,October 14,Colorado,0-0,RSL
Saturday,October 22,RSL,1-1,Portland
