day,date,home_team,result,away_team
Saturday,March 19,Seattle,1-0,RBNY
Saturday,March 26,Columbus,0-0,RBNY
Saturday,April 2,RBNY,1-1,Houston
Saturday,April 9,Philadelphia,1-0,RBNY
Saturday,April 16,RBNY,3-0,San Jose
Thursday,April 21,D.C. United,0-4,RBNY
Saturday,April 30,RBNY,1-0,Sporting KC
Saturday,May 7,LA Galaxy,1-1,RBNY
Sunday,May 15,RBNY,2-3,Chivas USA
Saturday,May 21,Houston,2-2,RBNY
Wednesday,May 25,RBNY,2-2,Colorado
Saturday,May 28,Vancouver,1-1,RBNY
Saturday,June 4,RBNY,1-1,Columbus
Friday,June 10,RBNY,2-1,New England
Sunday,June 19,Portland,3-3,RBNY
Thursday,June 23,Seattle,4-2,RBNY
Sunday,June 26,Chicago,1-1,RBNY
Saturday,July 2,San Jose,2-2,RBNY
Wednesday,July 6,RBNY,5-0,Toronto FC
Saturday,July 9,RBNY,0-1,D.C. United
Saturday,July 16,Chivas USA,0-0,RBNY
Wednesday,July 20,Colorado,4-1,RBNY
Saturday,July 23,RBNY,2-2,FC Dallas
Saturday,August 6,Real Salt Lake,3-0,RBNY
Saturday,August 13,RBNY,2-2,Chicago
Saturday,August 20,New England,2-2,RBNY
Saturday,September 10,RBNY,1-1,Vancouver
Saturday,September 17,FC Dallas,0-1,RBNY
Wednesday,September 21,RBNY,1-3,Real Salt Lake
Saturday,September 24,RBNY,2-0,Portland
Saturday,October 1,Toronto FC,1-1,RBNY
Tuesday,October 4,RBNY,2-0,LA Galaxy
Saturday,October 15,Sporting KC,2-0,RBNY
Thursday,October 20,RBNY,1-0,Philadelphia
