day,date,home_team,result,away_team
Saturday,March 19,Vancouver,4-2,TOR
Saturday,March 26,TOR,2-0,Portland
Saturday,April 2,TOR,1-1,Chivas USA
Saturday,April 9,San Jose,1-1,TOR
Wednesday,April 13,TOR,0-0,LA Galaxy
Saturday,April 16,TOR,0-3,D.C. United
Saturday,April 23,TOR,1-1,Columbus
Saturday,April 30,Seattle,3-0,TOR
Saturday,May 7,TOR,2-1,Houston
Wednesday,May 11,FC Dallas,1-0,TOR
Saturday,May 14,TOR,2-2,Chicago
Sunday,May 22,Colorado,0-0,TOR
Saturday,May 28,TOR,2-6,Philadelphia
Saturday,June 4,TOR,0-0,Sporting KC
Saturday,June 11,LA Galaxy,2-2,TOR
Wednesday,June 15,New England,0-0,TOR
Saturday,June 18,Seattle,0-1,TOR
Saturday,June 25,Real Salt Lake,3-1,TOR
Wednesday,June 29,TOR,1-0,Vancouver
Wednesday,July 6,NY Red Bulls,5-0,TOR
Saturday,July 9,Houston,2-0,TOR
Wednesday,July 20,TOR,0-1,FC Dallas
Saturday,July 23,Sporting KC,4-2,TOR
Saturday,July 30,Portland,2-2,TOR
Saturday,August 6,D.C. United,3-3,TOR
Saturday,August 13,TOR,1-0,Real Salt Lake
Sunday,August 21,Chicago,2-0,TOR
Saturday,August 27,TOR,1-1,San Jose
Saturday,September 10,Columbus,2-4,TOR
Saturday,September 17,TOR,2-1,Colorado
Saturday,September 24,Chivas USA,3-0,TOR
Saturday,October 1,TOR,1-1,NY Red Bulls
Saturday,October 15,Philadelphia,1-1,TOR
Saturday,October 22,TOR,2-2,New England
