day,date,home_team,result,away_team
Saturday,March 19,CHV,2-3,Sporting KC
Saturday,March 26,CHV,0-1,Colorado
Saturday,April 2,Toronto FC,1-1,CHV
Saturday,April 9,CHV,0-0,Columbus
Saturday,April 16,Vancouver,0-0,CHV
Saturday,April 23,San Jose,1-2,CHV
Saturday,April 30,CHV,3-0,New England
Saturday,May 7,Real Salt Lake,1-0,CHV
Sunday,May 15,NY Red Bulls,2-3,CHV
Saturday,May 21,CHV,0-1,LA Galaxy
Saturday,May 28,Columbus,3-3,CHV
Wednesday,June 1,CHV,1-1,Vancouver
Saturday,June 4,CHV,1-0,Portland
Saturday,June 11,Houston,2-1,CHV
Saturday,June 18,CHV,1-2,FC Dallas
Saturday,June 25,Philadelphia,3-2,CHV
Saturday,July 2,CHV,1-1,Chicago
Wednesday,July 6,CHV,2-0,San Jose
Saturday,July 9,Sporting KC,1-1,CHV
Saturday,July 16,CHV,0-0,NY Red Bulls
Saturday,July 23,CHV,3-0,Houston
Sunday,July 31,FC Dallas,1-0,CHV
Saturday,August 6,New England,2-3,CHV
Saturday,August 13,Seattle,0-0,CHV
Saturday,August 20,Colorado,2-2,CHV
Wednesday,August 24,Portland,1-0,CHV
Saturday,August 27,CHV,0-1,Real Salt Lake
Saturday,September 10,CHV,0-3,D.C. United
Saturday,September 17,Chicago,3-2,CHV
Wednesday,September 21,D.C. United,2-2,CHV
Saturday,September 24,CHV,3-0,Toronto FC
Sunday,October 2,CHV,1-1,Philadelphia
Sunday,October 16,LA Galaxy,1-0,CHV
Saturday,October 22,Seattle,1-3,CHV
