day,date,home_team,result,away_team
Sunday,March 20,LA Galaxy,1-1,NE
Saturday,March 26,NE,2-1,D.C. United
Saturday,April 2,NE,1-1,Portland
Wednesday,April 6,Vancouver,1-1,NE
Saturday,April 9,NE,0-2,Real Salt Lake
Sunday,April 17,Houston,1-0,NE
Saturday,April 23,NE,3-2,Sporting KC
Saturday,April 30,Chivas USA,3-0,NE
Saturday,May 7,NE,0-0,Colorado
Saturday,May 14,NE,1-0,Vancouver
Saturday,May 21,San Jose,2-1,NE
Saturday,May 28,NE,0-1,LA Galaxy
Saturday,June 4,FC Dallas,1-0,NE
Friday,June 10,NY Red Bulls,2-1,NE
Wednesday,June 15,NE,0-0,Toronto FC
Saturday,June 18,NE,1-1,Chicago
Sunday,June 26,Seattle,2-1,NE
Monday,July 4,Real Salt Lake,3-3,NE
Sunday,July 17,NE,0-3,Philadelphia
Wednesday,July 20,D.C. United,0-1,NE
Saturday,July 23,Colorado,2-2,NE
Saturday,July 30,Sporting KC,1-1,NE
Saturday,August 6,NE,2-3,Chivas USA
Saturday,August 13,Columbus,3-1,NE
Wednesday,August 17,NE,1-1,Houston
Saturday,August 20,NE,2-2,NY Red Bulls
Wednesday,September 7,Philadelphia,4-4,NE
Saturday,September 10,NE,2-0,FC Dallas
Friday,September 16,Portland,3-0,NE
Sunday,September 25,Chicago,3-2,NE
Saturday,October 1,Seattle,1-2,NE
Saturday,October 8,NE,1-2,San Jose
Saturday,October 15,NE,0-3,Columbus
Saturday,October 22,Toronto FC,2-2,NE
