day,date,home_team,result,away_team
Saturday,March 20,LA,2-1,Colorado
Sunday,March 28,LA,1-0,FC Dallas
Saturday,April 3,San Jose,2-1,LA
Thursday,April 8,LA,1-2,Columbus
Saturday,April 17,Chicago,1-0,LA
Saturday,April 24,LA,1-0,San Jose
Saturday,May 1,NY Red Bulls,0-1,LA
Saturday,May 8,Sporting KC,2-1,LA
Saturday,May 15,LA,0-1,Tampa Bay Mutiny
Sunday,May 23,LA,1-0,New England
Saturday,May 29,Columbus,2-1,LA
Sunday,June 6,LA,1-0,Sporting KC
Saturday,June 12,LA,2-1,Chicago
Saturday,June 19,D.C. United,1-2,LA
Sunday,June 27,Tampa Bay Mutiny,2-4,LA
Sunday,July 4,LA,1-2,Fusion
Sunday,July 11,New England,2-5,LA
Sunday,July 25,LA,2-1,Sporting KC
Wednesday,July 28,Colorado,1-0,LA
Saturday,July 31,Chicago,0-1,LA
Saturday,August 7,San Jose,1-4,LA
Saturday,August 14,LA,2-0,FC Dallas
Saturday,August 21,LA,4-1,NY Red Bulls
Saturday,August 28,FC Dallas,1-0,LA
Wednesday,September 1,LA,3-1,San Jose
Saturday,September 4,Fusion,1-2,LA
Saturday,September 11,LA,1-0,Chicago
Saturday,September 18,Colorado,1-0,LA
Saturday,September 25,LA,0-2,D.C. United
Wednesday,September 29,LA,4-0,Colorado
Sunday,October 3,FC Dallas,4-3,LA
Saturday,October 9,Sporting KC,0-1,LA
