day,date,home_team,result,away_team
Saturday,March 20,Tampa Bay Mutiny,2-5,DC
Saturday,April 3,NY Red Bulls,0-1,DC
Saturday,April 10,New England,2-3,DC
Saturday,April 17,DC,1-2,San Jose
Saturday,April 24,DC,2-3,New England
Saturday,May 1,Chicago,3-2,DC
Saturday,May 8,DC,2-1,NY Red Bulls
Saturday,May 15,Sporting KC,3-4,DC
Saturday,May 22,Fusion,1-3,DC
Saturday,May 29,DC,3-1,Chicago
Saturday,June 5,DC,1-0,Columbus
Thursday,June 10,DC,3-1,Fusion
Sunday,June 13,Columbus,1-2,DC
Wednesday,June 16,FC Dallas,3-0,DC
Saturday,June 19,DC,1-2,LA Galaxy
Saturday,June 26,DC,3-0,Sporting KC
Sunday,July 4,San Jose,2-1,DC
Wednesday,July 7,Columbus,1-2,DC
Saturday,July 10,DC,1-2,Colorado
Sunday,July 25,New England,0-2,DC
Sunday,August 8,DC,3-2,Tampa Bay Mutiny
Wednesday,August 11,NY Red Bulls,1-4,DC
Saturday,August 14,DC,2-1,Columbus
Saturday,August 21,Fusion,2-3,DC
Wednesday,August 25,DC,3-1,Fusion
Saturday,August 28,Colorado,0-1,DC
Saturday,September 4,DC,4-1,FC Dallas
Friday,September 10,Tampa Bay Mutiny,1-2,DC
Saturday,September 18,DC,2-1,NY Red Bulls
Saturday,September 25,LA Galaxy,0-2,DC
Wednesday,October 6,DC,2-4,Tampa Bay Mutiny
Saturday,October 9,DC,1-2,New England
