day,date,home_team,result,away_team
Saturday,March 20,TBM,2-5,D.C. United
Saturday,April 3,TBM,2-3,Columbus
Sunday,April 11,TBM,1-2,NY Red Bulls
Sunday,April 18,FC Dallas,2-1,TBM
Sunday,April 25,NY Red Bulls,0-1,TBM
Saturday,May 1,TBM,2-1,Fusion
Saturday,May 8,TBM,2-1,Chicago
Saturday,May 15,LA Galaxy,0-1,TBM
Saturday,May 22,Columbus,0-1,TBM
Saturday,May 29,Fusion,2-1,TBM
Saturday,June 5,TBM,1-0,Fusion
Saturday,June 12,San Jose,2-1,TBM
Saturday,June 19,TBM,2-3,New England
Sunday,June 27,TBM,2-4,LA Galaxy
Wednesday,June 30,NY Red Bulls,2-1,TBM
Saturday,July 3,TBM,1-2,Sporting KC
Thursday,July 8,TBM,2-1,San Jose
Thursday,July 22,Sporting KC,4-3,TBM
Sunday,July 25,Colorado,2-3,TBM
Thursday,July 29,Fusion,3-2,TBM
Saturday,July 31,TBM,4-1,New England
Sunday,August 8,D.C. United,3-2,TBM
Friday,August 13,TBM,0-1,Colorado
Wednesday,August 18,New England,0-1,TBM
Sunday,August 22,Columbus,1-2,TBM
Friday,August 27,TBM,2-1,Columbus
Saturday,September 4,New England,1-5,TBM
Friday,September 10,TBM,1-2,D.C. United
Friday,September 17,Chicago,2-1,TBM
Saturday,September 25,TBM,1-2,NY Red Bulls
Wednesday,October 6,D.C. United,2-4,TBM
Sunday,October 10,TBM,1-2,FC Dallas
