day,date,home_team,result,away_team
Saturday,March 20,FC Dallas,4-0,SKC
Saturday,March 27,SKC,0-3,Chicago
Saturday,April 3,SKC,0-1,New England
Saturday,April 10,SKC,1-2,San Jose
Saturday,April 17,Colorado,2-1,SKC
Saturday,April 24,Fusion,1-0,SKC
Wednesday,April 28,SKC,0-1,Columbus
Saturday,May 8,SKC,2-1,LA Galaxy
Saturday,May 15,SKC,3-4,D.C. United
Saturday,May 22,Chicago,3-1,SKC
Sunday,June 6,LA Galaxy,1-0,SKC
Saturday,June 12,SKC,1-0,FC Dallas
Sunday,June 20,SKC,6-0,NY Red Bulls
Saturday,June 26,D.C. United,3-0,SKC
Saturday,July 3,Tampa Bay Mutiny,1-2,SKC
Wednesday,July 7,SKC,1-2,Colorado
Saturday,July 10,FC Dallas,5-0,SKC
Thursday,July 22,SKC,4-3,Tampa Bay Mutiny
Sunday,July 25,LA Galaxy,2-1,SKC
Saturday,July 31,SKC,3-2,San Jose
Thursday,August 5,SKC,1-2,Chicago
Sunday,August 8,Columbus,2-1,SKC
Saturday,August 14,NY Red Bulls,1-2,SKC
Wednesday,August 25,Chicago,2-0,SKC
Sunday,August 29,SKC,2-0,Fusion
Saturday,September 4,San Jose,2-0,SKC
Tuesday,September 7,New England,3-2,SKC
Friday,September 10,Colorado,1-0,SKC
Saturday,September 18,SKC,1-2,FC Dallas
Saturday,September 25,SKC,0-1,Colorado
Wednesday,October 6,San Jose,1-0,SKC
Saturday,October 9,SKC,0-1,LA Galaxy
