day,date,home_team,result,away_team
Sunday,April 13,CHI,1-1,New England
Saturday,April 19,D.C. United,0-0,CHI
Saturday,April 26,Sporting KC,2-3,CHI
Saturday,May 10,CHI,0-0,San Jose
Saturday,May 17,New England,3-0,CHI
Sunday,May 25,CHI,4-0,Colorado
Saturday,May 31,San Jose,1-4,CHI
Saturday,June 7,D.C. United,2-0,CHI
Saturday,June 14,NY Red Bulls,2-3,CHI
Wednesday,June 18,CHI,4-1,FC Dallas
Saturday,June 21,Sporting KC,4-2,CHI
Saturday,June 28,CHI,2-1,NY Red Bulls
Saturday,July 5,San Jose,0-0,CHI
Saturday,July 12,CHI,1-2,D.C. United
Saturday,July 19,CHI,3-1,New England
Saturday,July 26,CHI,2-0,Sporting KC
Saturday,August 9,CHI,1-1,NY Red Bulls
Wednesday,August 13,Columbus,2-2,CHI
Saturday,August 16,CHI,3-1,D.C. United
Wednesday,August 20,CHI,1-0,LA Galaxy
Sunday,August 24,NY Red Bulls,1-2,CHI
Saturday,August 30,New England,5-1,CHI
Saturday,September 6,CHI,1-1,Columbus
Saturday,September 13,LA Galaxy,0-2,CHI
Saturday,September 20,FC Dallas,2-0,CHI
Wednesday,October 1,Colorado,1-1,CHI
Saturday,October 4,CHI,2-0,LA Galaxy
Friday,October 10,CHI,2-0,Columbus
Saturday,October 18,CHI,4-3,Colorado
Sunday,October 26,Columbus,6-2,CHI
