day,date,home_team,result,away_team
Saturday,April 5,Columbus,1-1,LA
Saturday,April 12,FC Dallas,1-1,LA
Saturday,April 19,NY Red Bulls,1-1,LA
Saturday,April 26,San Jose,1-0,LA
Saturday,May 10,New England,2-0,LA
Saturday,May 17,FC Dallas,1-1,LA
Saturday,May 24,Sporting KC,2-1,LA
Saturday,May 31,Colorado,1-0,LA
Saturday,June 7,LA,2-0,Colorado
Saturday,June 14,LA,2-1,Sporting KC
Wednesday,June 18,LA,1-1,San Jose
Saturday,June 21,NY Red Bulls,1-0,LA
Wednesday,June 25,Colorado,2-2,LA
Saturday,June 28,LA,3-0,FC Dallas
Friday,July 4,LA,2-2,New England
Wednesday,July 9,LA,0-1,Colorado
Wednesday,July 30,LA,2-1,Columbus
Saturday,August 9,LA,3-1,Columbus
Saturday,August 16,LA,1-1,NY Red Bulls
Wednesday,August 20,Chicago,1-0,LA
Saturday,August 23,LA,2-1,New England
Saturday,August 30,LA,2-1,FC Dallas
Saturday,September 6,D.C. United,2-1,LA
Saturday,September 13,LA,0-2,Chicago
Saturday,September 20,LA,1-0,D.C. United
Saturday,September 27,LA,1-2,Sporting KC
Saturday,October 4,Chicago,2-0,LA
Saturday,October 11,Sporting KC,2-1,LA
Saturday,October 18,LA,3-0,San Jose
Saturday,October 25,San Jose,1-1,LA
