day,date,home_team,result,away_team
Saturday,April 12,Colorado,1-2,SJ
Saturday,April 19,SJ,1-1,Sporting KC
Saturday,April 26,SJ,1-0,LA Galaxy
Saturday,May 3,New England,0-2,SJ
Saturday,May 10,Chicago,0-0,SJ
Saturday,May 17,SJ,4-3,Columbus
Saturday,May 31,SJ,1-4,Chicago
Saturday,June 7,Columbus,1-0,SJ
Saturday,June 14,FC Dallas,1-2,SJ
Wednesday,June 18,LA Galaxy,1-1,SJ
Saturday,June 21,SJ,2-1,Columbus
Saturday,June 28,SJ,0-0,Sporting KC
Wednesday,July 2,NY Red Bulls,4-4,SJ
Saturday,July 5,SJ,0-0,Chicago
Saturday,July 12,SJ,0-2,Colorado
Saturday,July 19,D.C. United,1-2,SJ
Saturday,July 26,SJ,3-0,FC Dallas
Friday,August 8,Sporting KC,0-1,SJ
Wednesday,August 13,FC Dallas,0-3,SJ
Saturday,August 16,New England,1-1,SJ
Sunday,August 24,SJ,1-0,D.C. United
Saturday,August 30,SJ,1-2,Colorado
Sunday,September 7,SJ,2-1,New England
Saturday,September 13,D.C. United,2-1,SJ
Saturday,September 20,Sporting KC,1-4,SJ
Saturday,September 27,SJ,5-2,FC Dallas
Sunday,October 5,SJ,0-2,NY Red Bulls
Friday,October 10,Colorado,0-0,SJ
Saturday,October 18,LA Galaxy,3-0,SJ
Saturday,October 25,SJ,1-1,LA Galaxy
