day,date,home_team,result,away_team
Saturday,April 12,COL,1-2,San Jose
Saturday,April 26,COL,1-1,D.C. United
Saturday,May 3,NY Red Bulls,2-1,COL
Saturday,May 10,Columbus,2-0,COL
Saturday,May 17,COL,0-2,NY Red Bulls
Sunday,May 25,Chicago,4-0,COL
Saturday,May 31,COL,1-0,LA Galaxy
Saturday,June 7,LA Galaxy,2-0,COL
Wednesday,June 11,COL,0-0,D.C. United
Saturday,June 14,COL,4-1,New England
Saturday,June 21,FC Dallas,3-1,COL
Wednesday,June 25,COL,2-2,LA Galaxy
Saturday,June 28,New England,3-2,COL
Friday,July 4,COL,3-2,Sporting KC
Wednesday,July 9,LA Galaxy,0-1,COL
Saturday,July 12,San Jose,0-2,COL
Saturday,July 26,COL,1-0,NY Red Bulls
Saturday,August 9,COL,2-0,FC Dallas
Wednesday,August 13,D.C. United,1-0,COL
Saturday,August 16,COL,2-1,Columbus
Friday,August 22,Sporting KC,2-2,COL
Saturday,August 30,San Jose,1-2,COL
Saturday,September 6,COL,2-1,FC Dallas
Saturday,September 13,COL,1-0,Sporting KC
Thursday,September 18,New England,0-0,COL
Wednesday,October 1,COL,1-1,Chicago
Saturday,October 4,Sporting KC,4-2,COL
Friday,October 10,COL,0-0,San Jose
Saturday,October 18,Chicago,4-3,COL
Saturday,October 25,FC Dallas,4-3,COL
