day,date,home_team,result,away_team
Saturday,March 7,Houston,1-0,CLB
Saturday,March 14,CLB,2-0,Toronto FC
Saturday,March 28,CLB,1-2,NY Red Bulls
Wednesday,April 8,Vancouver,2-2,CLB
Saturday,April 11,New England,0-0,CLB
Saturday,April 18,CLB,3-0,Orlando
Saturday,April 25,CLB,4-1,Philadelphia
Saturday,May 2,D.C. United,2-0,CLB
Saturday,May 9,Seattle,3-2,CLB
Saturday,May 16,San Jose,2-0,CLB
Friday,May 22,CLB,2-2,Chicago
Saturday,May 30,Orlando,2-2,CLB
Wednesday,June 3,Philadelphia,3-0,CLB
Saturday,June 6,CLB,1-2,Montreal
Saturday,June 13,CLB,1-1,LA Galaxy
Wednesday,June 24,CLB,2-1,New England
Saturday,June 27,Real Salt Lake,2-2,CLB
Saturday,July 4,CLB,2-1,NY Red Bulls
Saturday,July 11,Montreal,3-0,CLB
Wednesday,July 15,Chicago,0-1,CLB
Sunday,July 19,CLB,3-1,Chicago
Saturday,July 25,CLB,3-3,Toronto FC
Saturday,August 1,Orlando,5-2,CLB
Saturday,August 8,Colorado,1-2,CLB
Wednesday,August 19,CLB,2-2,NYCFC
Saturday,August 22,CLB,3-2,Sporting KC
Saturday,August 29,NYCFC,1-2,CLB
Sunday,September 6,CLB,0-3,FC Dallas
Saturday,September 12,Philadelphia,1-2,CLB
Saturday,September 19,D.C. United,1-2,CLB
Saturday,September 26,CLB,1-2,Portland
Saturday,October 3,NY Red Bulls,2-1,CLB
Saturday,October 17,Toronto FC,0-2,CLB
Sunday,October 25,CLB,5-0,D.C. United
