day,date,home_team,result,away_team
Sunday,March 8,Sporting KC,1-1,RBNY
Sunday,March 22,RBNY,2-0,D.C. United
Saturday,March 28,Columbus,1-2,RBNY
Saturday,April 11,D.C. United,2-2,RBNY
Friday,April 17,RBNY,2-0,San Jose
Sunday,April 26,RBNY,1-1,LA Galaxy
Wednesday,April 29,RBNY,1-1,Colorado
Saturday,May 2,New England,2-1,RBNY
Sunday,May 10,RBNY,2-1,NYCFC
Friday,May 15,FC Dallas,0-0,RBNY
Sunday,May 24,RBNY,0-2,Philadelphia
Sunday,May 31,Seattle,2-1,RBNY
Friday,June 5,Houston,4-2,RBNY
Saturday,June 20,RBNY,1-2,Vancouver
Wednesday,June 24,RBNY,1-0,Real Salt Lake
Sunday,June 28,NYCFC,1-3,RBNY
Saturday,July 4,Columbus,2-1,RBNY
Saturday,July 11,RBNY,4-1,New England
Saturday,July 18,Orlando,0-2,RBNY
Saturday,August 1,Philadelphia,1-3,RBNY
Wednesday,August 5,Montreal,1-1,RBNY
Sunday,August 9,RBNY,2-0,NYCFC
Saturday,August 15,RBNY,3-0,Toronto FC
Wednesday,August 26,Chicago,3-2,RBNY
Sunday,August 30,RBNY,3-0,D.C. United
Friday,September 11,RBNY,3-2,Chicago
Wednesday,September 16,New England,2-1,RBNY
Sunday,September 20,Portland,0-2,RBNY
Friday,September 25,RBNY,2-5,Orlando
Saturday,October 3,RBNY,2-1,Columbus
Wednesday,October 7,RBNY,2-1,Montreal
Wednesday,October 14,Toronto FC,2-1,RBNY
Sunday,October 18,RBNY,4-1,Philadelphia
Sunday,October 25,Chicago,1-2,RBNY
