day,date,home_team,result,away_team
Saturday,March 7,PHI,0-0,Colorado
Saturday,March 14,Real Salt Lake,3-3,PHI
Saturday,March 21,PHI,0-2,FC Dallas
Sunday,March 29,Chicago,1-0,PHI
Sunday,April 5,Sporting KC,3-2,PHI
Saturday,April 11,PHI,2-1,NYCFC
Thursday,April 16,NYCFC,1-1,PHI
Sunday,April 19,PHI,1-2,New England
Saturday,April 25,Columbus,4-1,PHI
Saturday,May 2,PHI,0-1,Toronto FC
Saturday,May 9,Vancouver,3-0,PHI
Sunday,May 17,PHI,1-0,D.C. United
Sunday,May 24,NY Red Bulls,0-2,PHI
Saturday,May 30,D.C. United,2-1,PHI
Wednesday,June 3,PHI,3-0,Columbus
Saturday,June 6,PHI,1-2,NYCFC
Saturday,June 20,LA Galaxy,5-1,PHI
Wednesday,June 24,Seattle,1-0,PHI
Saturday,June 27,PHI,2-2,Montreal
Saturday,July 11,PHI,3-0,Portland
Saturday,July 18,Toronto FC,2-1,PHI
Sunday,July 26,D.C. United,3-2,PHI
Saturday,August 1,PHI,1-3,NY Red Bulls
Saturday,August 8,Orlando,0-0,PHI
Sunday,August 16,PHI,3-3,Chicago
Saturday,August 22,Montreal,0-1,PHI
Saturday,August 29,PHI,0-1,New England
Saturday,September 5,San Jose,1-2,PHI
Saturday,September 12,PHI,1-2,Columbus
Sunday,September 20,PHI,2-0,Houston
Saturday,September 26,New England,1-1,PHI
Saturday,October 3,Toronto FC,3-1,PHI
Sunday,October 18,NY Red Bulls,4-1,PHI
Sunday,October 25,PHI,1-0,Orlando
