day,date,home_team,result,away_team
Friday,March 6,LA Galaxy,2-0,CHI
Saturday,March 14,CHI,0-1,Vancouver
Sunday,March 22,San Jose,2-1,CHI
Sunday,March 29,CHI,1-0,Philadelphia
Saturday,April 4,CHI,3-2,Toronto FC
Friday,April 24,CHI,1-0,NYCFC
Sunday,May 3,Sporting KC,1-0,CHI
Saturday,May 9,CHI,1-2,Real Salt Lake
Friday,May 15,NYCFC,2-2,CHI
Friday,May 22,Columbus,2-2,CHI
Saturday,May 30,CHI,3-0,Montreal
Wednesday,June 3,D.C. United,3-1,CHI
Saturday,June 6,CHI,2-3,Orlando
Saturday,June 13,New England,2-0,CHI
Wednesday,June 24,CHI,0-1,D.C. United
Friday,July 3,Houston,1-1,CHI
Saturday,July 11,Seattle,1-0,CHI
Wednesday,July 15,CHI,0-1,Columbus
Sunday,July 19,Columbus,3-1,CHI
Saturday,July 25,CHI,2-2,New England
Sunday,August 2,CHI,2-0,FC Dallas
Friday,August 7,Portland,1-0,CHI
Sunday,August 16,Philadelphia,3-3,CHI
Saturday,August 22,CHI,0-1,Colorado
Wednesday,August 26,CHI,3-2,NY Red Bulls
Saturday,August 29,Orlando,1-1,CHI
Saturday,September 5,Montreal,4-3,CHI
Friday,September 11,NY Red Bulls,3-2,CHI
Saturday,September 19,CHI,0-1,Orlando
Wednesday,September 23,Montreal,2-1,CHI
Saturday,September 26,Toronto FC,3-2,CHI
Saturday,October 3,CHI,3-1,New England
Sunday,October 18,D.C. United,4-0,CHI
Sunday,October 25,CHI,1-2,NY Red Bulls
