day,date,home_team,result,away_team
Sunday,March 3,LA Galaxy,4-0,CHI
Saturday,March 9,CHI,0-1,New England
Saturday,March 16,Sporting KC,0-0,CHI
Sunday,March 24,CHI,1-4,Chivas USA
Sunday,April 7,CHI,3-1,NY Red Bulls
Sunday,April 14,Houston,2-1,CHI
Saturday,April 20,CHI,1-0,Columbus
Saturday,April 27,Montreal,2-0,CHI
Saturday,May 11,CHI,0-1,Philadelphia
Saturday,May 18,Philadelphia,1-0,CHI
Saturday,May 25,Real Salt Lake,1-1,CHI
Sunday,June 2,CHI,2-0,D.C. United
Saturday,June 8,CHI,2-2,Portland
Wednesday,June 19,CHI,2-1,Colorado
Saturday,June 22,Columbus,1-2,CHI
Wednesday,July 3,CHI,3-2,San Jose
Sunday,July 7,CHI,1-2,Sporting KC
Sunday,July 14,Vancouver,3-1,CHI
Saturday,July 20,CHI,4-1,D.C. United
Saturday,July 27,Houston,1-1,CHI
Saturday,August 3,Philadelphia,1-2,CHI
Saturday,August 10,CHI,2-1,Montreal
Saturday,August 17,New England,2-0,CHI
Friday,August 23,CHI,1-0,Sporting KC
Sunday,September 1,CHI,1-1,Houston
Saturday,September 7,Seattle,2-1,CHI
Wednesday,September 11,Toronto FC,1-1,CHI
Saturday,September 14,CHI,3-2,New England
Saturday,September 21,Columbus,3-0,CHI
Saturday,September 28,CHI,2-2,Montreal
Friday,October 4,D.C. United,0-3,CHI
Saturday,October 12,FC Dallas,2-3,CHI
Saturday,October 19,CHI,1-0,Toronto FC
Sunday,October 27,NY Red Bulls,5-2,CHI
